input,intent
I need to change I need to cancel appointment I want to cancel it,cncl appt
I don't need him back we got the TV going,cncl appt
Is there a cancellation colder confirmation code for the cancellation,cncl appt
I want to cancel Mam,cncl appt
I think I want to cancel,cncl appt
I don't want billing,cncl appt
Oh I need to cancel my appointment make it another day,cncl appt
I need to cancel today,cncl appt
I want to cancel I wanna cancel that appointment,cncl appt
No I want to cancel this something,cncl appt
No let's cancel the appointment,cncl appt
I'd like to cancel it because it's TV is working now,cncl appt
We don't give me give me a give me know so I don't need the technician here,cncl appt
Okay cancel cancel my appointment,cncl appt
I want to cancel this order,cncl appt
Cancel talk to a representative talk to a representative,cncl appt
The appointment she said needs to be canceled,cncl appt
I want to cancel it my TV seems to be okay now,cncl appt
Correct a problem cancel appointment,cncl appt
Cancel dinner Internet is working you can cancel the appointment,cncl appt
That appointment was canceled earlier this morning,cncl appt
Cancel install,cncl appt
This system isn't working it's okay I don't need them to come out,cncl appt
I wanna cancel my services,cncl appt
No I want to councilmember I don't have an account want to cancel appointment can I cancel it or not,cncl appt
I'd like to cancel service,cncl appt
Received a text that appointment was canceled,cncl appt
I have to cancel the appointment I'm very sorry but I has to cancel it,cncl appt
I'd like to cancel the order,cncl appt
I need to I need to cancel that appointment,cncl appt
Cancel cancel it,cncl appt
Need disappointment I don't need this appointment anymore,cncl appt
I shipped to cancel,cncl appt
TV isn't working again I don't need an appointment,cncl appt
Yes I need to cancel my appointment there will not be anybody home,cncl appt
I need to cancel that appointment my services,cncl appt
I need to cancel date,cncl appt
That's all just make sure their appointment is canceled,cncl appt
I need to cancel appointment in the hospital,cncl appt
Need to cancel no power,cncl appt
I need to be canceled,cncl appt
I want to cancel my appointment I don't need it,cncl appt
I need to cancel have no power,cncl appt
No I'll call another day another appointment right now I'm canceling thank you,cncl appt
I like to cancel that service for another date,cncl appt
No I do not want my appointment,cncl appt
Delete the appointment postponement,cncl appt
Cancel service cancel,cncl appt
That is so I need I need that appointment canceled,cncl appt
Cancel cancel I need to cancel,cncl appt
I gotta cancel that appointment what long appointment is supposed to be Thursday not Tuesday,cncl appt
Cancel I wish to cancel,cncl appt
Could you cancel that appointment please,cncl appt
Cancel appointment cancel,cncl appt
I need to cancel for later today between two and three p.m.,cncl appt
Cancel euro morning,cncl appt
Cancel it for me please make an appointment Wednesday,cncl appt
Cancel because zero it's okay no,cncl appt
I don't need anybody to come now because my Internet is working,cncl appt
Cancel way,cncl appt
Cancel hello cancel,cncl appt
I want to cancel the appointment the TV is fixed,cncl appt
Okay but I want to cancel because my TV's working now,cncl appt
I was needing to cancel my son come over here and done something to the boat sign up for,cncl appt
I wish to cancel speak to a representative,cncl appt
Everything is okay I do not need a technician,cncl appt
I need to cancel my Zelle your way now,cncl appt
I don't need a truck I'm canceling the appointment that's the reason for my call,cncl appt
Cancel the appointment my TV is working fine,cncl appt
Are you like the cancel,cncl appt
The appointment needs to be canceled,cncl appt
No thank you and appointment is canceled,cncl appt
Cancel account and cancel appointment,cncl appt
I don't want TV anymore,cncl appt
I don't need one,cncl appt
No cancel please,cncl appt
Just cancel,cncl appt
Please cancel this order,cncl appt
Casimi can I cancel a meeting 4 and 5 o'clock tomorrow because the office is closed,cncl appt
I would like to cancel it because I fix it myself,cncl appt
Problem with six I need to cancel the appointment,cncl appt
Let me talk to a representative there about Camp Hill I like to cancel,cncl appt
I want to cancel an appointment my Internet is working okay just getting back up,cncl appt
I want to cancel my plan,cncl appt
I don't need anything else thank you,cncl appt
I I I think my Internet is working now so I need to cancel that appointment,cncl appt
I want to go ahead and cancel it,cncl appt
I need to cancel it apparently my loss of Internet was for the whole city,cncl appt
The time I don't need another time representative,cncl appt
Yes I need to cancel it because I no longer need a technician to fix the problem,cncl appt
I want to cancel I want to cancel appointment,cncl appt
No longer need it,cncl appt
Cancel appointment cancel service,cncl appt
Yes cancel services,cncl appt
No that's all the problem is been taken care of please cancel the,cncl appt
What I be able to cancel that appointment,cncl appt
I am going to cancel the appointment,cncl appt
I need to cancel the appointment Amsec,cncl appt
I I canceled once I want to confirm I wanna know that it's confirmed,cncl appt
Okay I want to cancel that my TV is working now,cncl appt
Well I need to cancel that,cncl appt
I want to cancel the appointment cancel appointment,cncl appt
Could I cancel that please,cncl appt
You need to cancel the appointment because you fix my phone through the inner office of spectrum,cncl appt
I need to cancel that run,cncl appt
Okay I just need to cancel that because I got my TV working,cncl appt
I need to cancel I need to cancel the appointment,cncl appt
I don't want that I want to cancel,cncl appt
Cancel I wanna today,cncl appt
Cancel my service appointment,cncl appt
He's minoring it's working again so I don't need the appointment,cncl appt
Canceling my appointment,cncl appt
No I like to cancel cancel,cncl appt
Where where I will be able to keep that appointment because I got to go out of town,cncl appt
Cancel because my phone's working now,cncl appt
I need to cancel the Internet is working,cncl appt
I don't need to be connected with anyone,cncl appt
I need to cancel some of the center,cncl appt
Tell them cancel it on hold on second,cncl appt
I'd like to cancel the appointment my TV came back,cncl appt
I'm calling to see if there's been a cancellation for today,cncl appt
I need to cancel it my TV is working,cncl appt
I need to cancel I need to cancel my name is Steve yesterday,cncl appt
I want to cancel the appointment I don't need,cncl appt
We do not need the appointment the problem has been resolved,cncl appt
Hi April to take my to cancel the none,cncl appt
Cancel the appointment for tomorrow,cncl appt
You can cancel it I got my box,cncl appt
I don't need the service,cncl appt
I need to cancel Beas,cncl appt
I I wanna I wanna cancel it I wanna talk to somebody to cancel it,cncl appt
I need to cancel that appointment the television is working,cncl appt
Hi I need to cancel,cncl appt
Cancel appointment speak with agent,cncl appt
Well I found a problem and so I need to cancel the appointment,cncl appt
Legal aid cancel it my one dollar to my cable going,cncl appt
I want to cancel it because we get things fixed to cancel my appointment please,cncl appt
Yeah I don't want it,cncl appt
No cancel the appointment,cncl appt
I want to cancel the appointment we found the problem,cncl appt
Well I like I like to cancel that appointment man,cncl appt
Call for cancellation,cncl appt
Um my my TV is working okay now so I don't need anybody to come,cncl appt
I'd like to cancel that,cncl appt
Nothing else I'm canceling for the 2 to 3 appointment for today January,cncl appt
One two cancel for today,cncl appt
I got a call they said it was canceled and I'm not gonna be home,cncl appt
I like to cancel back my Wi-Fi box my modem is working now,cncl appt
This order was canceled,cncl appt
They don't want me,cncl appt
I need to cancel that appointment everything seems to be okay right now with my TV,cncl appt
I can't I need to cancel that appointment,cncl appt
No send nobody cancel it,cncl appt
I would like to cancel 6 to 8,cncl appt
I would like to I would like to cancel,cncl appt
Just cancel an appointment,cncl appt
I just told you I had to cancel it,cncl appt
Thank you I don't need any help,cncl appt
I have to cancel it after experiencing severe pain,cncl appt
I want to cancel I need to cancel,cncl appt
I think I've solved my problem I'd like to cancel the appointment,cncl appt
I want to cancel the appointment because my phone just started working,cncl appt
Trying to cancel appointment,cncl appt
Want to cancel it want to cancel an appointment,cncl appt
No just cancel it,cncl appt
Yes cancel the appointment,cncl appt
I want to cancel that appointment on the ninth of January,cncl appt
I want to cancel work period,cncl appt
No problem yes we saw him electronically till cancel,cncl appt
I want to cancel the appointment for tomorrow,cncl appt
I like to cancel F-1 unplug the TV and came back on,cncl appt
I wish to cancel the appointment it is no longer needed,cncl appt
Okay I don't need to port me my TV is working fine I need to cancel the appointment,cncl appt
Okay all right but I just want to cancel it today I don't think you need it,cncl appt
I'm calling to cancel an appointment,cncl appt
Cancel it TV went on,cncl appt
My TV is working now I don't need him,cncl appt
No just cancel that appointment,cncl appt
Calling to cancel that calling to cancel the appointment,cncl appt
Was canceled,cncl appt
This appointment was canceled,cncl appt
I need to double check if my appointments been canceled or not,cncl appt
Yes I like to cancel this appointment,cncl appt
Yes I received a text saying that it was canceled,cncl appt
I need to cancel with the TV is working now,cncl appt
Cancel appointment council,cncl appt
Can I cancel that appointment and it's gave you know for another day,cncl appt
Cancel my router subscription,cncl appt
Cancel cancel that appointment,cncl appt
I don't need council,cncl appt
Online we can cancel it,cncl appt
I need to cancel my appointment for today at one o'clock to two o'clock,cncl appt
What's to cancel,cncl appt
I don't need somebody to come out my TV is working now I'm sorry Devcon see all this trouble,cncl appt
No I need I need to cancel the appointment,cncl appt
Already canceled your minutes ago T V's messing up again so I want I want the appointment at ten o'clock,cncl appt
Don't need it anymore,cncl appt
Oh you like to cancel,cncl appt
When will you don't need it right now we don't need it,cncl appt
I want to cancel it for now I got my P TV back,cncl appt
I need to cancel a math computer is back up,cncl appt
Listen I need to cancel that appointment because my cable is doing good,cncl appt
I want the phone I want to cancel that,cncl appt
I need to call in the morning this morning,cncl appt
I'm calling to cancel appointment,cncl appt
They don't need to come,cncl appt
I like to cancel my order,cncl appt
You can't I need to know who called,cncl appt
I'd like to cancel it today I am sick,cncl appt
Yes I'd like to cancel,cncl appt
Nothing cancel nothing no help needed,cncl appt
I called and canceled this appointment,cncl appt
I want you to cancel appointment,cncl appt
So can we cancel tomorrow,cncl appt
I think I should cancel because my issue seems to be resolved,cncl appt
But I need to can't I need to cancel that,cncl appt
I need to cancel it for today and make another day,cncl appt
I need to cancel the appointment for today,cncl appt
I want to cancel please,cncl appt
You can cancel the appointment,cncl appt
I wanna cancel my appointment is working now,cncl appt
Cancel 3 to 8 star course,cncl appt
I would like to cancel back appointment,cncl appt
TV is working fine to cancel appointment,cncl appt
Yeah I'd like to cancel the appointment and make another one,cncl appt
I want to cancel I wanna cancel it,cncl appt
Wish to cancel it,cncl appt
Tuesday January ninth no we're canceling,cncl appt
I need I don't need that appointment go ahead and cancel it,cncl appt
I don't want another time,cncl appt
Oh I need to cancel it,cncl appt
I need to cancel it because the TV is working now,cncl appt
I'd like to cancel the whole order,cncl appt
Yes yes cancel department,cncl appt
I need to cancel the appointment is not necessary,cncl appt
I want to cancel your appointment everything came back on the thing,cncl appt
Can you please cancel appointment,cncl appt
Cancel services,cncl appt
I need to cancel my appointment for today,cncl appt
Ma'am I just wanted to know that if they working now so I can cancel that appointment for tomorrow,cncl appt
Cancel please text,cncl appt
Help me cancel an appointment,cncl appt
Yes I want to cancel,cncl appt
Just cancel the appointment,cncl appt
No longer needed appointment,cncl appt
I want to cancel because I'm not home,cncl appt
I have appointment today no I just got some because my phone doesn't cancel my appointment today,cncl appt
Cancel your point oh,cncl appt
Yeah I need to cancel the appointment the problem is been fixed,cncl appt
I would like to cancel the appointment we we've taken care of the problem,cncl appt
Hey like to cancel,cncl appt
I'd like to cancel with the TVs working,cncl appt
My service has been restored I need to cancel appointment,cncl appt
Service is already back on I don't need the appointment,cncl appt
I need a call when they are you,cncl appt
I'd like to cancel work,cncl appt
Cancel spectrum,cncl appt
My Internet is working cancel the appointment,cncl appt
Cancel my subscription,cncl appt
I want to cancel it my computer is working I don't know why,cncl appt
I would like to cancel it and I will call back,cncl appt
To cancel working,cncl appt
I need to cancel my account today going to change until today,cncl appt
Well they just canceled it a few minutes ago but you say it's still on for five to six p.m.,cncl appt
Cancel tomorrow,cncl appt
Can you cancel the TV and the box came back on,cncl appt
I just want to know if there is canceled,cncl appt
I want to cancel I want to cancel that please,cncl appt
I want to cancel because I never asked for it,cncl appt
I like to cancel that appointment I have some other businesses that need to be 10 to 2,cncl appt
Cancel equipment,cncl appt
That's good I don't need any other help,cncl appt
Cancel an appointment I want to cancel the appointment,cncl appt
Cancel it please cancel it,cncl appt
Like to cancel ppointment,cncl appt
Voice to cancel the appointment,cncl appt
I just want to cancel H,cncl appt
Oh one I haven't had any problems with the television so forth so I wanted to cancel it cancel my point,cncl appt
Tech technician said they weren't they canceled,cncl appt
Cancel appointment TV working,cncl appt
I want to cancel I want to cancel the appointment my service came back I want to cancel,cncl appt
I don't need a technician to cancel the technician visit,cncl appt
No she canceled it she doesn't give you any,cncl appt
My appointment might need to be canceled I need to talk to,cncl appt
I'd like to cancel lunch,cncl appt
I need to cancel what I got my D V going,cncl appt
Cancel my bitch,cncl appt
Oh go ahead and cancel the appointment for Sunday,cncl appt
I have two cancel,cncl appt
I want to cancel and make another one,cncl appt
Cancel my appointment please,cncl appt
I want to cancel cancel customer service rep just want to cancel appointment,cncl appt
I wanna cancel to cancel the appointment,cncl appt
I don't understand what spectrum is going to cancel it,cncl appt
I wanna cancel it I got the TV drawing,cncl appt
Want to cancel you know I don't know,cncl appt
Thank you just cancel it,cncl appt
No that's what I wanted to cancel it,cncl appt
Cancel problems on give me a representative,cncl appt
I'm just calling to let you know I want to cancel my appointment I can't get the channels man,cncl appt
Cancel service has been restored,cncl appt
Hi cancelled,cncl appt
I need to cancel seems like the phone's working alright,cncl appt
Cancel the account,cncl appt
I don't want this is normal,cncl appt
Can you cancel appointment,cncl appt
I need to speak to someone to cancel it,cncl appt
Need to cancel my appointment,cncl appt
My TV is working cancel the appointment,cncl appt
Need to cancel an talk to a representative,cncl appt
Well ski cancel it for now,cncl appt
I want to cancel I got it working,cncl appt
Hi my my appointment was canceled,cncl appt
Don't cancel it do not cancel it,cncl appt
Hmmm I like to cancel that's I don't need anymore,cncl appt
I have I need to cancel,cncl appt
No no no I don't need an appointment that problem has corrected itself,cncl appt
I like to cancel it a problem with call,cncl appt
Cancel appointment got Internet to work,cncl appt
I thought he had the appointment and I need to make a damage claim,cncl appt
Cancel it because my my Internet started working,cncl appt
Cancel cancel it cancel it,cncl appt
Yes I need to cancel it,cncl appt
I need to cancel a check,cncl appt
I was gonna cancel but there's nothing I can do is gonna be there in 7 and 9's,cncl appt
I like to wish to cancel the appointment,cncl appt
I need to cancel an appointment I will be available,cncl appt
Hi half to cancel this visit,cncl appt
I need to cancel everything is working,cncl appt
I need to cancel that my TV is working now,cncl appt
I just got a call saying they were gonna cancel it because I didn't answer my phone,cncl appt
Was my appointment canceled,cncl appt
To cancel but I wanna talk I wanna reach the schedule,cncl appt
I may have to cancel tomorrow,cncl appt
They said I could cancel it but I still don't have service,cncl appt
I want to cancel lease,cncl appt
How do I cancel,cncl appt
I don't need any additional Falko see the technician tomorrow,cncl appt
I don't need I don't need the software's not working,cncl appt
I don't know I want to cancel my appointment,cncl appt
I was told if the problem corrected itself go ahead and cancel it so I'm canceling it,cncl appt
You can cancel the appointment not needed,cncl appt
I want I want to cancel the appointment,cncl appt
The TV is working fine I don't know that they need to come today,cncl appt
Cancel it I won't be here,cncl appt
No did you cancel my appointment,cncl appt
I need I need to cancel that,cncl appt
I don't need a appointment I found a problem,cncl appt
You can cancel TV came back on,cncl appt
We'd like to cancel,cncl appt
I want you to cancel the appointment,cncl appt
I like to have it on I just cancel it please call him back tell him I need him,cncl appt
I need I need to cancel the appointment,cncl appt
I need to talk to cancel,cncl appt
No we had to cancel today,cncl appt
Days employee I don't need it now my television is working,cncl appt
I like to cancel it and put it on for weeks,cncl appt
I would like to cancel the appointment because the problem has been fixed,cncl appt
I wish to cancel the appointment this system came back online,cncl appt
Please cancel the order,cncl appt
I just had to cancel for a reason but now I am able to have him call me today,cncl appt
No I don't want that,cncl appt
List DVD cable is working don't need the appointment now,cncl appt
It's working now I think probably should cancel,cncl appt
Cancel it it's working again my Internet's working,cncl appt
No sorry for the last-minute cancellation,cncl appt
I got a call that my appointment was canceled,cncl appt
Don't need help,cncl appt
My Internet is working so I may wish to cancel but I want to speak to someone before I cancel representative,cncl appt
Um one five seems to be working fine everything seems good I don't think the technician needs to come out,cncl appt
I don't need any help largish commerce,cncl appt
I want to cancel this appointment and Internet is up and running,cncl appt
I'd like to cancel that everything is good,cncl appt
I want to cancel the TV is working,cncl appt
I need to cancel that appointment for today,cncl appt
I don't know my security code wish to cancel the appointment,cncl appt
No are you sure it's canceled,cncl appt
I need to cancel today I've been ill I don't think the guy should be here,cncl appt
I was wanted to cancel,cncl appt
Cancel I need to cancel,cncl appt
Mission is working now I don't need can you can you disregard him I do not need him anymore I do not need it,cncl appt
I don't want to Palmi,cncl appt
I don't need help that's all thank you,cncl appt
To cancel one of the technician already called me and I told them to cancel it,cncl appt
I want to cancel the appointment for Saturday,cncl appt
I want to cancel or disconnect this appointment,cncl appt
I don't have one cancel appointment,cncl appt
Cancel next,cncl appt
I need to cancel it we have it operating right now,cncl appt
I think I resolved my issue so I don't need the appointment they can cancel,cncl appt
I just got a call saying the voicemail that the appointment was canceled because the power,cncl appt
I can cancel it,cncl appt
I need to cancel it my TV is fine,cncl appt
I need to cancel the TV come back on okay girl,cncl appt
Well my son came over and he got it programmed so I don't I can cancel that appointment that,cncl appt
No no it isn't canceled,cncl appt
I have an appointment between four and 5 to 6 for TV already got it fixed somebody came and help me,cncl appt
We canceled it canceled and I canceled it,cncl appt
Cancel Tuesday,cncl appt
Appointment was canceled,cncl appt
Cancel the appointment for today,cncl appt
I need to talk to cancel it this problem was solved,cncl appt
Cancel the appointment canceled the appointment,cncl appt
This was canceled yesterday,cncl appt
Cancel it for today and make it for tomorrow,cncl appt
Yes I need to cancel appointment,cncl appt
I want to cancel my subscription,cncl appt
I want to cancel your appointment my problem has been solved,cncl appt
Cancel the appointment for TV start working,cncl appt
Oh I was just gonna cancel it yeah I was wondering now,cncl appt
Cancel appointment at new appointment,cncl appt
I just wanna make sure he gets not canceling,cncl appt
You can cancel it my Wi-Fi is back on,cncl appt
We need to cancel that it came back on,cncl appt
I need to cancel the install to a later date,cncl appt
I just got a phone call saying that my appointment was canceled,cncl appt
I want to cancel an appointment 4 and 1 cancel,cncl appt
I want to cancel it for Saturday broods wagered from three thirty Greenbriar road Zlatnik,cncl appt
I don't want it I want to cancel that appointment,cncl appt
I guess we can cancel that appointment,cncl appt
She cancel calling to,cncl appt
I would like to cancel this appointment,cncl appt
Would you please cancel that I've got to leave there but nobody at my house,cncl appt
Cancel appointment concern,cncl appt
Cancel department it was to be canceled last night,cncl appt
I don't need another tomorrow I'm I'm canceling,cncl appt
Canceling my account,cncl appt
The technician is late and I need to cancel,cncl appt
I wanted to cancel it,cncl appt
Oh my god told you cancel that appointment,cncl appt
To a representative speak to an agent I canceled the appointment,cncl appt
Yeah my issue was fixed so can you cancel it,cncl appt
I need them to call me when they get here for the appointment,cncl appt
Contact technician or cancel appointment,cncl appt
Want to cancel services Multifoods distribution resources,cncl appt
No I don't need help with my appointment I just need the man to come,cncl appt
To cancel your appointment,cncl appt
Um I would have been canceled because I would not be there,cncl appt
No just cancel it cancel it technician coming out,cncl appt
I like to know if I can cancel check tomorrow,cncl appt
No no no just cancel listing cancel cancel,cncl appt
No needs to be canceled canceled,cncl appt
I'd like to cancel the cable it's working now,cncl appt
I want to check on canceling,cncl appt
You can cancel the appointment I canceled it online yesterday last night,cncl appt
Cancel telephone service,cncl appt
I need to cancel my television is working,cncl appt
Accidentally canceled,cncl appt
My my TV is is faxed itself so I don't need him anymore,cncl appt
No I want to cancel what I want to cancel,cncl appt
I need to I need to cancel that appointment and no one will be at home,cncl appt
I would like to cancel it because our TV is working now,cncl appt
So I guess I need to cancel it,cncl appt
TV's working now I want to cancel appointment,cncl appt
No I'm not confirming it I'm canceling,cncl appt
Send me a text regarding cancellation,cncl appt
No cancel it,cncl appt
Yes I need to cancel the whole appointment,cncl appt
You can cancel that appointment you can cancel it,cncl appt
The TVs are staying on cancel the appointment,cncl appt
I would like to cancel I had surgery yesterday,cncl appt
I want to cancel it my current computer is working now,cncl appt
I wanna I need customer service I wanna cancel that appointment,cncl appt
Would you please cancel request,cncl appt
I like to cancel an appointment please,cncl appt
I wanted to cancel the appointment,cncl appt
I would like to cancel the appointment I need to make it another day my husband is sick,cncl appt
I need to cancel everything is working again,cncl appt
I need to cancel the appointment I have the Internet back,cncl appt
Don't need it we don't need it anymore we got it fixed,cncl appt
I don't need help with my appointment I need a representative,cncl appt
Cancel five services,cncl appt
I think I should cancel,cncl appt
I may not need anybody to come over anymore,cncl appt
Well I just got a call that was canceled for tomorrow,cncl appt
You don't need help with the appointment I want to know why,cncl appt
Cancel the appointment because the Internet came up,cncl appt
I need to cancel that it's too late,cncl appt
I want to cancel G V's working now,cncl appt
I don't need them now,cncl appt
I'd like to cancel please,cncl appt
Need to cancel it research-based,cncl appt
Hi do I need to cancel my appointment,cncl appt
Installing hello cancel the appointment,cncl appt
No TV reception in my front room big TV channel unavailable,cncl appt
I don't need help with a fucking appointment,cncl appt
I got my Internet fixed I no longer need the support and I would like to talk to a representative,cncl appt
I wanna cancel I wanna cancel,cncl appt
I need to cancel my appointment I was talking to a lady and I was cut off,cncl appt
I'd like you to cancel it,cncl appt
We do not need him you can cancel it,cncl appt
I need to cancel it culprits come back on,cncl appt
Everything is working so I'm gonna cancel appointment at this time,cncl appt
Cancel the appointment and cancel the Internet service,cncl appt
The TV is working now you can cancel the appointment,cncl appt
No I just wanted to cancel,cncl appt
Hi I want to cancel it,cncl appt
I don't need anyone,cncl appt
I need to cancel my service,cncl appt
I need to cancel won't be available,cncl appt
I need to speak with a representative I need to cancel that appointment,cncl appt
We no longer need it can we cancel,cncl appt
I want to cancel services,cncl appt
That's it don't need anything else goodbye,cncl appt
Seven seven two five cancel,cncl appt
Cancel no not cancel,cncl appt
I don't need a appointment,cncl appt
I'm glad to cancel the call is working,cncl appt
I'd like to cancel it out I got the TV working,cncl appt
Cancel appointment hi rectified TV,cncl appt
I would need to cancel my appointment,cncl appt
I'm canceling a someone call me in six minutes,cncl appt
Cancel issue resolved,cncl appt
