Input,INTENT
I'd like to cancel the appointment please,cncl appt
Cancel that appointment,cncl appt
Canceling the appointment,cncl appt
It seems to be working now I just want to make sure my signal is strong before I have to cancel,cncl appt
Yes I'll like to cancel,cncl appt
I need to cancel the appointment TV is working euro,cncl appt
I was wanting to cancel the appointment,cncl appt
Cancel due to sickness,cncl appt
I don't need it now to get it out,cncl appt
I'd like to cancel that appointment,cncl appt
I I don't need the appointment my music channels coming in this morning,cncl appt
I need to cancel back,cncl appt
Yeah cancel my appointment,cncl appt
I need to cancel it I found a solution,cncl appt
Well I made a mistake when I said I was gonna cancel it cancel I do one three appointments,cncl appt
No no cancel appointment,cncl appt
I'd like to cancel my appointment,cncl appt
Cancel an appointment,cncl appt
So please cancel the appointment,cncl appt
Please cancel the appointment,cncl appt
Please cancel appointment,cncl appt
Cancel my appointment Internet is back on,cncl appt
Cancel appointment for TV works now,cncl appt
Now just cancel the appointment is back on,cncl appt
Cancel the appointment it's not necessary I was able to correct the problem,cncl appt
I want to cancel the appointment I did not authorize this,cncl appt
I want to cancel I've got TV started working,cncl appt
I'd like to cancel it TVs are all working now,cncl appt
I need to cancel is working now can you cancel my,cncl appt
No cancel,cncl appt
Cancel it I'm sick,cncl appt
Please cancel my appointment,cncl appt
I need to cancel the because the phone is working now,cncl appt
Canceling,cncl appt
I want to cancel this appointment,cncl appt
No longer needed please cancel,cncl appt
No ma'am did you cancel it,cncl appt
I need to cancel it my cable is back up,cncl appt
Were sick we need to cancel an appointment,cncl appt
No just cancel the appointment,cncl appt
I might have to cancel my appointment,cncl appt
Need to cancel a sixty problem,cncl appt
I want to I want to cancel that,cncl appt
I can't make any phone calls from my landline and now I can't make any calls on my cell phone,cncl appt
I need to call me when they get here,cncl appt
No I just called to cancel the appointment,cncl appt
I need to cancel the appointment today,cncl appt
I'd like to cancel my appointment tomorrow,cncl appt
It needs to be canceled it was canceled this morning by text,cncl appt
I canceled it,cncl appt
I wanted to cancel the appointment but I don't want to because the,cncl appt
I need I need an appointment because my TV fixed already I don't need somebody call me,cncl appt
Working the TV is working I do not need a technician today,cncl appt
I don't need anything,cncl appt
I need to cancel the appointment because my service is out,cncl appt
Cancel please,cncl appt
I wanna cancel it,cncl appt
I need to cancel cancel appointment cancel the appointment,cncl appt
I like to cancel the problems been resolved,cncl appt
I need to cancel that I don't need the technician anymore,cncl appt
The problem has been fixed and I don't need a technician,cncl appt
Want to cancel an appointment,cncl appt
Cancel it please,cncl appt
Can I cancel it please,cncl appt
Tell me to cancel the appointment because I cavies working okay now,cncl appt
Can I cancel that appointment,cncl appt
FICO to somebody to cancel,cncl appt
I need to cancel the appointment my mass problem is been taken care of,cncl appt
I want to cancel this appointment cancel appointment,cncl appt
I want to cancel appointment transfer me to a rep engender,cncl appt
Don't cancel it,cncl appt
I need to cancel the appointment the phone is working fine right now,cncl appt
Canceled an appointment,cncl appt
I would like to cancel it I got my TV working,cncl appt
No I don't need any help with the appointment I'm returning your call,cncl appt
Don't need a technician,cncl appt
I'd like to cancel that appointment cancel that appointment,cncl appt
I'd like to cancel the appointment if they spend TV,cncl appt
Cancel it please be working,cncl appt
Can it be canceled,cncl appt
I need to cancel it due to illness,cncl appt
I need to cancel it because it worked itself out,cncl appt
Cancel I don't need it,cncl appt
I received an email saying my services restored if I want to cancel that my services have been fixed,cncl appt
Want to cancel my appointment,cncl appt
Cancel Boblick,cncl appt
I need to cancel my appointment because,cncl appt
Well I need to I need to cancel it because I mail this morning and I really don't want him to come today,cncl appt
He was already here cancel,cncl appt
Um I like to cancel it,cncl appt
Need to cancel it,cncl appt
I need to cancel it tabors working,cncl appt
I probably just need to cancel a line,cncl appt
I don't need the appointment to TV is working fine once I turned it on this morning,cncl appt
I want to cancel that appointment,cncl appt
I want to cancel the TVs okay no,cncl appt
I'm calling to cancel it,cncl appt
I want to cancel I wanna cancel,cncl appt
We want to cancel,cncl appt
Cancel right,cncl appt
I don't need the appointment anymore,cncl appt
Cancel the appointment for tomorrow this morning,cncl appt
Can you cancel my TV is working,cncl appt
I need to cancel that appointment you have restored service in my area,cncl appt
I don't want it I want to cancel my appointment,cncl appt
I need to can't I need to cancel that,cncl appt
No no I need to cancel,cncl appt
Cancel to cancel it,cncl appt
I want to cancel way,cncl appt
I would like to cancel I would like to cancel it,cncl appt
I need to cancel cancellation,cncl appt
Don't need it,cncl appt
I want to cancel I don't want to send that technician if you have it,cncl appt
My service is been restored I'd like to cancel the appointment and thanks for the help,cncl appt
I need to cancel it Montini rese working the cable guy menu,cncl appt
Is there a number that I can verify that I called to cancel,cncl appt
Cancel TV six,cncl appt
I do not want to cancel my appointment I do not want to cancel it,cncl appt
I want to cancel the plan,cncl appt
I might need to cancel that appointment,cncl appt
Oh I would like to cancel the appointment,cncl appt
No just cancel your appointment,cncl appt
I'm confused I'm expecting a technician barrister bed tomorrow I don't know we're trying to delete,cncl appt
Calling to cancel,cncl appt
Could you cancel the appointment please,cncl appt
Would like to cancel this service is starting to work now,cncl appt
I'm calling to get a suggestion about it I should cancel it because I saw BHU but I'm not sure if it's a permanent solution,cncl appt
Canceled our appointment,cncl appt
I was told that if there was a cancellation they would send someone sooner and I just ran into,cncl appt
Mohamed stop by we don't need to check cashing,cncl appt
Okay but I want to cancel it,cncl appt
No I need to cancel the appointment I got to keep working,cncl appt
I'm calling to cancel the appointment,cncl appt
I would like to cancel my order,cncl appt
Need to cancel the appointment service started working,cncl appt
I do not need anymore help no,cncl appt
I'd like to cancel appointment,cncl appt
I was canceling it,cncl appt
I need to cancel the appointment and make it another day I can't do it today,cncl appt
Like to cancel,cncl appt
I don't I don't need them to come out here right now,cncl appt
Call mom after I got done talking to a lady you can cancel appointment,cncl appt
Cancel please cancel,cncl appt
I want to cancel that,cncl appt
I don't need them to come out anymore my TV is working now,cncl appt
Cancellations,cncl appt
May I please cancel the appointment,cncl appt
I would like to cancel it my TV works no,cncl appt
Cancellation list,cncl appt
Yes I want to cancel I wanna cancel it because my TV is working right now,cncl appt
I don't need any help with my partner,cncl appt
Okay I'd like to cancel the appointment because we wiggled wires and different things that we have an and it's working now,cncl appt
I would like to cancel appointment MADtv seem to be doing,cncl appt
I need to cancel my phone pay my loan,cncl appt
Oh channels come on so cancel it today and if they don't come on again I'll call back,cncl appt
I don't need any help,cncl appt
Nope that's it so we will cancel the appointment,cncl appt
I want to cancel my appointment please,cncl appt
I like to cancel subscription,cncl appt
Cancel that,cncl appt
Cancel reappointment,cncl appt
I don't need them anymore my Wi-Fi Kamback,cncl appt
Would like to cancel the appointment,cncl appt
They they called and said they were coming and we don't need them to come,cncl appt
Cancel cancel my appointment for today,cncl appt
Please need to cancel,cncl appt
I don't need anymore I got problems right now,cncl appt
I'm canceling order,cncl appt
I need to cancel the TV show now,cncl appt
Wish to cancel,cncl appt
We need to cancel all of that needs to be canceled and we won't I just need to cancel this account,cncl appt
I was calling to cancel it because the TV is now working it's in working order now I don't know what happened but it went back on,cncl appt
Cancel the appointment I have no problem,cncl appt
Would like to cancel that appointment,cncl appt
I want to cancel it now,cncl appt
I have cancel,cncl appt
Knowledge that I'm canceling the appointment and I can hang up,cncl appt
I don't need it they worked on the polls last night,cncl appt
I don't want it I decide to cancel it,cncl appt
I don't need him,cncl appt
I'm gonna cancel,cncl appt
I wanna cancel it I got it working,cncl appt
I wanna cancel my appointment my cable came back on,cncl appt
I need to cancel it TVs working,cncl appt
I want to cancel that we found out what the problem was,cncl appt
I would like to cancel it for another day,cncl appt
I'm wanting to cancel the problems been resolved,cncl appt
I don't know it cancel appointment,cncl appt
Cancel it phone working,cncl appt
I need to cancel it I decided to restart my computer,cncl appt
We would like to cancel,cncl appt
Please cancel it it's fixed,cncl appt
I would like to cancel my appointment TVs working,cncl appt
I already know my appointment I want to cancel that,cncl appt
I want to cancel my order for no tech to come out,cncl appt
Cancel everything's okay,cncl appt
12 to 1 six do not need appointment,cncl appt
I need to change appointment to cancel it,cncl appt
Cancel changes,cncl appt
You can cancel it I fixed it myself,cncl appt
I'd like to cancel it when I came home and everything is working,cncl appt
I want to cancel my appointment with Doctor Cady background internetwork today,cncl appt
Oh I have to cancel,cncl appt
And so I need to cancel the appointment because the TV came back on it's okay,cncl appt
No no thank you apartment there so that is canceled,cncl appt
I want to cancel the problem is fixed,cncl appt
No I want I want an appointment cancel,cncl appt
I don't need it I need to cancel it,cncl appt
Has to change appointment cancel,cncl appt
I need to get my Clymet started working so I need I don't need appointment anymore,cncl appt
I'm trying to cancel appointment,cncl appt
I canceled it earlier,cncl appt
Next cancel,cncl appt
They told me that it was canceled,cncl appt
They canceled the appointment they didn't even they didn't get it like I got a call saying that my appointment was canceled,cncl appt
Um I think I'm going to have two maybe cancel,cncl appt
I don't have it I don't remember you don't need it,cncl appt
The technician canceled,cncl appt
Cancel policy,cncl appt
No cancel no no no no no no,cncl appt
I need to cancel it working okay,cncl appt
I'll call back cancel for now,cncl appt
I like to cancel that appointment,cncl appt
Everything is fine I need to cancel,cncl appt
I am sick and been can I cancel it,cncl appt
I need to cancel what,cncl appt
Please do not cancel give me the time that the installer will be here today,cncl appt
No I don't need more further assistance,cncl appt
I'm calling to cancel my appointment,cncl appt
We need to cancel it TV is good,cncl appt
Wanted to cancel it,cncl appt
I'm canceling it,cncl appt
Please cancel it,cncl appt
Yes I would like to cancel the appointment because I have connection to Internet yes now it's okay,cncl appt
No you don't that's good I don't need them over here,cncl appt
I wanna cancel that appointment,cncl appt
Cancel appointment nineteen is working now thank you,cncl appt
You can cancel it,cncl appt
We would like to cancel the appointment,cncl appt
They said my service is been restored and that I shouldn't cancel it but it has not been restored,cncl appt
Representative cancel cancel,cncl appt
I received a text that was canceled,cncl appt
I like to cancel an appointment,cncl appt
It was canceled,cncl appt
I like to cancel that 1 and 3 schedule,cncl appt
Cancel installation,cncl appt
No I don't need another time I just was making sure they are coming,cncl appt
I can cancel lunch,cncl appt
You can cancel it out,cncl appt
Like to cancel appointment,cncl appt
Go to cancel,cncl appt
One six cancel cancel,cncl appt
I don't need it,cncl appt
Cancel appointment cancel cancel,cncl appt
I need to cancel it already had six,cncl appt
I have to cancel I have the flu,cncl appt
I want to cancel it my phone is eight nine oh,cncl appt
I can't make long refill I don't know if you could reach the person I don't declining,cncl appt
Cancel it and I wanna talk to somebody and tell them what,cncl appt
Also cancel the one for Sunday,cncl appt
I want to cancel the appointment that don't need it now,cncl appt
I don't need anymore I need to cancel I have service tomorrow,cncl appt
I want to cancel an appointment,cncl appt
I need to cancel the appointment we got the TV on,cncl appt
Need to cancel that appointment,cncl appt
Cancel appointment cancel my account yes business news,cncl appt
I gotta cancel,cncl appt
No that's it wrong if it's canceled thank you bye-bye,cncl appt
You can cancel,cncl appt
I want to cancel I want to cancel that,cncl appt
I want to cancel that appointment I no longer need it,cncl appt
J cancel it and everything is covered,cncl appt
Okay my TV is fixed I need to cancel my appointment,cncl appt
I'm calling to cancel the appointment because I think I fixed the problems,cncl appt
I want to cancel the TV is working again,cncl appt
The TV is working all right now so I don't I I think I'll cancel the appointment,cncl appt
I have pneumonia I have to cancel it I went to the hospital,cncl appt
I have pneumonia and I need to cancel it,cncl appt
Hi I want to cancel the problem I was having with Zelle because my wall phone when I can receive it off,cncl appt
It's about my installment I want I'm getting some changes and I don't think I don't need,cncl appt
I want to cancel it my son got everything fixed today was a loose wire,cncl appt
No cancel my appointment,cncl appt
Well I don't need any help with appointment,cncl appt
I would I I would like to cancel that appointment I think everything right now seems to be okay,cncl appt
No do not cancel my appointment,cncl appt
I wanna cancel everything,cncl appt
Like to cancel the appointment,cncl appt
Cancel service and appointment,cncl appt
Did you cancel the appointment,cncl appt
Would like to cancel it,cncl appt
I need to cancel the appointment services restored,cncl appt
I want to cancel service,cncl appt
I want to cancel it my name is Peggy parent and I want to cancel it,cncl appt
The TV is working now I need to cancel the tech,cncl appt
I want to cancel it my TV is working today,cncl appt
Cancel Internet working now,cncl appt
I need to cancel the appointment the TV is already working,cncl appt
Don't need it right I cancel it please,cncl appt
Need to cancel it okay I appreciate,cncl appt
I would love to cancel it,cncl appt
I want to cancel I need to cancel I was told,cncl appt
Cancel it cancel it,cncl appt
Like to cancel that appointment for the tech,cncl appt
I'm calling to say I do not need the appointment,cncl appt
Canceling account,cncl appt
You can cancel that,cncl appt
Cancel my appointment the phone started working,cncl appt
I wish to cancel one,cncl appt
Email confirmation of cancellation,cncl appt
I don't need no help now I thought the appointment was earlier but one o'clock will be fine,cncl appt
I'm sorry I have to cancel that appointment for today,cncl appt
I accidentally canceled it and I want to rouge,cncl appt
Are you sure to cancel it today,cncl appt
I want to cancel my P McCain mall,cncl appt
I don't know my appointment was canceled,cncl appt
I don't need help thank you,cncl appt
I think I'm gonna cancel it,cncl appt
I'm trying to cancel it,cncl appt
No no make sure you cancel it,cncl appt
I would like to cancel the appointment the issue resolved,cncl appt
No just to make sure the appointment was canceled,cncl appt
Well I'm making appointment because I didn't have the weather channel and it actually come back on so I need to cancel my appointment,cncl appt
I need I need to cancel it,cncl appt
I like to cancel with Kansas,cncl appt
Like to cancel that,cncl appt
To see whether or not I need to cancel my appointment,cncl appt
Once a cancel cancel,cncl appt
My computer is working the Internet is working now just fine so I need to cancel the appointment,cncl appt
Could you please cancel that appointment,cncl appt
Cancel an talk to a representative,cncl appt
No I want to fix the problem with Internet so please cancel the appointment,cncl appt
I don't want to cancel,cncl appt
I need to cancel it everything is working here now,cncl appt
I would like I would like to cancel,cncl appt
TV came back on do not need appointment,cncl appt
I need staticky needs to get canceled,cncl appt
I need to cancel I need to cancel that appointment,cncl appt
Cancel recording cancel appointment,cncl appt
I want to cancel the appointment today,cncl appt
I want to cancel the TV is working fine again,cncl appt
I'd like to cancel cancel a appointment,cncl appt
To cancel my appointment,cncl appt
Cancel appointment and service,cncl appt
I want to cancel it okay my phone's is working,cncl appt
Customer service representative to cancel this order,cncl appt
I need to cancel my appointment my cable is working,cncl appt
I want to cancel it please,cncl appt
We want to cancel the port out we wanna cancel our agreement with,cncl appt
And I'd be on the cancellation list for earlier today,cncl appt
No no no I'm canceling you because I'm not gonna be home I will be home till next week,cncl appt
I need to cancel something important,cncl appt
Can I cancel the appointment,cncl appt
Please cancel that appointment,cncl appt
Cancel technician appointment,cncl appt
I want to cancel the appointment please,cncl appt
I need to cancel it it's too cold here and Alabama for him to come out and everything passed over,cncl appt
What accounts do I thought it would cancel last night,cncl appt
Love homes about the appointment I don't need it now it's working now,cncl appt
I don't need a technician,cncl appt
I would like to cancel it please,cncl appt
I would like to cancel appointment,cncl appt
I would like to cancel that,cncl appt
Questions maybe cancel,cncl appt
I need to cancel the appointment to a later date I have another previous appointment,cncl appt
I'd like to cancel the appointment for now,cncl appt
I need it canceled I've got sound now,cncl appt
I just don't need a man coming to pick the problem,cncl appt
Can you check can you cancel that,cncl appt
I would like to cancel that order please,cncl appt
I need to cancel it my TVs are working perfectly,cncl appt
Appointment cancel,cncl appt
I got a message saying that the appointment was canceled because our service was renewed it has not been renewed,cncl appt
Oh my god cancel Oregon going to cancel wire tomorrow,cncl appt
Forget it cancel appointment,cncl appt
Like to cancel services,cncl appt
I would like to cancel I would like to cancel that appointment,cncl appt
I'd like to cancel it please,cncl appt
Cancel it TV is working,cncl appt
I wish to cancel,cncl appt
Yes but I want to cancel it,cncl appt
System Internet restore cancel appointment,cncl appt
I need to cancel the work order,cncl appt
I would like to cancel the appointment somethings come up I can't make that appointment,cncl appt
Cancel the appointment I wish to cancel the appointment I did not make an appointment,cncl appt
I don't need appointment tomorrow my cable back on,cncl appt
I was calling to cancel an appointment MADtv at work,cncl appt
I was just talking to a woman about cancellation and I lost her,cncl appt
I don't need the appointment it's fixed I need to cancel it,cncl appt
I can't cancel appointment,cncl appt
I want it canceled,cncl appt
Cancel completely,cncl appt
I wanna cancel an appointment,cncl appt
Cancel dollar point I want to cancel that appointment,cncl appt
Cancel the appointment the problem is fixed,cncl appt
I don't think I need a appointment anymore,cncl appt
Internet is working now cancel it,cncl appt
I want to talk to rarely have my appointment was canceled this afternoon,cncl appt
I need to cancel or change the up,cncl appt
Cancel the appointment cancel,cncl appt
Can I cancel,cncl appt
I got a message stating that my TV has been fixed and I can cancel the appointment,cncl appt
I wanna cancel to cancel it,cncl appt
He doesn't need to come out,cncl appt
Nothing to cancel the appointment,cncl appt
I would like to cancel it for now,cncl appt
Well I'd like to cancel the appointment because the problem is fixed,cncl appt
Cancel the appointment I want to cancel the appointment,cncl appt
Don't want Internet,cncl appt
Canceling service,cncl appt
Cancel appointment counselors,cncl appt
I need to cancel it my TV is working fine now,cncl appt
I need to cancel appointment,cncl appt
I need to probably cancel it,cncl appt
I need to cancel that for now,cncl appt
Yes cancel appointment,cncl appt
I would like to cancel my router came back on,cncl appt
The appointment got canceled,cncl appt
Delete,cncl appt
Mom for my mage should be canceled,cncl appt
I want to cancel because my cable is working now,cncl appt
Yeah like like to cancel,cncl appt
We need to cancel we have a medical appointment and the television is working so I can cancel this appointment,cncl appt
My phone is working so he doesn't need to come,cncl appt
Cancel appointment cancel order,cncl appt
Want to cancel it my Internet is working now,cncl appt
I like to cancel because of my channels are cut my channels back,cncl appt
Could you cancel it,cncl appt
I don't know cancel that appointment,cncl appt
You can't today cancel,cncl appt
I need to cancel it's already on,cncl appt
Cancel getting calls,cncl appt
I want to make sure it's not canceled,cncl appt
Don't want department,cncl appt
Okay I just got a text message telling me that it was canceled,cncl appt
I wanted to cancel because my phone's not working now,cncl appt
Cancel my service,cncl appt
Need to postpone cancel the appointment make an order,cncl appt
TV services are on the monthly summary I do not want TV services,cncl appt
Cancel my order,cncl appt
I'm gonna cancel my appointment,cncl appt
Please cancel Zelle Pharma,cncl appt
I would like to cancel my appointment for tomorrow,cncl appt
No I need I need to cancel my account,cncl appt
No do not cancel my appointment automated system,cncl appt
I don't need help with my appointment sectors are shut up yeah,cncl appt
I called and canceled an appointment,cncl appt
I need to cancel got it started,cncl appt
I didn't want to confirm,cncl appt
Please cancel the appointment the TV is not working,cncl appt
I wanna cancel the appointment,cncl appt
I'd like to cancel it my TV is working now,cncl appt
I would I would like to cancel that appointment,cncl appt
I got a text and it was working to cancel back puncheon three,cncl appt
I'm canceling,cncl appt
I don't need you thank you,cncl appt
I want to cancel my Friday appointment,cncl appt
I don't need an appointment,cncl appt
Well I want to cancel the appointment because somebody called me this morning,cncl appt
I want to cancel that because working,cncl appt
I do not need anymore help,cncl appt
I would like to cancel my Internet is working,cncl appt
Cancel my,cncl appt
Tell me a confirmation that it was canceled please,cncl appt
No not cancel my cancel,cncl appt
Calling to cancel my I want to cancel my appointment I was able to get it fixed last night,cncl appt
Okay I think I need to cancel an appointment,cncl appt
I don't need help,cncl appt
Oh I need to cancel that,cncl appt
We are canceling my appointment,cncl appt
Are you going to cancel the appointment,cncl appt
I need to cancel the order,cncl appt
Like to cancel that cancel the appointment please,cncl appt
I want to can cancel,cncl appt
Cancel schedule,cncl appt
Yeah I want a confirmation that I canceled it,cncl appt
Cancel an appointment solves the problem,cncl appt
Need need to cancel,cncl appt
Like to cancel it,cncl appt
I would like you to cancel it because I do not have a computer,cncl appt
We need to cancel,cncl appt
No but you did cancel my appointment right,cncl appt
I need to read I need my TV just came on right now and I can't believe it I need to cancel my appointment,cncl appt
Can I cancel it I want to cancel it,cncl appt
I don't need anything else,cncl appt
I don't want euro,cncl appt
Cancel a phone,cncl appt
I want to cancel the appointment may I talk to somebody,cncl appt
I got a phone call saying it was canceled I need to talk to somebody,cncl appt
I'm calling because I have a question will help me decide whether I need to cancel or,cncl appt
Hello I just need to cancel the appointment,cncl appt
I want to cancel a line,cncl appt
You can cancel this problem corrected,cncl appt
To cancel it,cncl appt
Cancel the appointment it's no it's no longer needed,cncl appt
Is my appointment canceled,cncl appt
That'll be all disallowed up appointment canceled that's all thank you,cncl appt
Would like to cancel,cncl appt
I don't need that appointment canceled your appointment,cncl appt
Cancel appointment but also further questions,cncl appt
Cancel appointment for today,cncl appt
I would like to cancel back indefinitely,cncl appt
Canceling appointment TV is working fine,cncl appt
Cancel the appointment the box is working,cncl appt
I don't need the service call,cncl appt
Ma'am I no longer need the appointment I have found the problem and made the repair,cncl appt
I need to cancel cancel,cncl appt
We don't need it anymore,cncl appt
I think I can cancel my appointment because my TV is working,cncl appt
That was canceled this morning it was canceled this morning,cncl appt
Cancel cancel cancel,cncl appt
Cancel everything,cncl appt
We can cancel appointment everything is back on and working fine,cncl appt
Just cancel it,cncl appt
I would like to cancel the appointment but I'd like to speak to two phone,cncl appt
I like cancel,cncl appt
Oh yes I want to cancel back appointment the problem has been solved,cncl appt
I'd like to cancel that appointment for Thursday,cncl appt
I need to cancel TV is working again,cncl appt
I just wanna make sure it's canceled for tomorrow,cncl appt
I want I want to cancel,cncl appt
My Internet is working so I don't know if I need the appointment,cncl appt
Not yet I I need to cancel it,cncl appt
I like to cancel please,cncl appt
We need to cancel the appointment everything is working again,cncl appt
Cancel service call,cncl appt
I'm canceling the appointment,cncl appt
I need to make another appointment canceled to make another,cncl appt
I want to cancel that appointment for tomorrow because my television's are right I do understand,cncl appt
Could you cancel,cncl appt
I want to cancel the appointment because my service is working now,cncl appt
Cancel not cancel,cncl appt
I need to cancel it fix the problem was fixed,cncl appt
I don't need help I just wanna confirm it,cncl appt
I want to cancel it for another date,cncl appt
Cancel my name,cncl appt
He got sick so I wanna cancel the appointment,cncl appt
You don't have a cancellation this afternoon,cncl appt
Like to cancel an appointment,cncl appt
I wish to cancel that I have the TV set working,cncl appt
No no I do not want to change it,cncl appt
Cancel landline,cncl appt
Well things are happening and I'm gonna talk to cancel back make it for tomorrow,cncl appt
I no longer require the appointment I like to cancel it,cncl appt
I believe I don't need the appointment I think the troubleshooter didn't know I was in an outage,cncl appt
This gentleman told me to cancel it and call him back and he would send a supervisor,cncl appt
Yes I know but I had to cancel back on till later,cncl appt
Cancel account,cncl appt
I'm canceling my appointment,cncl appt
I want to cancel I want to cancel,cncl appt
We'd like to cancel it,cncl appt
Help I just wanna cancel it,cncl appt
I want to cancel that appointment because the man that I was talking to,cncl appt
Yes I need to cancel my appointment,cncl appt
I don't wanna cancel it,cncl appt
I like to cancel I'll be out of town that day I was just informed last night so I like to cancel and I'll make another appointment date,cncl appt
Hmmm I need to cancel that because we have an Internet outage,cncl appt
I wish to cancel because the services restored,cncl appt
I wish to cancel it,cncl appt
My cable is working and I did not need him,cncl appt
Cancel my TV not working,cncl appt
Hello I'm calling to cancel the appointment,cncl appt
Did you please cancel the appointment,cncl appt
I wish to cancel the appointment,cncl appt
I need to cancel the appointment everything is working now,cncl appt
Oh that's Wednesday I need to cancel that for another day,cncl appt
I don't need anymore,cncl appt
I want to cancel that service existing work,cncl appt
Hello I want to cancel it,cncl appt
Can I tell you what I don't need it anymore my TVs working this morning,cncl appt
I need to cancel and I have another appointment screens that I has to keep,cncl appt
My phones are working and now I need to reverting back to the phone system take the other phone calls off,cncl appt
Please cancel it okay,cncl appt
We like to cancel,cncl appt
Never mind I don't need any help,cncl appt
To cancel the appointment,cncl appt
I need to cancel that appointment cable is come back on now,cncl appt
Cable is unavailable,cncl appt
Appointment was canceled yesterday,cncl appt
I'd like to cancel it and change it to another day,cncl appt
Someone called from where they said they got a cancellation a mike amount today,cncl appt
