Input,INTENT
Needs to be earlier,rschdle appt
I want to change my spectrum receivers,rschdle appt
I need service now now that three or four weeks seems to be the only hours you people work,rschdle appt
I wanna expedite my appointment,rschdle appt
I like to see if I can get someone down here sooner,rschdle appt
I can't code,rschdle appt
We're not today that day over another day,rschdle appt
Can you take me to billing,rschdle appt
Please call me today,rschdle appt
I'm moving I want to find out,rschdle appt
Yes I want to make another appointment,rschdle appt
Can renew the time,rschdle appt
Can you change it to Sunday,rschdle appt
Make an appointment earlier Monday,rschdle appt
I want to see if I can get a schedule sooner,rschdle appt
I was just checking on what we should be here,rschdle appt
Oh I thought he would be here earlier,rschdle appt
Make care reschedule,rschdle appt
No you can't everything's fine,rschdle appt
I need earlier date,rschdle appt
No further needed no further help needed,rschdle appt
Could you make a little bit earlier,rschdle appt
Someone text my phone and change the time and I don't know what time he's coming now,rschdle appt
I need to move it needs to,rschdle appt
The same thing that the point that the appointment is for now I wanted earlier,rschdle appt
Weather bad will they change the appointment,rschdle appt
Oh everything is just fine with it I was just checking up on it,rschdle appt
Yeah just that is there anyway he can come earlier,rschdle appt
Please give me the soonest available,rschdle appt
Just give me the soonest available,rschdle appt
Can I get anything sooner,rschdle appt
Oh I want to reschedule,rschdle appt
Nothing can do,rschdle appt
Can you speeded up,rschdle appt
I can't I can't hear about,rschdle appt
Can I change the time on Monday,rschdle appt
Call me today trying to get out here today,rschdle appt
Anyway to get a earlier appointment,rschdle appt
I need to change that to a later time please,rschdle appt
You can buy,rschdle appt
To see if I can get an earlier appointment today,rschdle appt
That'll be all unless you can get my phone turned back on for me,rschdle appt
Is there any available time,rschdle appt
I need to adjust my selection,rschdle appt
Change in service error,rschdle appt
No that's all thank you thank you earlier this weekend,rschdle appt
No I wanted earlier time,rschdle appt
Can you move my appointment,rschdle appt
I was just checking to see what it was,rschdle appt
Connection speed,rschdle appt
We cannot change my buck,rschdle appt
Change it to Monday for the same time,rschdle appt
Can I change it from four to five p.m. today,rschdle appt
Could I get an appointment for today,rschdle appt
I am available now,rschdle appt
But I didn't make it sooner,rschdle appt
No rescheduling customer service,rschdle appt
Reschedule appointment schedule appointment,rschdle appt
No need appointment today you need to send somebody today,rschdle appt
Need to change the time change appointment,rschdle appt
Reschedule or change my,rschdle appt
I need a Bluetooth today,rschdle appt
Yes is there a later time today,rschdle appt
Earlier time for appointment,rschdle appt
No no is there another time,rschdle appt
Resident change appointment,rschdle appt
I want to see if they could come earlier,rschdle appt
I need it sooner customer service,rschdle appt
I wanted to change it 10 to 11 lab in checking,rschdle appt
Can I make it sooner or earlier,rschdle appt
I would like to reschedule an appointment for later in the afternoon,rschdle appt
Can I change it back to my Saturday appointment,rschdle appt
The appointment is not acceptable it needs to be taken care of earlier than that,rschdle appt
Can you can you change that from Tuesday to another day,rschdle appt
I need to change it I need to change the appointment because I got a doctor appointment on Tuesday godfray to doctors on Tuesday,rschdle appt
Change appointment to Tuesday December twelfth,rschdle appt
Change services Jesus Christ,rschdle appt
Okay can we do a later Almore can I reschedule this,rschdle appt
Well I don't know what's wrong with it can't tell you just feel they can come out and check it I can't get on my channels,rschdle appt
Trying to see if there's an opening earlier,rschdle appt
They can call me early,rschdle appt
Somebody supposed to call me today to see if somebody can come the day,rschdle appt
I need to see if there has been a name change today,rschdle appt
Can I change a booking for later time,rschdle appt
Can you come the eighth of December the ninth,rschdle appt
Reschedule it for next Saturday,rschdle appt
Can I change my appointment for today or tomorrow,rschdle appt
Change P James,rschdle appt
I want to see if I can go change this box that I have at the local store over here,rschdle appt
I want to change it can I speak to a representative I want to change it reschedule,rschdle appt
I can't message I got to change the appointment they're Ashforth industry,rschdle appt
We need an appointment now no phone,rschdle appt
Change the timing,rschdle appt
Somebody called me I need to move my appointment,rschdle appt
I need to modify,rschdle appt
Do it earlier,rschdle appt
No problem I just can't exit,rschdle appt
Do you have earlier time,rschdle appt
Need to reschedule the appointment,rschdle appt
You can't help with my apartment not waiting for them to call,rschdle appt
I wanna see if I can schedule for today,rschdle appt
Can the technician come on sooner or today,rschdle appt
Expediting the appointment,rschdle appt
Can I move change appointment to Monday,rschdle appt
Can I get somebody today,rschdle appt
I'm not home today,rschdle appt
I'd like to change into today if possible,rschdle appt
I like to change the order on my on my appointment,rschdle appt
I wanted to see if I could change it till tomorrow,rschdle appt
Change my appointment day,rschdle appt
I need to reschedule I'm very sick,rschdle appt
I need to change the reason for the appointment,rschdle appt
I'd like to see if I can move my appointment,rschdle appt
Can I get a closer appointment today and then Sunday Azeri can I get a special to send here to fix it and everything,rschdle appt
Change appointment please,rschdle appt
I may need to change it,rschdle appt
Is there any cancellations or any way to make it earlier,rschdle appt
I need to adjust the time,rschdle appt
I want to see if I can change my appointment,rschdle appt
I need to change my appointment to the sixteenth of December,rschdle appt
Reschedule appointment if possible,rschdle appt
I would like to change it for the following Saturday,rschdle appt
I'd like to change it earlier if possible,rschdle appt
Change appointment for Saturday,rschdle appt
Can we move it,rschdle appt
Earlier scam,rschdle appt
I need to change it to 10 to 11,rschdle appt
You can't you just tell me when it was that's all I needed to know,rschdle appt
Need to change appointment to December eighteenth,rschdle appt
I want to postpone my appointment to have medical situation,rschdle appt
No that's not right that's not right I can't do it today I got a reschedule for next week,rschdle appt
Change the time three thirty three o'clock,rschdle appt
Need to change the time in the day,rschdle appt
Can I reschedule for an earlier date please I have an emergency,rschdle appt
I have just been to reschedule if you're not very sick and I need to schedule a Saturday,rschdle appt
Well I need to I need to make scheduling Saturday that's not available,rschdle appt
Oh can I can I come from interstate please,rschdle appt
Yes I'd like to change my appointment from Saturday till Monday,rschdle appt
I need to change the date and time,rschdle appt
I need to reschedule another day,rschdle appt
I am not available at that time,rschdle appt
I need to change service address,rschdle appt
I would like to get it sooner today,rschdle appt
Yes I want to change the address,rschdle appt
I have a change of address,rschdle appt
I gotta reschedule,rschdle appt
Jen I don't want to be changed earlier date like tomorrow December the eighth,rschdle appt
Yes did you hear me I need to change appointment,rschdle appt
Do anyway I can get their appointment Friday,rschdle appt
I want to make appointment earlier for today,rschdle appt
Is there any earlier availability,rschdle appt
Read reschedule for tomorrow please,rschdle appt
Yes I need to change my time again,rschdle appt
I need it sooner than that,rschdle appt
I cannot change the time,rschdle appt
I want to change my time tomorrow on twelve eight,rschdle appt
I like to change I'd like to change that appointment time please,rschdle appt
Reschedule can I talk to a live rep,rschdle appt
Yes I need a later time,rschdle appt
Can I reschedule for twelve p.m. tomorrow,rschdle appt
I would like to move it back,rschdle appt
Wanted to move the time to later,rschdle appt
Is there a later time tomorrow customer rep,rschdle appt
No I want I want to I want to change it,rschdle appt
I rescheduled my appointment,rschdle appt
I wanna change my appointment,rschdle appt
I'd like to get it moved up if I can please,rschdle appt
It's a it's a continuation of an earlier call,rschdle appt
Oh that's okay been I just wanted it earlier,rschdle appt
They told me last night they would be here today between two and three I've been waiting all day,rschdle appt
Reschedule to Saturday evening six to seven p.m.,rschdle appt
Can you take me home early,rschdle appt
Change in the appointment date time,rschdle appt
I need to upgrade an appointment to today,rschdle appt
I need to change appointment time date,rschdle appt
Technician I need to reschedule,rschdle appt
I'd like to get a phone fixed sooner,rschdle appt
While I'm checking technician I can see zero but I can contact with them so I need help,rschdle appt
Technician wanted to move the appointment,rschdle appt
Can you check that for me,rschdle appt
I can I can I speak to a rep,rschdle appt
Can we change the appointment,rschdle appt
Hi Jeff I'm just checking to see if they are going to be here today,rschdle appt
Need to change time,rschdle appt
I'm gonna be home early or three o'clock if they can come earlier,rschdle appt
Need service restored today,rschdle appt
To schedule a earlier timeframe,rschdle appt
See if I can reschedule,rschdle appt
Change the appointment date,rschdle appt
We want to change existing order,rschdle appt
I have a medical problem and will not be available between 1 and 2 but I will be later in the day,rschdle appt
I would like to see if there's any way you can be done today,rschdle appt
Want to reset it for tomorrow Friday,rschdle appt
I need to change the time for the day,rschdle appt
My main I need to keep the appointment my speeds are rather,rschdle appt
I was called earlier time slot that was available,rschdle appt
Check my change convention commission,rschdle appt
Yeah I need to add something to it I need to talk to you about that and then I am going to need to reschedule,rschdle appt
Change to four p.m. to five p.m.,rschdle appt
I need to read I need to reschedule,rschdle appt
What what did you reschedule it for,rschdle appt
Can I get can I get an earlier appointment,rschdle appt
Make earlier time,rschdle appt
Reschedule earlier appointment,rschdle appt
Can get it sooner,rschdle appt
I called to reschedule they supposed to be there on the fourteenth not the seventh,rschdle appt
I had a voicemail to possibly change it I'm returning the call,rschdle appt
I need a different phone,rschdle appt
I cannot hear I cannot hear very well because it's so static,rschdle appt
Change the time they told me between one and two and nine minutes,rschdle appt
I cannot see the technician,rschdle appt
Is there anyway to get it sooner,rschdle appt
I need to change the time of the appointment,rschdle appt
I need to get here today as soon as possible I work from home and I cannot get my computer,rschdle appt
You can answer the question I just ask you,rschdle appt
Well I sooner appointment date,rschdle appt
I want to see I want to see if this is earlier appointment,rschdle appt
I'm calling so they can change my telephone number mac change my number back to my old number,rschdle appt
Reschedule customer service,rschdle appt
If the person can't call at twelve thirty,rschdle appt
Retune earlier time,rschdle appt
Land line is down and they can call me they arrive,rschdle appt
Real sick today and I was wondering if I could postpone until tomorrow,rschdle appt
Hi just what I'm keeping the appointment but whether timeshares are available for today,rschdle appt
Can it be moved,rschdle appt
Yes I will reschedule my appointment at a later date,rschdle appt
I need to reschedule an emergency that just came over,rschdle appt
I was just checking on it,rschdle appt
I need today not tomorrow,rschdle appt
Move it up I'd like to move it up if I can,rschdle appt
That's it I just need another time thank you bye,rschdle appt
I'd like to change it to Saturday,rschdle appt
Somebody earlier blackmail,rschdle appt
The problem is fixed my phone works now so I don't need him to come any longer,rschdle appt
Yes I would like to change the appointment is tomorrow,rschdle appt
Wanted to see if they can come earlier,rschdle appt
Change it to two Bonnar,rschdle appt
I'm wondering if there is an earlier time available,rschdle appt
I need a earlier appointment is too long,rschdle appt
Reschedule a representative,rschdle appt
I would like like to change the time of my appointment,rschdle appt
Appointment early,rschdle appt
No just reschedule my appointment please,rschdle appt
My patient has a lifeline we need an earlier appointment,rschdle appt
Change appointment to Tuesday,rschdle appt
I need to order a modem to be delivered with them or I delivered shortly thereafter want to get an appointment if needed,rschdle appt
I need to change into this labyrinth anytime after four p.m.,rschdle appt
Email change,rschdle appt
I'd like to schedule a little bit earlier,rschdle appt
Going to reschedule,rschdle appt
The technician called me and said he was running late I would like to reschedule my appointment,rschdle appt
Okay I'm moving to the other thing dollar,rschdle appt
That's okay you can thank you,rschdle appt
I want to have earlier appointment,rschdle appt
See if we can schedule it earlier,rschdle appt
I was just checking the date so it's Friday the eighth,rschdle appt
I need to push the time back,rschdle appt
I need to reschedule for about a month,rschdle appt
Reschedule my fucking appointment,rschdle appt
Can you come center,rschdle appt
I'm calling because my phone was supposed to switch over to,rschdle appt
No I was just checking to see what it was about,rschdle appt
Hello can I change the appointment to 4 to 5,rschdle appt
I need to reschedule my appointment for Friday,rschdle appt
I'm trying to check to see if they still coming,rschdle appt
I was just seeing if we can get it sooner,rschdle appt
I need to change it to a later date,rschdle appt
Oh I can't do that,rschdle appt
Get a earlier date,rschdle appt
Need to change the appointment to eight o'clock to nine o'clock,rschdle appt
Made the appointment sooner,rschdle appt
Delayed appointment,rschdle appt
I want to reschedule it for tomorrow,rschdle appt
I need to reschedule the time,rschdle appt
I need to move it to a later time,rschdle appt
I need to change my contact number,rschdle appt
Why did you change my appointment,rschdle appt
I'd like to see if I can reschedule,rschdle appt
Is it possible to do earlier today,rschdle appt
Did I get an earlier appointment today,rschdle appt
I wanted as soon as possible,rschdle appt
I need to change my time for the appointment,rschdle appt
Can I change it to you later time tomorrow,rschdle appt
Need to reschedule appointment for Friday at ten o'clock,rschdle appt
Change time and date,rschdle appt
I need to change it to six o'clock if possible,rschdle appt
Yes I like to come earlier and they can,rschdle appt
8 to 12 early eighty one,rschdle appt
Change appointment to today,rschdle appt
I'd like to change it to,rschdle appt
I'm calling to see about available appointment to see if I can change my appointment,rschdle appt
I can't that's fine,rschdle appt
I wanna see if I can change it,rschdle appt
Need to change something on my account,rschdle appt
Reschedule with technician,rschdle appt
Can we make it early here at all,rschdle appt
Is there any sooner appointments,rschdle appt
To see if you could come earlier than three,rschdle appt
Read reschedule it,rschdle appt
I'd like to reschedule it for today,rschdle appt
Can Boehms dollars morning and then Sunday,rschdle appt
I need I need an urgent appointment today Nelon urgent appointment today,rschdle appt
Need to reschedule for 2 to 3,rschdle appt
Need to reschedule earlier,rschdle appt
I cannot do Thursdays,rschdle appt
I need to change days,rschdle appt
They can come Adderley,rschdle appt
I need to keep my appointment for tomorrow afternoon,rschdle appt
Can I get an earlier appointment time,rschdle appt
No I cannot put somebody on the phone,rschdle appt
Change appointment to pick up,rschdle appt
Yes you can hello,rschdle appt
I want to reschedule my appointment but I need to talk to them first,rschdle appt
Can you 6 to 8,rschdle appt
I wanted to see if I could move it,rschdle appt
I need a expedited,rschdle appt
Reschedule time two p.m. to three p.m.,rschdle appt
Steve there's an earlier date,rschdle appt
Any chance can be earlier,rschdle appt
I need one for today,rschdle appt
Another change in 1 to 2,rschdle appt
Can I change it to a later time,rschdle appt
I need sooner appointment,rschdle appt
You can't help thank you very much bye now,rschdle appt
Can I move it up to today,rschdle appt
I got my phone is not working I got another number I can call me from,rschdle appt
A.m. and ten a.m. today I need to make the appointment on Friday Friday Friday,rschdle appt
I need to change an appointment because I work in the afternoon and I cannot be there for three hours and still go to work sometime,rschdle appt
I need a appointment today,rschdle appt
Reschedule it 4 to 5,rschdle appt
Cannot change until earlier time,rschdle appt
Can we schedule it for nine thirty in the morning,rschdle appt
Five minute delay my appointments,rschdle appt
My phones are working I may not need the technician,rschdle appt
No I need to talk to reschedule he cannot come today I'm very sick,rschdle appt
I need to reschedule my appointment for sooner today,rschdle appt
How can I report problem,rschdle appt
Donner make it sooner,rschdle appt
Need to schedule it sooner,rschdle appt
Want to change my appointment to earlier time,rschdle appt
To see if their appointment could be moved up to earlier time,rschdle appt
Is there any way I can switch to tomorrow,rschdle appt
No no it's too early,rschdle appt
I need I need to change the time if possible,rschdle appt
Move appointment for today,rschdle appt
Do I need to be there or do they need access to inside the house,rschdle appt
You can't it's okay thank you,rschdle appt
Make the appointment earlier,rschdle appt
Thanks expedited,rschdle appt
I need to change this Saturday,rschdle appt
No I cannot thank you,rschdle appt
I can't back,rschdle appt
Did you get them here sooner,rschdle appt
No she's going to somebody earlier than that,rschdle appt
Wrong date change the reservation,rschdle appt
Is there any other available time,rschdle appt
Like to change,rschdle appt
Postpone my appointment five o'clock,rschdle appt
Nine a.m. and ten a.m. between nine a.m. and it cannot have it later,rschdle appt
Reschedule appointment to Friday,rschdle appt
Want to change the date,rschdle appt
We need to change it we need to change a line here in the afternoon,rschdle appt
To make it sooner,rschdle appt
Is there another time tomorrow,rschdle appt
We were told that you are running behind so I guess we need to reschedule,rschdle appt
I need technical but the wrong date I need to change my dates,rschdle appt
I was told that they would check with somebody because my phone is not working I have somebody come and take a look at it for that,rschdle appt
I needed it today,rschdle appt
The technician is going to change to another equipment,rschdle appt
Moving it up,rschdle appt
I am home now if they can't come earlier,rschdle appt
Need to reschedule appointment,rschdle appt
I need to change back to time to pick three,rschdle appt
I would like to see if there's an earlier date for the installation,rschdle appt
If they can come after four o'clock today that would be great no one will be there until after four,rschdle appt
Change the service,rschdle appt
Can I come today now,rschdle appt
Can you do December ninth,rschdle appt
Yes change appointment,rschdle appt
Can I change my appointment please,rschdle appt
Change the phone number to call so get in contact with,rschdle appt
I need to reschedule and try speak with somebody,rschdle appt
Rescheduling that appointment,rschdle appt
Can you is it possible to get that appointment today on twelve five,rschdle appt
I need to reschedule give me customer service,rschdle appt
You just can't thank you very much,rschdle appt
I wanna be sure the appointment is today and I wanna be sure of the time they can't change it,rschdle appt
No reschedule another appointment,rschdle appt
I need a sooner appointment I need my Internet and TV fixed today,rschdle appt
I need to change the time and date please,rschdle appt
I need to change appointment for tomorrow,rschdle appt
I need to know if it can be sooner,rschdle appt
Can you show my appointment,rschdle appt
They can come earlier,rschdle appt
Earlier available appointment,rschdle appt
I want to change it for today if possible,rschdle appt
Change the appointment let me do it,rschdle appt
I need to change that up I'm feeling under the weather,rschdle appt
Operator need to reschedule,rschdle appt
Change my appointment to earlier today,rschdle appt
I like to change the appointment time,rschdle appt
Need appointment today,rschdle appt
I need to change it to eight,rschdle appt
Can anyone get here faster,rschdle appt
You can find a way to Dallas man is,rschdle appt
I want to change the time today,rschdle appt
Can you make my appointment earlier,rschdle appt
Can I reschedule my appointment for tomorrow morning from eight to ten,rschdle appt
Can you be earlier,rschdle appt
I need it sooner one,rschdle appt
Earlier 9 to 8 9 to 10 now it's 11 to 12 okay,rschdle appt
Must reschedule,rschdle appt
Postponing,rschdle appt
I wanted to see if you can come today,rschdle appt
Make an appointment later on I'm sick right now,rschdle appt
Talk to change it to Tuesday,rschdle appt
Enquire version earlier appointment available,rschdle appt
See if you guys can do it today,rschdle appt
Because they were supposed to call me back to change my appointment,rschdle appt
Reschedule for today Tuesday,rschdle appt
I'd like to reschedule that,rschdle appt
I want to reschedule my appointment today,rschdle appt
I'd like to see if I can change it for an earlier time place,rschdle appt
Yes you have something earlier,rschdle appt
Change that appointment to five o'clock p.m. today,rschdle appt
I need to have an appointment sooner,rschdle appt
No please do we have a later time,rschdle appt
I just needed to know the time it's between 1 and 2 is it possible to change that appointment time,rschdle appt
I need to reschedule park tomorrow,rschdle appt
Can we make the date for the time later,rschdle appt
Change the appointment reschedule,rschdle appt
Sooner if possible,rschdle appt
I need to move my appointment to today,rschdle appt
Can I make it later,rschdle appt
Hi I need to change an I D get out here earlier,rschdle appt
I need to change it and I need billing,rschdle appt
Can you change it to Wednesday,rschdle appt
More television problems change time of appointment,rschdle appt
Move it to Friday December the eighth,rschdle appt
I want to change the appointment till the next day,rschdle appt
I wish to change one dollar and I want a different technician,rschdle appt
Yes when can I reschedule for maybe Thursday,rschdle appt
I don't know what made earlier tomorrow,rschdle appt
Put into a later date,rschdle appt
I need to change my appointment time I don't have a computer,rschdle appt
Change appointment to tomorrow,rschdle appt
I want to move to five,rschdle appt
Is there an earlier appointment for tomorrow,rschdle appt
Change of time,rschdle appt
I need to reschedule that for maybe Tuesday at twelve o'clock,rschdle appt
What is the earliest,rschdle appt
Like to delay the appointment,rschdle appt
Change of date for Thursday this Thursday,rschdle appt
Running late and I need to reschedule,rschdle appt
No change change December fourteenth,rschdle appt
Is it possible to make the appointment later today,rschdle appt
Four eight seven eight yeah change one eight eight oh,rschdle appt
We need to reschedule for tomorrow,rschdle appt
I need to change the schedule,rschdle appt
Commission showed up earlier to a score,rschdle appt
I would like to change it to a shorter time possible,rschdle appt
No change the time to later in the day,rschdle appt
I don't know how can you help,rschdle appt
Schedule it earlier,rschdle appt
Change to Thursday,rschdle appt
I was wanting to see if you can hook up a TV and other TV in my garage he was here,rschdle appt
And then they moved it back,rschdle appt
I'd like to postpone it I don't want to,rschdle appt
I need to speak with somebody about rescheduling,rschdle appt
