Input,INTENT
Yes the technician came early,rschdle appt
I would like to make it a later time,rschdle appt
Checking the something sooner available,rschdle appt
I am home now they want to come early,rschdle appt
This would like to come earlier I'm available earlier otherwise I'll see about the appointed time,rschdle appt
I would like to change the appointment until three o'clock,rschdle appt
Do you like it earlier appointment,rschdle appt
Earlier appointment available,rschdle appt
Closer to getting earlier appointment,rschdle appt
I want an appointment earlier,rschdle appt
I need to make it later,rschdle appt
I wanna change it to Tuesday between two and three,rschdle appt
Lindsey can you hear 10 and 11 right,rschdle appt
Can you make it sooner,rschdle appt
I need this channel nineteen today,rschdle appt
Hi I was just checking on it thank you,rschdle appt
I cannot get no picture on my TV upstairs and I want someone to come out sooner than Monday,rschdle appt
Technician appointment change,rschdle appt
Can you change the appointment 12 to 1,rschdle appt
TVs not working I need to change my,rschdle appt
Give me appointment be earlier,rschdle appt
The appointment was revised today,rschdle appt
Are there any earlier appointment,rschdle appt
I'd like to delay it for three hours,rschdle appt
So I can't sign came by today and then he left is Daniel's contact him,rschdle appt
Are there any available spots for today,rschdle appt
Can I reschedule for tomorrow I said,rschdle appt
Reschedule the appointment for another day,rschdle appt
Can you move it up till today,rschdle appt
Needed to expedite,rschdle appt
Expedite my appointment,rschdle appt
I have to change the appointment,rschdle appt
It can be earlier,rschdle appt
To change the appointment,rschdle appt
Change it to Tuesday,rschdle appt
If I can get a later time,rschdle appt
Change the appointment I want to change the appointment,rschdle appt
Can do it today,rschdle appt
I would like to reschedule that please,rschdle appt
Yes I would like to reschedule my appointment,rschdle appt
No I'm not all that change I wanna change it,rschdle appt
I would like to reschedule it for an earlier date please,rschdle appt
I'm trying to get me in today,rschdle appt
Change start date,rschdle appt
Is it possible to make it earlier or later,rschdle appt
The work that needs to be done on my appointment,rschdle appt
Change time from one thirty two,rschdle appt
I would like to change it to January third,rschdle appt
To get someone out sooner,rschdle appt
Need to change appointment time made them to come earlier,rschdle appt
I want it expedited,rschdle appt
I would like to move that appointment up,rschdle appt
Again no cancellations I can't believe that done today or tomorrow,rschdle appt
Can you get me a sooner appointment,rschdle appt
I want to change the date and time please change it thank you,rschdle appt
Expedited appointment,rschdle appt
Could you get here sooner,rschdle appt
Checking to see if they can move the appointment to today,rschdle appt
I think to come early,rschdle appt
I need to change the appointment date and time,rschdle appt
I want it earlier 1 to 2,rschdle appt
I'd like to reschedule I need to speak to someone,rschdle appt
I wanted to change the appointment,rschdle appt
I won't be here I need to reschedule you,rschdle appt
I'm just calling to see if there's any cancellations for them to come earlier like today,rschdle appt
Like to make another make another appointment,rschdle appt
Hello could be earlier,rschdle appt
I need somebody to come earlier today,rschdle appt
Later later it make the appointment later six o'clock,rschdle appt
Later appointment make appointment later,rschdle appt
I can't turn the TV help with this,rschdle appt
Hey earlier date,rschdle appt
I need to change it to Wednesday,rschdle appt
My Internet wasn't supposed to be switched over to my new house yet,rschdle appt
Can you come earlier in the morning,rschdle appt
Is there a later time,rschdle appt
Need to reschedule because we're having Christmas,rschdle appt
I'm I'm checking on current,rschdle appt
Do you have an early your time for an appointment,rschdle appt
I wish to postpone it,rschdle appt
Need to change the appointment day,rschdle appt
Checking reschedule,rschdle appt
Need to reschedule to January twelfth,rschdle appt
Well I guess that's what I thought they could move it up to Saturday,rschdle appt
Can we change it in social between six and seven today,rschdle appt
Love you can do the goals euros show up and look at my setting up,rschdle appt
We want a sooner date,rschdle appt
I need to leave a phone number he can call,rschdle appt
Modify my appointments,rschdle appt
Change to the twenty seventh,rschdle appt
He doesn't have the correct order to change my service,rschdle appt
I wanna see if I'm getting earlier appointment,rschdle appt
Your technician was early and we wanted care yet,rschdle appt
I believe the technician was early,rschdle appt
6 and 8 coming early,rschdle appt
You can't you people are pathetic,rschdle appt
Can we schedule earlier appointment,rschdle appt
Make sure they send someone can change my password because a lot of change passwords are my appointments,rschdle appt
Modem can't see,rschdle appt
No that's the earliest they can get here,rschdle appt
Somebody called me I'm returning a call about moving up the service appointment,rschdle appt
Anything sooner than the appointment date,rschdle appt
Connect me to check patient,rschdle appt
Okay see if I could change my appointment to tomorrow,rschdle appt
Hi can reschedule please,rschdle appt
I need this I need to reschedule my appointment,rschdle appt
I need a different appointment I will not be here at the time it is right now,rschdle appt
Can I change it to the following week,rschdle appt
Hey coming early and I'm not there,rschdle appt
Check to see if I can get an earlier appointment,rschdle appt
You can't that's okay thank you,rschdle appt
They can't come earlier if there anywhere in a neighborhood I'd like to be able to leave home,rschdle appt
No you can't everything is fine,rschdle appt
Is there an earlier time available,rschdle appt
I need an appointment as soon as possible,rschdle appt
No that's that's good I was just checking on it,rschdle appt
Trying to see if I can get an earlier appointment,rschdle appt
Moving up a day or two,rschdle appt
Well I can change my channels on my account I can't lower the volume,rschdle appt
Checking to see if someone can arrive earlier,rschdle appt
Reschedule for earlier appointment,rschdle appt
London all your time reschedule to an all your time,rschdle appt
Can you please call back later,rschdle appt
Can the appointment courier,rschdle appt
Is there any chance they can come today after four o'clock,rschdle appt
Can we change the date,rschdle appt
I need to let me hear it today,rschdle appt
I need to know why it was rescheduled from twelve twenty one,rschdle appt
Compra to reschedule to 10 to 11 and stuff,rschdle appt
I need to change it to later do it today,rschdle appt
I want expedited,rschdle appt
I would like an earlier appointment,rschdle appt
You need to move it,rschdle appt
Change of circumstance,rschdle appt
Spectrum wanted to change my appointment to four o'clock and that would be fine I just need to tell someone,rschdle appt
Can I reschedule the time,rschdle appt
I need them to get here earlier,rschdle appt
No you can't sleep please,rschdle appt
Next appointment or need the number I want to repair it working back today,rschdle appt
Because I spoke with you last night and they said they were gonna get me in today my cable's been out for three days,rschdle appt
About my appointment I was told it today,rschdle appt
Gemini come earlier,rschdle appt
I would like to change the appointment time,rschdle appt
Account speed,rschdle appt
You can't you can't,rschdle appt
I need to do some explaining you know I'm not I can't I can't seem to get it through you know what I need here,rschdle appt
Schedule for later time,rschdle appt
Yeah I need appointment for today,rschdle appt
Yes I need to be here during the appointment,rschdle appt
Would like to see if there's an earlier time,rschdle appt
I need to change time,rschdle appt
Need to reschedule later time,rschdle appt
Change the time now,rschdle appt
Can I try to get a Google pixel phone,rschdle appt
I can't do strictly,rschdle appt
I would like to change the time of my appointment,rschdle appt
Need to change today,rschdle appt
I wanted to reschedule for tomorrow at ten a.m. which they said was available,rschdle appt
I want to change that appointment,rschdle appt
I would like to see if there's earlier appointment,rschdle appt
I need a date need to go to the right address,rschdle appt
See if they can come sooner,rschdle appt
I'd like to reschedule appointment,rschdle appt
I like to make a time change the time change must be a,rschdle appt
I need a schedule for today,rschdle appt
Wondering if I can change my appointment to moreover New Orleans,rschdle appt
That's all for today I just really need Internet identity,rschdle appt
Yes technician showed up early I'm not home yet,rschdle appt
I was wondering if I could change the appointment for the morning,rschdle appt
Can I change it to tomorrow,rschdle appt
That's all I needed today thank you,rschdle appt
I need to accelerated I need to get here before Saturday it's my phone line,rschdle appt
I need to change my appointment because an emergency came up but I need for them to fix my Internet but it can't be Friday I have to change my appointment,rschdle appt
Appointment is too early,rschdle appt
That's it I just was checking,rschdle appt
I want to change my appointment time please,rschdle appt
To reschedule please,rschdle appt
Could you check to see if you can fix it online again,rschdle appt
I was told my appointment is today,rschdle appt
Postpone the appointment for one week,rschdle appt
I need to get a sooner appointment,rschdle appt
He could come earlier if he's able to,rschdle appt
I'm gotten it right now can you hold one second,rschdle appt
I has to change the date,rschdle appt
Thank you I'll call back and schedule it again another day my wife got covert and we're quarantine for five days,rschdle appt
I was called earlier and they moved it up to one o'clock,rschdle appt
Okay I guess that's fine I'm just checking thank you,rschdle appt
Please read reschedule it,rschdle appt
Can you reschedule it for tomorrow,rschdle appt
Nothing I was just checking on that,rschdle appt
I need to change it for tomorrow,rschdle appt
My appointment was just postponed and I'd like to reschedule it,rschdle appt
I need to have it sooner I can't go that long I I been without,rschdle appt
I need to reschedule until January sixth on Saturday,rschdle appt
I need to reschedule to,rschdle appt
Wondering if I can get it sooner,rschdle appt
I just got euro a later date,rschdle appt
I would like to move my appointment,rschdle appt
I need to change my order that they provided router,rschdle appt
I talked to go to an appointment so I need to reschedule,rschdle appt
Can I move my schedule,rschdle appt
We will need to call back and reschedule maybe next week,rschdle appt
Change need to change it,rschdle appt
I want to change connected to a representative,rschdle appt
I need to change callback number,rschdle appt
Can we change it to her later time,rschdle appt
Need to change numbers,rschdle appt
She told me he was coming today between 11 and 4 TV all day,rschdle appt
I would like to change the date please,rschdle appt
Can you change the time from 2 to 3 two p.m. to three p.m.,rschdle appt
Availability early early,rschdle appt
Change appointment expedite,rschdle appt
I need an appointment today I need service repair today,rschdle appt
You need to give it to me again so I can write it down,rschdle appt
I was working up I could get an earlier time,rschdle appt
Change to self install from technician install,rschdle appt
Seven three six nine oh is in the phone and I can't see it,rschdle appt
I just wanna see if I can get them to come earlier I have no TV at all,rschdle appt
I wish it was earlier like today,rschdle appt
I missed appointment,rschdle appt
No I need to change it,rschdle appt
Person on the phone yesterday told me it was today,rschdle appt
Can we did one earlier,rschdle appt
Is there nothing earlier,rschdle appt
You can't wait on him,rschdle appt
Can you hear me okay,rschdle appt
I need to reschedule that for later today,rschdle appt
Is there any way I can get someone out here sooner,rschdle appt
There's nothing you can do,rschdle appt
Change speaker,rschdle appt
I want it earlier today,rschdle appt
Alright call Debbie to be directed not to fifteen B somebody here they can come at eight o'clock,rschdle appt
I need to change it to eight thirty,rschdle appt
Can I make it sooner,rschdle appt
I did not I did not need him to come to my appointment,rschdle appt
Yes reschedule it to between twelve and one,rschdle appt
Reschedule two between twelve to one p.m.,rschdle appt
We can't use this link my business account here,rschdle appt
Revise change appointment,rschdle appt
They were rescheduling the appointment for a different earlier time for health reasons,rschdle appt
No can he,rschdle appt
Change appointment dates,rschdle appt
Can you call fifty one one five two one two,rschdle appt
I I need I need to reschedule,rschdle appt
Cannot help,rschdle appt
I need sooner,rschdle appt
Like to switch over to cable,rschdle appt
Or anything any sooner,rschdle appt
Because somebody came to my door early,rschdle appt
To see if I can move up my appointments,rschdle appt
Add channels change order,rschdle appt
I can't market,rschdle appt
Can you be here,rschdle appt
Need to reschedule or,rschdle appt
I want to come as soon as possible okay thank you,rschdle appt
Want to change the time I want to keep banking,rschdle appt
Technician please need to change it maybe,rschdle appt
Customer change time,rschdle appt
If you can expedite that that would be appreciated,rschdle appt
I need the appointment tomorrow morning,rschdle appt
Need appointment,rschdle appt
Are there any earlier appointments available,rschdle appt
Can you be sooner than that,rschdle appt
You can't buy,rschdle appt
Expediting service this is a business I need to come out ASAP,rschdle appt
No can do,rschdle appt
I cannot know it,rschdle appt
Can I get something for today,rschdle appt
He was here and I need to reschedule,rschdle appt
I need somebody to come look at it today,rschdle appt
I want you to change my telephone number to call when they're here,rschdle appt
Got to change the change the telephone number they're calling on the wrong telephone,rschdle appt
Yes Entergy will be there between two thirty I have another appointment before after three,rschdle appt
Can I get in for today,rschdle appt
I did change of time as I have a doctor appointment at the same time can they come earlier in the morning,rschdle appt
No I can,rschdle appt
Can we change it to a later time,rschdle appt
Can't get this Saturday between three and four please,rschdle appt
How can I send this Monday if you think it's neat receipt,rschdle appt
I need to add to what they need to do,rschdle appt
Move appointment back from 6 to 7,rschdle appt
Do you have any cancellations for earlier time,rschdle appt
I want to reschedule an emergency come up,rschdle appt
I was told it was today between eleven and twelve and there's no one here and it's almost one o'clock,rschdle appt
Cannot anything earlier,rschdle appt
Want to talk about see if I can change my appointment,rschdle appt
Reschedule my appointment today,rschdle appt
I thought my appointment was for today Wednesday,rschdle appt
I'm going to be late I need to reschedule after one o'clock,rschdle appt
I cannot because I don't have any service,rschdle appt
I would like to move it up earlier,rschdle appt
Earlier appointment I can get,rschdle appt
Can you send me a tracker,rschdle appt
Earlier appointments,rschdle appt
One second I just looked it up and can't remember thirty four seventy three,rschdle appt
Earlier the better,rschdle appt
Can I get early,rschdle appt
Reschedule service representative,rschdle appt
I need to make a change,rschdle appt
Need to reschedule another day,rschdle appt
I wonder if they could come earlier than that,rschdle appt
Make a later time,rschdle appt
I'd like to move the appointment up earlier if it's possible,rschdle appt
I would like to reschedule my appointment for today implacable,rschdle appt
Can you get somebody else to come in a little bit earlier because,rschdle appt
Reschedule today,rschdle appt
You wanna earlier,rschdle appt
Can I get early or,rschdle appt
Hello there an earlier appointment,rschdle appt
I need it earlier than that soon as possible,rschdle appt
I need to change it back to Wednesday,rschdle appt
It's fine I was just checking,rschdle appt
You can't this is fine thank you,rschdle appt
She said that can get a phone call earlier appointment I can get one,rschdle appt
Change appointment till Thursday,rschdle appt
I need to postpone the appointment,rschdle appt
Can I change the time of arrival,rschdle appt
If you if you call me today,rschdle appt
Change appointment set,rschdle appt
Can I get up earlier appointment,rschdle appt
Change delivery,rschdle appt
Yes earlier appointment,rschdle appt
Let's make it later,rschdle appt
Call me earlier appointment,rschdle appt
Can I reschedule it for this weekend,rschdle appt
Change time schedule,rschdle appt
Want to change it to seven o'clock p.m.,rschdle appt
Wanna change my appointment time,rschdle appt
Thank you for rescheduling,rschdle appt
Is your way to get another date sooner,rschdle appt
Hello reschedule it,rschdle appt
Change shipping date,rschdle appt
To change the appointment scheduled appointment,rschdle appt
I need to change the subnet mask on my router,rschdle appt
I need it sooner appointment we have no Internet,rschdle appt
Change down the bayou,rschdle appt
Change J,rschdle appt
You can't that's perfect thank you,rschdle appt
Just wanted to see if you had something earlier,rschdle appt
No you can't mom I just great thank you very much,rschdle appt
Someone said they were gonna call me today but no one has called me to see if the appointment could be moved up,rschdle appt
I need my Internet today I'm an out of your name for today,rschdle appt
Is there another up another appointment that was on later today,rschdle appt
It was promised earlier,rschdle appt
No no reschedule,rschdle appt
Can you do you understand me,rschdle appt
Can I postpone it for the twenty eighth,rschdle appt
Need appointment but center,rschdle appt
They said they want to come earlier,rschdle appt
I need one sooner than that,rschdle appt
I need somebody that try I need to try to come out today because my appointment was originally for today,rschdle appt
They call called earlier and they come earlier and so they can come earlier,rschdle appt
May I get it any sooner,rschdle appt
Change my mind,rschdle appt
You can listen to me,rschdle appt
I need to make that later in the day,rschdle appt
Can someone come sooner,rschdle appt
Do you have any available appointments later in the day,rschdle appt
But I have two reschedule it for tomorrow,rschdle appt
Is there anything earlier today,rschdle appt
You cannot come earlier earlier,rschdle appt
Oh no only the appointment only the appointment so that my phone can work,rschdle appt
They called me and ask him if he can come early and I'm I'm I'm home now so if you want to come earlier he can,rschdle appt
You can send him straight on his way,rschdle appt
I'd like to get it earlier,rschdle appt
Can you get here little earlier,rschdle appt
No I need an appointment today,rschdle appt
Earlier schedule,rschdle appt
Yes I need to change my address,rschdle appt
Okay I was just checking,rschdle appt
I need to call to reschedule my appointment,rschdle appt
Move the appointment time Suder,rschdle appt
They said I could expect one earlier than that,rschdle appt
I thought that we can get someone to come out today,rschdle appt
Is there an earlier available appointment,rschdle appt
You can try to local one thirty four,rschdle appt
I just need to reschedule,rschdle appt
Yes I was seeing if I can get an earlier appointment,rschdle appt
Cannot get out earlier appointment,rschdle appt
I want to change the appointment through Thursday from Friday to Thursday two thirty p.m.,rschdle appt
Change it to Thursday afternoon,rschdle appt
I want to see if I can get a sooner earlier,rschdle appt
He's coming our early,rschdle appt
I was told I would be here today need Internet today,rschdle appt
Mom for appointment my appointment been changed to Friday I wanna change back to Wednesday tomorrow,rschdle appt
We need somebody today,rschdle appt
Can I reschedule to later today,rschdle appt
Can I speak with someone can I speak with someone,rschdle appt
G and I want to see if you can make this earlier much earlier possible please,rschdle appt
No no no no no reschedule reschedule,rschdle appt
Let me have a service person I need I can't turn the TV off,rschdle appt
I see the checks here he needs to come on upstairs,rschdle appt
Any cancellations that could move my appointment earlier,rschdle appt
I need to I need to come,rschdle appt
To find out why Sprint can change my house yesterday,rschdle appt
I'd like to find out if a service person can't come earlier today,rschdle appt
I was wondering if it was possible to change it to Thursday,rschdle appt
Yes I like to know if I could need to change just time is I know that you know whether you gonna charge me if people were coming here,rschdle appt
Yes I want to change the time,rschdle appt
Today January second reschedule January second,rschdle appt
I'm at home doing today and I couldn't take earlier appointment available,rschdle appt
Find an earlier date,rschdle appt
Reschedule appointment for later,rschdle appt
I need it sooner appointment for my Internet to be fixed,rschdle appt
I was just checking account,rschdle appt
Can you call trying to time,rschdle appt
I need I need this done today delayed to switch to somebody out here today,rschdle appt
Can you make it any earlier are there any earlier appointments,rschdle appt
Can I get an can I get an earlier time between eleven and twelve original appointment,rschdle appt
Postpone appointment rescheduled,rschdle appt
Appointment appointment make an appointment make another appointment,rschdle appt
I need to escalate disappointment I need service,rschdle appt
Reschedule for next week,rschdle appt
Hey I would like to change appointment time,rschdle appt
I would like to reschedule it for tomorrow,rschdle appt
I like to change and please thank you,rschdle appt
I like to try to change appointment to early upgrade,rschdle appt
Read it earlier,rschdle appt
Needing to change appointment time,rschdle appt
Save technician come earlier,rschdle appt
Can I probably get that for Tuesday today this afternoon,rschdle appt
Do you have anything earlier than there,rschdle appt
I would like to change the appointment maybe later this afternoon,rschdle appt
I need to change it earlier,rschdle appt
Change of day,rschdle appt
Reschedule next Tuesday,rschdle appt
I can reschedule because I have an emergency appointment with my dentist,rschdle appt
Reschedule an earlier,rschdle appt
I want to make it a little later tomorrow to claim to come out,rschdle appt
No reschedule later,rschdle appt
God I can't remember it,rschdle appt
When is the earliest,rschdle appt
If something comes up earlier call me,rschdle appt
Paid change the time,rschdle appt
Can you get the repair man here sooner,rschdle appt
