input,intent
The problems the problems been six is okay this technician does not come,cnfm appt
They were supposed to be here today between four 3 and 4 and I'm sitting here waiting for him,cnfm appt
Someone was supposed to come out today,cnfm appt
About appointment confirmation,cnfm appt
It's close to be I just left the store and they set it up for two o'clock today at December ninth,cnfm appt
I said the appointment was supposed to be today at two o'clock,cnfm appt
Compaq technician,cnfm appt
Just verifying,cnfm appt
I want to make sure make sure the technician knows I'm on my way,cnfm appt
You guys called me,cnfm appt
About dot technician,cnfm appt
The technician did not show up yet,cnfm appt
No I was trying to verify,cnfm appt
No but I need to know for sure and what time,cnfm appt
I want to know if we did finish it coming today or no,cnfm appt
Confirmation,cnfm appt
I'm asking why my appointment was changed,cnfm appt
I originally had an appointment for,cnfm appt
I have done a call,cnfm appt
I need to know when he'll be here,cnfm appt
Checking status,cnfm appt
Well two o'clock in is not here yet I'm just wondering if they would come,cnfm appt
I won't be at home for the appointment,cnfm appt
I'm waiting on the check,cnfm appt
Just checking to make sure you get here,cnfm appt
I want to know that someone's coming,cnfm appt
I wanna know if he's coming today if not I want my money back,cnfm appt
I wanna know when the guys coming,cnfm appt
Which address should be you know technician because,cnfm appt
That was it I just want to confirm it,cnfm appt
I want to know if there's anything sooner,cnfm appt
I just wanted to let you know that my phone isn't ringing in,cnfm appt
Yeah I was just checking on it so I'm just waiting on them both out,cnfm appt
No just confirming thank you,cnfm appt
I haven't had any confirmation from the technician,cnfm appt
Confirm appointment,cnfm appt
Confirm,cnfm appt
I will call them,cnfm appt
No I just want to verify appointment today from between three and four is that correct,cnfm appt
Today you have an appointment for today you have a date for today,cnfm appt
Appointment for tomorrow,cnfm appt
I mean the new appointment,cnfm appt
Confirm,cnfm appt
I just wanted to confirm that we do have an appointment tomorrow,cnfm appt
I received a call saying my TV was fixed but it's not and I do one three appointments tomorrow,cnfm appt
About the technician,cnfm appt
He hasn't knocked on the door,cnfm appt
Verify that I,cnfm appt
Traffic technician,cnfm appt
That's what I wanted to know I forgot the time thank you,cnfm appt
How far date,cnfm appt
Yes confirming the appointment,cnfm appt
Just wanted to check order,cnfm appt
Okay that's all I wanted to know,cnfm appt
That's that's it I wanted to know if it was still he was still coming today,cnfm appt
You called me I was calling you back,cnfm appt
Make a date,cnfm appt
To confirm appointment,cnfm appt
Technician,cnfm appt
Call the technician gonna do,cnfm appt
Call the technician,cnfm appt
Someone was supposed to call me today for between nine thirty and ten technician and he has not called me,cnfm appt
What time is he coming,cnfm appt
Confirm appointment time,cnfm appt
I just want to know the time,cnfm appt
I was just making sure because I didn't get a text,cnfm appt
Confirmation number,cnfm appt
Thank you what I needed to know,cnfm appt
I just wanna make sure he's going to be here at eleven o'clock,cnfm appt
I need the name of the person coming to my home,cnfm appt
When will the as the technician on the way,cnfm appt
I want to confirm it,cnfm appt
Confirm,cnfm appt
Work order,cnfm appt
I got a call from,cnfm appt
I'm just calling to confirm the appointment,cnfm appt
I'm just confirming it,cnfm appt
I'm just calling to confirm it,cnfm appt
Confirm,cnfm appt
I don't know that I've never I don't know that,cnfm appt
When is my appointment,cnfm appt
Yes yes I'm calling today,cnfm appt
Reason for technician,cnfm appt
How far away is my installer,cnfm appt
Just to confirm I'm conforming,cnfm appt
That's all I wanted to know,cnfm appt
To confirm appointment,cnfm appt
Just wanted to check I just wanted to check to see if they was coming still,cnfm appt
No changes just checking in,cnfm appt
You called me,cnfm appt
Traffic call me I want to reply back,cnfm appt
I just wanted to confirm the appointment,cnfm appt
U U Y you know what someone said day,cnfm appt
Confirm,cnfm appt
Yes please confirm,cnfm appt
The technician minutes,cnfm appt
What time is it,cnfm appt
I want to know if you come in yet,cnfm appt
I just want to know what time,cnfm appt
No dance bar I just want to know what time,cnfm appt
It's just fine I'm just I just wanna make sure he comes,cnfm appt
I just wanna make sure he's coming,cnfm appt
Verify,cnfm appt
Oh that's it I just wanted to confirm that,cnfm appt
Can you tell me exactly how soon will be here what this is Ralf right now,cnfm appt
Appointment time is wrong,cnfm appt
I want to know why I had a call,cnfm appt
Yeah you know why they called our diagramming,cnfm appt
Confirm appointment,cnfm appt
Please confirm appointment,cnfm appt
Just make sure it's confirmed,cnfm appt
Just confirm it,cnfm appt
I know I'll be waiting for the guy to get here,cnfm appt
You called me,cnfm appt
Just wanted to confirm,cnfm appt
Okay when are they coming out,cnfm appt
That's fine I'm just I'm gratis confirmed,cnfm appt
Just confirming,cnfm appt
I need to know what this appointment is for,cnfm appt
Yes and I was just making sure I had appointment,cnfm appt
I'll be here for the appointment in the afternoon between five and six I never made an appointment for this morning,cnfm appt
I'm just confirming,cnfm appt
I don't know it don't have a security code,cnfm appt
My work order is wrong,cnfm appt
I want to check the call back number,cnfm appt
I want to know when it was supposed to be that's all,cnfm appt
Just wanted to know what time,cnfm appt
I'd like to know which technician will appear to be coming in today to my house,cnfm appt
Confirm,cnfm appt
I'm calling about my package deal my Internet and what they're gonna be doing that's all I need to know,cnfm appt
Appointment time again,cnfm appt
Confirm my appointment,cnfm appt
We're we're confirmed goodbye,cnfm appt
Service has not been restored,cnfm appt
It's that's it's confirmed,cnfm appt
No way that you don't have a 11 and 2 noon,cnfm appt
About the appointment,cnfm appt
I would call me now at this number,cnfm appt
Do you have an appointment for later in the afternoon instead of in the morning,cnfm appt
Do you have an appointment for later in the afternoon,cnfm appt
Verify,cnfm appt
You just did you verify my appointment,cnfm appt
No it's okay confirmed eight nine one,cnfm appt
Just to confirm,cnfm appt
Correct,cnfm appt
Go I got to go to doctors so mad at me at least six p.m.,cnfm appt
I was told someone was gonna call me about getting an emergency service done and I have not been called,cnfm appt
Just to verify,cnfm appt
My cable was cut off by your technician,cnfm appt
Add a service call,cnfm appt
Are they going to call me,cnfm appt
They going to call me,cnfm appt
I wanna know if they have a power booster,cnfm appt
Confirm appointment,cnfm appt
I know,cnfm appt
I want to correct my,cnfm appt
Destin correct that's incorrect my appointment is December fifteenth between three and four p.m.,cnfm appt
That's all I needed to know,cnfm appt
When I made the appointment,cnfm appt
When I made the appointment it was from 8 to 10,cnfm appt
I just got a call from Hugo,cnfm appt
I want to get out time when they were coming I thought they were coming tonight,cnfm appt
I just want to know when the technician will get there,cnfm appt
Next meet with someone,cnfm appt
Confirm address,cnfm appt
Call me everything thank you,cnfm appt
That's we wanted to confirm it,cnfm appt
Where's my technician,cnfm appt
There's already a technician here,cnfm appt
No I just want to know if he's gonna be here,cnfm appt
About the appointment,cnfm appt
Someone tried to call,cnfm appt
Good confirmed it's good,cnfm appt
That's all just want to make sure that that where she was coming,cnfm appt
Can you tell me if he's on the way,cnfm appt
Confirming,cnfm appt
I received a voicemail from a tech that I could not hear,cnfm appt
Just confirming my appointment,cnfm appt
That that's just want to know when it was still okay I'm waiting,cnfm appt
I'd like to know if he's on his way,cnfm appt
Just to confirm my appointment,cnfm appt
Calling about my appointment,cnfm appt
Man I want to tell about my telephone it's working now,cnfm appt
They just called me,cnfm appt
Just confirming,cnfm appt
Call for my appointment,cnfm appt
Close call me,cnfm appt
I just wanna know he's coming,cnfm appt
Where's my technician,cnfm appt
I just wanted to verify thank you I'll be here,cnfm appt
You have the number to the installer,cnfm appt
No I just want to know where the spectrum and is,cnfm appt
Tax I am tech technician is already on its way,cnfm appt
Looking for tech visit,cnfm appt
ETN for technician,cnfm appt
I need to know about a name change,cnfm appt
I just need to know what time you're coming,cnfm appt
That's what I needed to know I got disconnected,cnfm appt
Can I have a technician now,cnfm appt
Estimated time of arrival Dallas fort technician,cnfm appt
I need to see the technician yet,cnfm appt
Confirm,cnfm appt
No I'm calling I'm waiting I just got in the house and I'm waiting for the delay I love a woman the terms,cnfm appt
I just want to confirm my appointment,cnfm appt
It's Sunday I know on Sunday at two o'clock,cnfm appt
Confirming,cnfm appt
The guy has not come yet,cnfm appt
Call technician,cnfm appt
Call mike technician,cnfm appt
Nothing just verifying,cnfm appt
Neither different appointment time,cnfm appt
Technician,cnfm appt
When will the technician be here,cnfm appt
When will the technician be here,cnfm appt
There is no technician here,cnfm appt
Technician,cnfm appt
About the appointment,cnfm appt
They're supposed to be putting in a new drop,cnfm appt
Technician hasn't come,cnfm appt
That's it confirm,cnfm appt
Okay this technician will come,cnfm appt
Confirm,cnfm appt
No no okay my appointments for tomorrow between two and three correct technician correct,cnfm appt
Give me someone I could give me some,cnfm appt
Listen I want a technician here,cnfm appt
I just wanted to know when he would be here,cnfm appt
Okay thank you so that's what I wanted to know thank you,cnfm appt
I'm I'm good I just need to know the time and date,cnfm appt
I thought we would receive a confirmation text,cnfm appt
Okay we were just checking to see if he was coming,cnfm appt
I'd like to know what time,cnfm appt
Hi confirmation,cnfm appt
I'm all set confirmed,cnfm appt
Just making a technician,cnfm appt
What time is the technician coming,cnfm appt
No thank you I'll call I'll stay here waiting for him,cnfm appt
I just want to make sure,cnfm appt
That's okay I just need to know what time they become,cnfm appt
It really is not about my appointment it's about the service that we're gonna be getting,cnfm appt
I want to know what he still coming,cnfm appt
Well what time is it started working now,cnfm appt
Confirm appointment,cnfm appt
I am confirming confirm my appointment,cnfm appt
Confirm,cnfm appt
I just wanted to make sure I haven't been I'm not been scammed I want to make sure I was talking to spectrum,cnfm appt
Confirm,cnfm appt
Trying to verify someone is coming,cnfm appt
I'm validating my appointment,cnfm appt
No I'm trying to get my DVR I want to see Dingee I'm shooting and I wanna sleep TV,cnfm appt
Just confirming if they was coming or not,cnfm appt
Someone then this is fine,cnfm appt
Tell me the time like four thirty to five thirty two thirty to four thirty,cnfm appt
Call me when they're gonna come my S S I get Parady four thirty,cnfm appt
Yes appointment time was confirmed as it was between two and three so can you make a time,cnfm appt
The technician left something here,cnfm appt
Technician left something here,cnfm appt
Okay I'll call I'll call this morning about somebody saying they were doing hundred dollar,cnfm appt
I didn't know there was a technician coming I thought it was self install,cnfm appt
Oh that's perfect I was just trying to confirm it,cnfm appt
Confirming the appointment,cnfm appt
Just checking to make sure the technician was coming out today,cnfm appt
To see if the technician what's R,cnfm appt
Hello I just want to make sure that they were coming,cnfm appt
They were supposed to come today and they never called to tell me they were coming,cnfm appt
I missed the call from the tech but I just left warm thank you,cnfm appt
I'm okay I'm looking for my appointment,cnfm appt
Supposed to be today,cnfm appt
What time is my appointment,cnfm appt
Give me the time that you made the appointment,cnfm appt
Service call description service call,cnfm appt
Waiting on a technician,cnfm appt
Is there any other appointments today,cnfm appt
It is two o'clock and he has not showed up,cnfm appt
The technician has not showed up,cnfm appt
Local dispatch,cnfm appt
I was just calling to verify,cnfm appt
He's here and I'm waiting at the door from,cnfm appt
Do you have a sooner appointment,cnfm appt
Verify a contract,cnfm appt
I'm waiting for the technician is due to be near thirty minutes ago,cnfm appt
I'm just making sure they coming,cnfm appt
Thank you I just want to know are they coming,cnfm appt
Phone and I was just wondering when they come in,cnfm appt
I want to confirm the appointment,cnfm appt
I don't think I told me it was September the ninth between nine and ten and I just wanted to confirm,cnfm appt
I just wanna make sure that the technician comes on here like dollar,cnfm appt
Confirm,cnfm appt
Confirming,cnfm appt
Confirming,cnfm appt
The appointment is for between eight and nine a.m. tomorrow morning,cnfm appt
No technician here,cnfm appt
I just wanna make sure they'll be here,cnfm appt
I was told the appointment was Friday December eighth,cnfm appt
Confirming,cnfm appt
Correct,cnfm appt
Confirm,cnfm appt
Hi I'm just confirming that someone is coming at two p.m. to fix the television,cnfm appt
The technician is coming,cnfm appt
Just confirming,cnfm appt
Appointment time,cnfm appt
I got a text saying goes another appointment for tomorrow I'm calling about that one,cnfm appt
My appointment time,cnfm appt
Just tell me when they're coming,cnfm appt
I'm calling with details on my appointment,cnfm appt
Confirm,cnfm appt
What time is the appointment,cnfm appt
I don't know what the appointment is about,cnfm appt
Confirm appointment,cnfm appt
Tech department,cnfm appt
I would like to know if I can get an appointment sooner than Sunday is that possible please,cnfm appt
Give me the service tech department,cnfm appt
Regarding about the house we need technician outside to scrape the cable,cnfm appt
Just making sure they're coming,cnfm appt
Thank you I'm waiting I'm here waiting,cnfm appt
I was wondering make sure that the repair person no extra,cnfm appt
They were supposed to be here today,cnfm appt
I want to confirm my appointment,cnfm appt
I got a phone call from spectrum and I I just want to make sure he is coming,cnfm appt
I want to confirm it yes,cnfm appt
I just wanna double check that I'm still on the list of good to go for today,cnfm appt
No technician coming today,cnfm appt
I need to get a technician instructions,cnfm appt
Just wanted to confirm,cnfm appt
I had a technician call me,cnfm appt
Technician didn't show up,cnfm appt
That's all just checking on arrival time,cnfm appt
I'm just checking the status,cnfm appt
Date again,cnfm appt
You called me,cnfm appt
What security code I don't I didn't know I had one,cnfm appt
Oh I was just confirming,cnfm appt
No the date and time,cnfm appt
Appointment with a technician,cnfm appt
Close a technician,cnfm appt
I want to know,cnfm appt
God I want to confirm the appointment,cnfm appt
Confirm appointment,cnfm appt
I just wanted to make sure that it's,cnfm appt
No that's what I was asking about because they just called me thank you,cnfm appt
I need to make sure that a tech is sent to me,cnfm appt
There is one is one of those things I'm trying to get a hold of someone,cnfm appt
Give me a call,cnfm appt
I was just confirming you got school,cnfm appt
Yes I was just confirming that's all,cnfm appt
I need to know thank you,cnfm appt
You called me,cnfm appt
Do you know how much am I gonna pay,cnfm appt
Just confirming,cnfm appt
No no no thank you already confirmed thank you goodbye,cnfm appt
When will be will be technician call me when he arrives at my residence,cnfm appt
Just wanted to confirm it,cnfm appt
Thank you very much thank you I just wanted to confirm the appointment and you have done that,cnfm appt
I was just confirming that's all,cnfm appt
Derek technician is not here,cnfm appt
No thank you have a good day,cnfm appt
That's all just want to make sure they're coming,cnfm appt
Checking the time,cnfm appt
We received a call earlier and we just wanted to make sure everything was still alright,cnfm appt
Nothing I just wanted to make sure it was confirmed,cnfm appt
Just want to confirm that I'm ready for him to come read ready,cnfm appt
Call so I wanted,cnfm appt
You called me,cnfm appt
Okay confirmed,cnfm appt
You called me,cnfm appt
About the time frame is it worth I had to go back to work at one o'clock,cnfm appt
Technician needs to bring a spectrum router,cnfm appt
I didn't ask for the appointment,cnfm appt
Confirming it,cnfm appt
Time is wrong last name is wrong on my account,cnfm appt
Confirmation,cnfm appt
No I just wanted to know the time that if I was correct and that is correct thank you,cnfm appt
Oh okay thank you that's what I needed to know,cnfm appt
Tell me,cnfm appt
Date,cnfm appt
I wanna make sure they're bringing the old-school black box and not the new one,cnfm appt
Have the technician bring my modem,cnfm appt
You tell me tonight thank you have a nice day,cnfm appt
I just got I just wanna confirm that yes,cnfm appt
I just received a call from this number and I called her back and find out what,cnfm appt
This is correct,cnfm appt
I don't know my security code I don't know it,cnfm appt
That's not that's not what my appointment time was,cnfm appt
We were already told her appointment was for four p.m. we are not going to be there at ten a.m.,cnfm appt
Confirm,cnfm appt
I just confirmed yet,cnfm appt
When was supposed to call me back and I didn't,cnfm appt
Didn't receive a call back,cnfm appt
Call me to appointment,cnfm appt
Haitian date,cnfm appt
Date,cnfm appt
I missed a call from the technician I need his phone number,cnfm appt
Technician phone number,cnfm appt
What time are they coming,cnfm appt
Well there was supposed to tell me yesterday they told me I don't I don't get channel ninety two and my picture would come back,cnfm appt
Tell me,cnfm appt
Okay what's the time,cnfm appt
Technician appointment,cnfm appt
Technician,cnfm appt
Okay hold on a minute like to check recent 10 to 11 right,cnfm appt
Is there any other appointments available,cnfm appt
Call me what's call me tomorrow at eight a.m. not today,cnfm appt
Go on somebody on the call please,cnfm appt
Correct,cnfm appt
I'd like to know what the box and house,cnfm appt
Just making sure they're coming today,cnfm appt
Where's my technician,cnfm appt
I just wanna make sure my comment line,cnfm appt
Get any calls from checking to see,cnfm appt
I don't want this three I don't have it on me,cnfm appt
It's confirmed thank you that's all I need,cnfm appt
Tell me if he's gone did he get out is he coming,cnfm appt
I have confirmed that,cnfm appt
End the call and call,cnfm appt
Confirm,cnfm appt
Where where's the technician going,cnfm appt
Details,cnfm appt
Status,cnfm appt
That's all I needed to know thank you,cnfm appt
I wanna know where he's going to be,cnfm appt
Where is my technician,cnfm appt
Just wanted to confirm it thank you,cnfm appt
Technician was unable to complete service,cnfm appt
Return product technician,cnfm appt
Just what's confirming thank you,cnfm appt
I don't know my security code I don't know it,cnfm appt
No you have a blessed day and thank you,cnfm appt
I need a technician phone call,cnfm appt
To confirm appointment,cnfm appt
Let him know I'm home,cnfm appt
I was just wondering on,cnfm appt
Technician never showed up,cnfm appt
Five p.m. appointment we had,cnfm appt
We were just wondering it sooner than tomorrow,cnfm appt
Well my husband was hoping it would be before tomorrow because he threatening to go back to front tier,cnfm appt
I want to make sure the technician is coming,cnfm appt
They were supposed to have been here today,cnfm appt
I just want to make sure they got the right address right address,cnfm appt
That's line one cent I'm waiting for him okay,cnfm appt
No I just want to know if the technician,cnfm appt
What is the schedule,cnfm appt
Waiting for a technician may I know the exact time,cnfm appt
When the technician will come,cnfm appt
Merrillville there in thirteen minutes correct,cnfm appt
I'm calling to confirm,cnfm appt
You called me,cnfm appt
I was listing the confirmation call and I didn't,cnfm appt
I want to guess I don't I do not need service I'm okay thank you no service call me,cnfm appt
I would like to break the appointment my system is working,cnfm appt
Where is the technician,cnfm appt
I will Brixey appointment,cnfm appt
It's six p.m. where is the technician,cnfm appt
No I just need you to let them know I am at home,cnfm appt
Hey haven't came yet,cnfm appt
Is my technician on his way,cnfm appt
Confirming appointment,cnfm appt
Technician on,cnfm appt
Technician,cnfm appt
Technician,cnfm appt
Just confirmation,cnfm appt
Guess what it's almost six p.m. and nobody has come nor did they call,cnfm appt
Wow there a later appointment tomorrow,cnfm appt
I'm calling about the television,cnfm appt
No I just wanted to confirm,cnfm appt
Service call,cnfm appt
I was just checking to verify thank you,cnfm appt
Confirm,cnfm appt
What time is the technician gonna be there,cnfm appt
I just needed to know the time,cnfm appt
Wanna know what time they coming,cnfm appt
Hi this is the call and I was calling about is fine thank you,cnfm appt
Can you tell me by chance what it's for,cnfm appt
Confirm,cnfm appt
Just wanted to verify that he will be here thank you,cnfm appt
No we're good I just wanted to check that I just wanted to confirm confirmation on that thank you,cnfm appt
Okay confirming,cnfm appt
The problem that I had it's it's the channel is working now so he doesn't have to come,cnfm appt
Where is my technician,cnfm appt
Is my technician going to show,cnfm appt
Check my technician,cnfm appt
I'm calling,cnfm appt
Technician supposed to call and I haven't gotten a call,cnfm appt
They just tried to call me,cnfm appt
I would like to confirm the appointment,cnfm appt
Okay I was wondering when it was because I didn't get any information about no one called me back,cnfm appt
Confirmation,cnfm appt
That's all I needed to know,cnfm appt
We have an appointment today but it's on,cnfm appt
Just make sure I get there,cnfm appt
Just calling to confirm thank you,cnfm appt
The technician will happen leave a message if you call me,cnfm appt
It was supposed to be today,cnfm appt
Where's the technician,cnfm appt
I had an appointment today,cnfm appt
Just checking on an appointment,cnfm appt
Technician appointment,cnfm appt
Technician appointment,cnfm appt
Technician now,cnfm appt
Technician now on my mobile,cnfm appt
Tech nation,cnfm appt
About my appointment please,cnfm appt
Call technician,cnfm appt
I think the technician called me,cnfm appt
Call me,cnfm appt
Looking for a technician,cnfm appt
I just wanna make sure,cnfm appt
I just wanna make sure you come in,cnfm appt
Just to make sure,cnfm appt
Wanted to confirm,cnfm appt
No I'm just wondering,cnfm appt
Just confirming,cnfm appt
Hi wondered if you know what time he'll be here it's quarter to four and he has not come yet,cnfm appt
Just making a confirmation,cnfm appt
I need a technician call me back,cnfm appt
I'm home early and the technician wanted to know if you could call and I just wanna get in touch with them,cnfm appt
Where is the technician technician is not here,cnfm appt
Where's the technician,cnfm appt
Locate technician,cnfm appt
Confirm appointment,cnfm appt
I got a phone call from you and I wanted to know why you called,cnfm appt
The technicians have been out to this area three times and it keeps going out I just wanna know if there is a problem with that building or if it's a problem with spectrum cable,cnfm appt
Technician is not here,cnfm appt
It was supposed to be today between two and three,cnfm appt
What time will he be here,cnfm appt
Technician Christian,cnfm appt
Speak to dispatch,cnfm appt
That's not my appointment day or time,cnfm appt
Speak to dispatch,cnfm appt
Dispatch,cnfm appt
What time is the appointment,cnfm appt
What time is the appointment,cnfm appt
Technician is not here,cnfm appt
Dispatch,cnfm appt
Help him to call me,cnfm appt
The technician hasn't come yet so far it's alright two fifty,cnfm appt
Technician did not show up,cnfm appt
Is the technician still coming,cnfm appt
The technician is not here,cnfm appt
Confirm it,cnfm appt
What time is that,cnfm appt
No I just want to know that he is still coming,cnfm appt
Would you give me a call when he is coming,cnfm appt
Waiting on a technician two thirty,cnfm appt
Just confirming time,cnfm appt
I was just wanting to make sure you still coming,cnfm appt
Pam I need a technician,cnfm appt
They had told me that they would call me to confirm it and no one ever did,cnfm appt
That's alright I just need to know when my appointment I've been sick so I'm wondering to make sure everything was cool,cnfm appt
Mister phone call about appointment,cnfm appt
I'm sorry I don't know it sorry,cnfm appt
The technician showed up for half an hour early and we weren't here I'm here on time two o'clock and he's not here,cnfm appt
What what time it here,cnfm appt
Yes I'm confirming that appointment I just got a call,cnfm appt
I need to know what is the appointment for,cnfm appt
Where is the technician,cnfm appt
Technician is not arrived yet,cnfm appt
Oh just confirming appointment,cnfm appt
I just want to know where to park,cnfm appt
That's just need to know the time,cnfm appt
That's all just to confirm,cnfm appt
You have any appointments on Saturday the ninth,cnfm appt
Missed the technician,cnfm appt
Tech technician,cnfm appt
Just to make sure it's legit,cnfm appt
I just wanted to verify,cnfm appt
I'm just confirming it,cnfm appt
Where's the technician,cnfm appt
Technician dot group,cnfm appt
Technician not here,cnfm appt
Confirm,cnfm appt
If you have confirmation and you gave it to me thank you,cnfm appt
Just calling to confirm,cnfm appt
No I was all thank you not connected correct,cnfm appt
Daniel called and told me to call back,cnfm appt
That is all for the call from the technician before arrival,cnfm appt
My appointment was this morning between eight and nine o'clock technician has not shown up,cnfm appt
Tell me,cnfm appt
No I went I went telecom,cnfm appt
That is all I need to know thank you bye-bye,cnfm appt
No that's all thank you I just want to confirm an appointment,cnfm appt
Somebody had called and I'm calling you back,cnfm appt
Basketball I need to know when it's coming,cnfm appt
I want to know when they're gonna call,cnfm appt
Where's the technician,cnfm appt
Confirm,cnfm appt
Please confirm,cnfm appt
Confirm services confirm services,cnfm appt
Confirm appointment,cnfm appt
That's okay I just won't know what time it was,cnfm appt
Confirm services,cnfm appt
Confirm set-up services,cnfm appt
Just confirming appointment,cnfm appt
Problem with your call with your rad tech,cnfm appt
Is it the right address like to verify the address,cnfm appt
Verify the address,cnfm appt
What time will you be arriving,cnfm appt
Confirm,cnfm appt
I received a call that my technician is on his way,cnfm appt
Make sure driver has tuning adapter when it comes,cnfm appt
Get me a technician on the line,cnfm appt
No get me a technician,cnfm appt
Hey give me a technician on the line,cnfm appt
Call technician,cnfm appt
Is the technician coming,cnfm appt
When is the appointment,cnfm appt
Tell order correct,cnfm appt
My work order is incomplete,cnfm appt
The technician is here in the work order is incomplete,cnfm appt
Just wanted to confirm it,cnfm appt
Confirm,cnfm appt
Just wanna verify that still that date,cnfm appt
Confirm it,cnfm appt
Just wanna check number is not here yet that's all thank you,cnfm appt
I'm confirming,cnfm appt
Georgia technician,cnfm appt
I just want to confirm,cnfm appt
10 and 8 technician come today,cnfm appt
I just got a call I'm calling to see what's going on,cnfm appt
