input,intent
I don't know why they're coming I don't know what the appointments about,cnfm appt
Someone text me that the technician was on the way today,cnfm appt
What will the technician bring with him,cnfm appt
I want to know what the technician will bring with him,cnfm appt
I just wanted to make sure,cnfm appt
When is the wrong time,cnfm appt
Appointment time,cnfm appt
The homeowner's office schedule an appointment and I just want to make sure there's one appointment on file,cnfm appt
Anything I need to know about the appointment is gonna be tomorrow no that's it,cnfm appt
Oh nothing at all just wanna I wanted to hear the confirmation that so,cnfm appt
Hey nobody showed up yet I was just wondering what he still coming,cnfm appt
Just confirming,cnfm appt
I think the appointment was supposed to be today not tomorrow,cnfm appt
I need the confirmation number,cnfm appt
Will the technician call when he's on his way,cnfm appt
Tell me go home address,cnfm appt
Detail,cnfm appt
To confirm and verify my appointment,cnfm appt
Verify my appointments,cnfm appt
Hi just confirming that is okay,cnfm appt
You know you called me,cnfm appt
Confirming,cnfm appt
Good job call you called me,cnfm appt
You called me,cnfm appt
Make sure an address is correct since you didn't have the right phone number,cnfm appt
You tell me,cnfm appt
I see my service has been restored and seems to be working fine,cnfm appt
My service seems to be working fine after my call and making the appointment,cnfm appt
Well I got a call last night on my phone that was it isn't working and they're supposed be calling me on my cell phone,cnfm appt
About the appointment for tomorrow,cnfm appt
Get the technician here,cnfm appt
Dispatch,cnfm appt
I need to know the I got a call back at the building,cnfm appt
The technician has not gotten here,cnfm appt
Just confirming,cnfm appt
Just making sure that that will come on,cnfm appt
Just want to confirm,cnfm appt
Yeah tell me my appointment,cnfm appt
Confirm appointment time,cnfm appt
Calling to confirm appointment time,cnfm appt
I nothing I just want to confirm it,cnfm appt
Tell me again,cnfm appt
I see is my appointment for Friday January nineteenth,cnfm appt
I was just making sure it was confirmed,cnfm appt
Confirm,cnfm appt
The appointment is for tomorrow Friday is that correct,cnfm appt
Time,cnfm appt
I just wanted to make sure that the appointment was going to install spectrum Internet,cnfm appt
Confirming,cnfm appt
Dispatch,cnfm appt
Yes tell me what my appointment is,cnfm appt
Just verifying the appointment,cnfm appt
Confirming please,cnfm appt
Long scheduled appointment,cnfm appt
That's the wrong date and time,cnfm appt
Thank you that's what I needed to know thank you very much you've been very helpful,cnfm appt
I just needed to know when it was,cnfm appt
Verify,cnfm appt
Confirm the appointment,cnfm appt
I need a technician to talk to,cnfm appt
I need a technician now,cnfm appt
Confirm appointment,cnfm appt
I was just calling to confirm that thank you,cnfm appt
That's okay confirming that,cnfm appt
I'm not sure if I should keep the appointment,cnfm appt
Technician,cnfm appt
Give me updates,cnfm appt
No that's all I just wanna make sure there were coming Wisconsin,cnfm appt
Hello I want to confirm it,cnfm appt
No one's called me yet about coming it's almost seven,cnfm appt
I'm just saying that I will be home for the technician,cnfm appt
I'd like to proceed with the appointment,cnfm appt
What time is it,cnfm appt
You know I'm I'm fine I just want to know if they were coming,cnfm appt
Confirm,cnfm appt
Well confirm it,cnfm appt
Just making sure,cnfm appt
Confirming appointment,cnfm appt
I'm calling about my appointment tomorrow,cnfm appt
I just wanted to confirm it,cnfm appt
Time and the date is okay,cnfm appt
I just wanted to confirm I will be here,cnfm appt
We have no,cnfm appt
About appointment,cnfm appt
They have not showed up,cnfm appt
I want to confirm my appointment,cnfm appt
No longer needed television is working fine the box is working fine,cnfm appt
I just wanna make sure I don't have it,cnfm appt
Trying to get appointment time,cnfm appt
That's all I need to know thank you,cnfm appt
Tracking is showing the driver in going in the wrong direction,cnfm appt
Check on status,cnfm appt
Would like to know about the modem,cnfm appt
Verify,cnfm appt
I was wondering when that technician is gonna come totally five,cnfm appt
Just to confirm appointment,cnfm appt
Appointment time,cnfm appt
You gave me the wrong appointment time,cnfm appt
Uh-huh I just wanna make sure we didn't get it,cnfm appt
Regarding the appointment I didn't know I had one,cnfm appt
Time arrival,cnfm appt
Yes technician is not here,cnfm appt
Yes he has he's not here yet,cnfm appt
That's what I wanted to know,cnfm appt
I could schedule for a thought it was scheduled for today but you see the schedule for tomorrow so I'll just wait until tomorrow,cnfm appt
It's six o'clock now and nobody has called or come by,cnfm appt
The appointment I have with your technician,cnfm appt
Ask technician to not very loudly life,cnfm appt
About an appointment,cnfm appt
Confirm the appointment,cnfm appt
I want to confirm my appointment,cnfm appt
Need to confirm fiber technician,cnfm appt
I need to confirm if we will be receiving a fiber technician,cnfm appt
That's all I need to know,cnfm appt
Someone called my home,cnfm appt
To see why the technician didn't show up,cnfm appt
No I was just wondering if you know if it's closer to six or closer to seven,cnfm appt
That's fine just checking,cnfm appt
They haven't shown up,cnfm appt
Confirm time,cnfm appt
I'm confirming,cnfm appt
I just want to confirm it,cnfm appt
Oh yeah could you have him call before you come,cnfm appt
Hey just checking if he would be here,cnfm appt
Confirming it,cnfm appt
Confirming appointment,cnfm appt
My scheduled appointment,cnfm appt
Where's my technician,cnfm appt
I don't think I know what,cnfm appt
Time will connect me here,cnfm appt
June the date June the time,cnfm appt
Why is there a fourth an appointment,cnfm appt
Time change,cnfm appt
So I I'm leaving,cnfm appt
Appointment time,cnfm appt
Confirm,cnfm appt
Appointment time is unacceptable,cnfm appt
Hey let me a call,cnfm appt
If the technician on the way,cnfm appt
I somebody called me and I didn't get the phone in time alright that's what it was okay I'm here,cnfm appt
I believe your technician is lost,cnfm appt
Hello tech,cnfm appt
Do you want me to build it somebody call me,cnfm appt
What are you all just call me and that's what I wanna know what you call about,cnfm appt
No I just wanted to know if it was legit,cnfm appt
That's all I need to know my sure they are common,cnfm appt
I was just confirming,cnfm appt
I just wanna make sure they gonna be here,cnfm appt
Confirm appointment,cnfm appt
Confirm appointment,cnfm appt
Technician status,cnfm appt
I want to check on my appointment,cnfm appt
Bonnie confirmed,cnfm appt
Well you guys gonna call me at five tonight,cnfm appt
Correct,cnfm appt
I'm looking for appointment,cnfm appt
Hi I'll be waiting,cnfm appt
I was wondering what time is gonna be here,cnfm appt
Can you let the technician know that I will be there in five minutes,cnfm appt
Did someone have to physically be there,cnfm appt
Just want to know the current account of the appointment tomorrow,cnfm appt
Confirm,cnfm appt
Verifying appointment or make it sooner,cnfm appt
The appointment is supposed to be today,cnfm appt
I want to keep my appointment,cnfm appt
No make that then when the technician will come,cnfm appt
The dictation has not get,cnfm appt
Yeah the technician hasn't come home,cnfm appt
I just wanted to know if there was still coming,cnfm appt
The technician hasn't contacted me I'm haven't completed,cnfm appt
Confirm it,cnfm appt
My routing is being behaving fine I just wanted to confirm,cnfm appt
Well first of all the technician need to come up or show up,cnfm appt
Just wanted to confirm,cnfm appt
That's all I needed to know thank you,cnfm appt
Yes I want to know,cnfm appt
I just wanted to make sure you got the whole address,cnfm appt
I just want to make sure the right address,cnfm appt
That's fine I'm waiting for the technician to come out tomorrow between three and four,cnfm appt
That's all I need to know,cnfm appt
Did the technician come today,cnfm appt
I just wanted to make sure he was coming,cnfm appt
Confirming the appointment,cnfm appt
Confirm the appointment,cnfm appt
Okay well it was is twenty six so it's it's the twenty fifth that's correct,cnfm appt
Do you have a later appointment two o'clock till three o'clock after two o'clock,cnfm appt
Just wanna make sure,cnfm appt
Confirm it,cnfm appt
Well you're supposed be here to,cnfm appt
I wanna take care this phone is the same time,cnfm appt
The technician not here,cnfm appt
Tell me where's the technician is,cnfm appt
Confirmation,cnfm appt
Yes after one p.m. no technician yet,cnfm appt
Just confirmation,cnfm appt
Technician has not showed up,cnfm appt
The technician has not showed up yet,cnfm appt
He hasn't showed up yet,cnfm appt
Confirm,cnfm appt
Confirming,cnfm appt
I have a confirmation number of one six five one zero okay,cnfm appt
Calling about installation being confirmed today,cnfm appt
Checking to see if they're still coming,cnfm appt
Tell me the information I'm good,cnfm appt
Customer dispatch humane not automated system now,cnfm appt
Technician not showed up yet,cnfm appt
Yeah that's just fine that's all I wanted to know,cnfm appt
Confirm appointment,cnfm appt
Dispatch,cnfm appt
About my Wi-Fi service,cnfm appt
Technician left without fixing,cnfm appt
Technician technician about situation,cnfm appt
The technician left without fixing problem,cnfm appt
Just wanted to verify no problem thank you,cnfm appt
Confirm appointment,cnfm appt
Call technician,cnfm appt
I just want to know the appointment date,cnfm appt
I thought the appointment was January nineteenth,cnfm appt
Correct information,cnfm appt
I had a technician arriving before my window,cnfm appt
Where is the technician,cnfm appt
Not at this particular yes ma'am I do want to keep that appointment,cnfm appt
No I just need to know when this spectrum,cnfm appt
Confirm,cnfm appt
When will my technician be here,cnfm appt
Just making sure,cnfm appt
Just checking Internet service,cnfm appt
You get the eleventh of 12 and 2 10 to 11 okay I'll wait Erica thank you,cnfm appt
Menu tell me what stagnation,cnfm appt
Confirm,cnfm appt
Confirm,cnfm appt
No it's fine I just was double checking it's okay,cnfm appt
What time what time,cnfm appt
Track my technician,cnfm appt
Just confirming thank you,cnfm appt
Just confirm it,cnfm appt
Symbol technician,cnfm appt
Well I explain that in there should send a technician over here between twelve and one so I'm waiting,cnfm appt
Could you call me when he's coming,cnfm appt
They called me to verify I couldn't get to the phone,cnfm appt
Nothing I need nothing I was just checking on appointment,cnfm appt
Okay you know I just confirm it when it is,cnfm appt
Confirm it,cnfm appt
Confirm,cnfm appt
Call technician,cnfm appt
Service call,cnfm appt
Just have him show up,cnfm appt
That's all I just wanted to know,cnfm appt
Just wanted to know I just wanted to know the time,cnfm appt
That's good I just want to know when you come,cnfm appt
Get someone here to establish my telephone Wi-Fi box or something's not working,cnfm appt
That's it just wanna make sure all thank you,cnfm appt
Just checking on my appointment,cnfm appt
Just checking on my appointment they're coming by eleven okay thank you,cnfm appt
I don't know I know it I don't know it,cnfm appt
I just want to know if the technician already been here,cnfm appt
I wanted to know if the technician been here already,cnfm appt
Confirming time,cnfm appt
Confirm,cnfm appt
Confirm,cnfm appt
To reconfirm my appointment please,cnfm appt
I'm calling because the Internet is broken,cnfm appt
Just want to know when the technician is getting here because this nine thirty,cnfm appt
What's the status on the driver,cnfm appt
I just want to confirm it,cnfm appt
No it's fine they called and I want to know what what was up,cnfm appt
The technician is there but he said he was removing boxes I'm concerned,cnfm appt
No I was just wondering euro call you all will be home,cnfm appt
Customer technician,cnfm appt
Where is the tech,cnfm appt
They have not come in it is past time,cnfm appt
Hi can you tell me the time pickup,cnfm appt
Confirm,cnfm appt
Services to be rendered at the appointment,cnfm appt
What time is it,cnfm appt
Confirm,cnfm appt
I one thirty appointment that's all,cnfm appt
No that's fine I'll come at that time that's because I'm said I still have a block running through the watch a call,cnfm appt
You called me,cnfm appt
I just want to double check the time thank you,cnfm appt
I just want to reconfirm the time,cnfm appt
Confirm,cnfm appt
That's what I needed to know thank you very much,cnfm appt
Speech to someone,cnfm appt
I am disabled and I just wanna make sure I'm ready,cnfm appt
Where is the technician,cnfm appt
I have disabled and I want to make sure that I'm ready when they come here,cnfm appt
What time did coming-out,cnfm appt
Hey it's not sure has not shown up yet,cnfm appt
Wrong appointment time,cnfm appt
I'm waiting for him ten eleven,cnfm appt
Correct,cnfm appt
Technician technician technician,cnfm appt
Confirm appointment,cnfm appt
Confirm,cnfm appt
Confirm appointment,cnfm appt
I want to know what address you're going to,cnfm appt
I am really good um oh wait for the technician to come by thank you,cnfm appt
I want to know the address to your you're going to,cnfm appt
What time will they be there,cnfm appt
What time will you be here,cnfm appt
I need a technician,cnfm appt
I'd like to add information to my appointments,cnfm appt
Work order,cnfm appt
Questions about work order,cnfm appt
Work order,cnfm appt
Confirm,cnfm appt
Call grandma appointment,cnfm appt
Check another time,cnfm appt
No but I'll call again thank you,cnfm appt
Somebody left me a message about confirming my appointment for Friday,cnfm appt
Well I just called here and,cnfm appt
What you guys called me so yes I'm expecting somebody between two and three,cnfm appt
Technician,cnfm appt
Cable tech,cnfm appt
Just confirm,cnfm appt
Confirm,cnfm appt
I just confirmation is is yes,cnfm appt
I know what it is,cnfm appt
Comfort I want to keep the appointment,cnfm appt
Confirm,cnfm appt
I want to keep the appointment,cnfm appt
Confirm,cnfm appt
Confirming appointment,cnfm appt
Call before arriving,cnfm appt
That's it it's confirmed,cnfm appt
No I just wanna make sure that it still lives there will be coming today,cnfm appt
Call me back,cnfm appt
Confirm appointment,cnfm appt
Don't leave the appointment don't need the technician to come out,cnfm appt
Want to confirm it,cnfm appt
Checking appointment,cnfm appt
Confirm,cnfm appt
About my telephone service,cnfm appt
I'm calling you guys called me,cnfm appt
Yes all I need to know thank you,cnfm appt
I would like to get a later appointment,cnfm appt
I'm calling to see if somebody could come sooner,cnfm appt
About the appointment,cnfm appt
We thought we had an appointment today but no one showed up,cnfm appt
Wanted to see if they had appointment for tomorrow,cnfm appt
Goodbye to you know keep my appointment,cnfm appt
Do you have an appointment available on Wednesday,cnfm appt
I'm I'm I'm just wondering I wanna watch,cnfm appt
I just want to know when it was,cnfm appt
Did not receive one,cnfm appt
I need a confirmation number,cnfm appt
Confirm,cnfm appt
Okay just wanted to confirm,cnfm appt
Your guy is not here in the one minute left before seven o'clock,cnfm appt
Time,cnfm appt
Just confirming,cnfm appt
I just need to confirm that he was coming that's good,cnfm appt
My technician,cnfm appt
What time,cnfm appt
Call me in a few,cnfm appt
Correct,cnfm appt
I'm calling I want to call you because this is no apartment number,cnfm appt
They were supposed to come today,cnfm appt
I'm just waiting I want to know what fund upcoming,cnfm appt
Okay okay I'll wait for them I'm waiting for them,cnfm appt
Tell me about five p.m.,cnfm appt
Confirm appointment,cnfm appt
Oh that's all I wanted to know that that's confirming it thank you,cnfm appt
I'm calling about my appointment,cnfm appt
I wanna make sure it's confirmed,cnfm appt
No that's what I was calling to make sure he was coming,cnfm appt
The technician needs to be there today not tomorrow,cnfm appt
Good tech this is supposed to be at my house tonight not tomorrow,cnfm appt
Call my systems are not working,cnfm appt
Hello just checking on that,cnfm appt
Update,cnfm appt
Date,cnfm appt
Technician hasn't shown up,cnfm appt
Status on technician,cnfm appt
Confirm thank you,cnfm appt
That's it just confirming thank you,cnfm appt
I need to know where the technician is,cnfm appt
What time,cnfm appt
Right on time,cnfm appt
They were supposed to be here at five,cnfm appt
Okay because some people call me somebody call me,cnfm appt
Tracking technician,cnfm appt
New technician,cnfm appt
It was supposed to be at one o'clock,cnfm appt
Where is the technician,cnfm appt
Okay hi hi I you know but I'll be sitting,cnfm appt
I just need to know if the technician was still coming,cnfm appt
I need to know about the survey,cnfm appt
I need to know when the service,cnfm appt
I need to know about the survey,cnfm appt
I need to know when the service,cnfm appt
I want to be sure and verify that they are coming,cnfm appt
Confirm the technician is on time,cnfm appt
Technician haven't showed up,cnfm appt
They wanted me to confirm if my cable was back on or not,cnfm appt
The technician is not here,cnfm appt
Technician haven't showed up yet,cnfm appt
Person hasn't shown up yet,cnfm appt
I want to confirm that that the appointment is fine,cnfm appt
Technician was never here,cnfm appt
Technician is not here,cnfm appt
Time issue,cnfm appt
I would like to get a hold of a technician now,cnfm appt
It's not received today,cnfm appt
You haven't help me yet,cnfm appt
My appointment was supposed to be today,cnfm appt
Track technician,cnfm appt
Track technician,cnfm appt
Work order,cnfm appt
What time,cnfm appt
Listen up because I gotta get something corrected,cnfm appt
That's just checking to make sure they show up,cnfm appt
I need to get someone to come here today they subject call me in the call,cnfm appt
Someone's supposed to come out here today,cnfm appt
Confirm,cnfm appt
Service call,cnfm appt
That's it I was just confirming with a technician was coming,cnfm appt
Confirm,cnfm appt
Just confirm the appointment,cnfm appt
It's supposed to be at a later time customer service,cnfm appt
Technician supposed to be done at five,cnfm appt
I had an appointment today between three and four,cnfm appt
That's all I need to know,cnfm appt
Confirmed,cnfm appt
Traffic technician,cnfm appt
Track the technician,cnfm appt
Tractor technician,cnfm appt
Calling to I'm calling to say I don't need the I got my TV to work,cnfm appt
Confirm it,cnfm appt
I just wanted to know when he was gonna be here thank you,cnfm appt
Confirming appointment,cnfm appt
Well I've got a problem spasms have been cleared it up it is not clear,cnfm appt
Okay thank you I'm just confirming thank you,cnfm appt
Yes may I have a technician please,cnfm appt
Confirm appointment,cnfm appt
Well I'm I'm just calling because the TV came on computer and then they then had to come,cnfm appt
I just want to confirm that I still need the appointment,cnfm appt
Confirmation two for the appointment,cnfm appt
I just want to confirm that I still wanted,cnfm appt
I'm just wondering if I could get a sooner availability,cnfm appt
Confirm the time and date Friday,cnfm appt
Yes confirm the time and date,cnfm appt
Confirmation,cnfm appt
Just tell them I'm calling from a cell phone my,cnfm appt
No no I'm just waiting for again I'm just double checking confirming you coming today thank you,cnfm appt
I don't know I I'm just waiting for them thank you,cnfm appt
Well I waited so I I just double checking you they coming today,cnfm appt
Where is my technician after one o'clock,cnfm appt
Thanks okay thank rebate appointment date,cnfm appt
Tractor technician,cnfm appt
Yeah tell me where the repairman is,cnfm appt
I just wanna make sure the technician is on their way right now,cnfm appt
I just want to confirm that they're on their way,cnfm appt
Just want to confirm that the guys I don't know,cnfm appt
To make sure that my appointment is confirmed,cnfm appt
Make sure that the appointment is still on,cnfm appt
I just wanna make sure that he is going to show because it's quarter to four now Muensterman support and I don't see any sight of him,cnfm appt
Technician came and left,cnfm appt
Time of arrival,cnfm appt
That's all I needed to know,cnfm appt
Can you tell me if they're gonna get there closer to four six five,cnfm appt
Scheduling my appointment,cnfm appt
Someone called and they were supposed to come today at three o'clock it was an emergency appointment,cnfm appt
That's all I wanna know,cnfm appt
Confirm my appointment,cnfm appt
Call technician,cnfm appt
Correct,cnfm appt
I'm calling because I will be scheduled appointment by five minutes,cnfm appt
No I'll see the technician between four and five thank you,cnfm appt
Appointment time,cnfm appt
Just checking,cnfm appt
Thanks for technician,cnfm appt
I need to check the details,cnfm appt
Appointment time,cnfm appt
Dispatch,cnfm appt
I received a call about my appointment,cnfm appt
Mike technician is not here yet,cnfm appt
Just wanted to be sure it was confirmed,cnfm appt
No he hasn't shown up yet,cnfm appt
Let me know when they're coming,cnfm appt
No I don't I don't know and you will call me at noon,cnfm appt
Someone coming to bring me a box,cnfm appt
Okay I don't know somebody called me I don't know what's going on,cnfm appt
I want to doublecheck what time does Ganesh show up,cnfm appt
Technician did not stop,cnfm appt
Technician,cnfm appt
Verify purpose,cnfm appt
Just confirming,cnfm appt
Technician appointment,cnfm appt
What time zone is the appointment,cnfm appt
I need to confirm my appointment,cnfm appt
No I received a call from antiwrinkle and that's what you back,cnfm appt
They had me set-up with an appointment that I did not make,cnfm appt
Nothing just want to verify,cnfm appt
Confirm appointment,cnfm appt
To confirm my appointment,cnfm appt
I just want to make sure,cnfm appt
Okay just verifying,cnfm appt
Oh I was just verifying,cnfm appt
I want to speak to somebody I was books already have a call phone call,cnfm appt
Service technician,cnfm appt
Oh just checking status,cnfm appt
Just checking because they're not here yet I appreciate that I'm here now I'm waiting on,cnfm appt
Just confirming,cnfm appt
When will the technician be here,cnfm appt
I want to know exactly when it's coming,cnfm appt
Need to escalate and have dinner appointment,cnfm appt
Verify service time,cnfm appt
Confirmation,cnfm appt
Confirm,cnfm appt
Confirming,cnfm appt
I just want to confirm,cnfm appt
The appointment was supposed to be changed to today,cnfm appt
No one has shown up ten o'clock,cnfm appt
I want to keep my appointment,cnfm appt
I'm just rechecking thank you,cnfm appt
They haven't shown up for the appointment,cnfm appt
I would like to have it today,cnfm appt
Correct an appointment,cnfm appt
Technician,cnfm appt
Confirming,cnfm appt
I want a appointment to be set for Thursday,cnfm appt
Just checking to confirm,cnfm appt
The technician is here already,cnfm appt
Well did I get technician is here already,cnfm appt
Dispatch,cnfm appt
Dispatch,cnfm appt
How do I get this hello hello hello how do I get the technician to come into my house,cnfm appt
That's a technician to come later,cnfm appt
Just want to confirm,cnfm appt
Didn't receive a text confirmation,cnfm appt
That's all I just don't know 1 and 4,cnfm appt
Confirm it,cnfm appt
Confirm it,cnfm appt
Can just confirm it,cnfm appt
Because my phone is out and I need to let them know that I don't have phone service when they call,cnfm appt
I was wondering if the technician will still come out with the roads being bad from snow,cnfm appt
I was wondering if the technician will come out with a road BamBam,cnfm appt
Connect me to a technician,cnfm appt
Just calling to make sure,cnfm appt
That's it that's all I need to know thank you,cnfm appt
Well it's just checking to make sure it's tomorrow at,cnfm appt
I know that it's not utensil,cnfm appt
I just want to confirm that to keep the appointment,cnfm appt
Service call,cnfm appt
Service call,cnfm appt
Confirm,cnfm appt
That's it I'm just confirming,cnfm appt
Need a service tech,cnfm appt
Call me right now,cnfm appt
Please confirm thank you very much,cnfm appt
Just want to confirm,cnfm appt
Just checking to see if somebody can come earlier,cnfm appt
I wanted to know if my Zelle to shiftwork,cnfm appt
Oh let me know what time they will be here,cnfm appt
C confirmation,cnfm appt
Technician supposed to be here between nine and ten and they haven't they haven't come yet,cnfm appt
I just want to confirm my appointment for Friday one nineteenth between nine a.m. and ten a.m.,cnfm appt
When is my appointment,cnfm appt
What time is the appointment,cnfm appt
I was wondering if they were still gonna Comdata weather,cnfm appt
Just want to make sure it's confirmed,cnfm appt
Service was restored this morning so we wanna know why ours is,cnfm appt
Just wanna know what time they gonna be here,cnfm appt
Did someone come from,cnfm appt
That's it I just wanted to check with the line thank you,cnfm appt
Confirm,cnfm appt
I received a call from you this morning I wanted to know what it's about,cnfm appt
Correct,cnfm appt
Definitely definitely that's what I wanna know,cnfm appt
I'm okay eleven a.m. trying changed so I was calling,cnfm appt
I'd like to put in a contact number for the technician to call when he arrives,cnfm appt
Dispatch,cnfm appt
I don't know what that is I don't know it,cnfm appt
Well I didn't know I had an appointment but I know I know,cnfm appt
I would like to keep that appointment for Thursday,cnfm appt
I'm calling you back,cnfm appt
You just called me I'm calling you back,cnfm appt
Right but it's inclement weather and I'm just wondering when delivery schedule,cnfm appt
I just received a call,cnfm appt
About appointment,cnfm appt
Well someone called time around,cnfm appt
Just making sure they're coming today,cnfm appt
I'm home somebodies year I just want you to know that I'm waiting,cnfm appt
Confirming appointment,cnfm appt
Where is the service technician,cnfm appt
Technician supposed to be coming today,cnfm appt
This is a confirmation call,cnfm appt
I just wanted to know what time they're coming,cnfm appt
I just needed to know when to expect,cnfm appt
Just confirming thank you,cnfm appt
I just want to tell you to keep my appointments keep it,cnfm appt
Checking on technician status is going in the opposite direction,cnfm appt
Where is the technician,cnfm appt
Check status of technician,cnfm appt
Tell me,cnfm appt
Confirming the appointment,cnfm appt
I don't know you called me,cnfm appt
Tell me,cnfm appt
That was all I needed to know,cnfm appt
Thank you no I wanna know how to get Disney channel on my TV,cnfm appt
I'm keeping my appointment,cnfm appt
I'm just waiting on the technicians,cnfm appt
Hey tell I'll be waiting,cnfm appt
Three people in the neighborhood spectrum did not have service this is not isolated incident,cnfm appt
Technician ETA,cnfm appt
I just got a call that there was an issue with my appointment from somebody named Ronnie,cnfm appt
Just confirming,cnfm appt
I need to text message with the information of my appointment time and date,cnfm appt
I need to know if they're still coming because the snow,cnfm appt
Just want to confirm my appointment,cnfm appt
No he just called I was not done,cnfm appt
I just I think you know that I will be here,cnfm appt
No that's okay I'm waiting for him,cnfm appt
I just want to keep my appointment MADtv doesn't work steel,cnfm appt
Confirm,cnfm appt
Correct,cnfm appt
Confirm,cnfm appt
Okay just confirming,cnfm appt
That's all I need to know,cnfm appt
I haven't received the check,cnfm appt
I don't have a security code connect me to someone,cnfm appt
To someone,cnfm appt
I know,cnfm appt
I know that this coming Tuesday I'm wondering if I could set-up a fax machine that's what I wanna talk about,cnfm appt
What happens if the technician is running late,cnfm appt
Can I confirm appointment today from 1 to 2,cnfm appt
When is it,cnfm appt
About my appointment tomorrow,cnfm appt
Tell me,cnfm appt
Verify appointment,cnfm appt
Oh that I would have helped today or tomorrow,cnfm appt
No you're not sure where you tell me for,cnfm appt
Technician,cnfm appt
I was just calling to make sure I had the correct time,cnfm appt
I want someone to come and put a picture on my television set,cnfm appt
Hi I just need to know what when they were coming,cnfm appt
I need to track down a technician,cnfm appt
Where is the technician,cnfm appt
Confirm my appointment,cnfm appt
Change the time of my appointment,cnfm appt
My appointment was supposed to be Tuesday,cnfm appt
About the technician,cnfm appt
That's perfect I need to know the time thank you,cnfm appt
Track my technician,cnfm appt
I just wanted to confirm,cnfm appt
Appointment time is wrong,cnfm appt
I just wanted to make sure they were coming still,cnfm appt
Discrepancy in appointment time,cnfm appt
Why do I have an appointment,cnfm appt
I want to confirm my appointment,cnfm appt
Call technician,cnfm appt
Lisa called me,cnfm appt
Confirmation yes,cnfm appt
Technician coming,cnfm appt
Is there any appointments earlier than Thursday,cnfm appt
I want to know when,cnfm appt
Call me,cnfm appt
Call the driver,cnfm appt
Oh nine okay I just want to know I appreciate it,cnfm appt
Just to confirm the appointment,cnfm appt
Confirm,cnfm appt
Confirm,cnfm appt
My appointment was delayed I was told my appointment is delayed,cnfm appt
I want to know the technician coming today,cnfm appt
I need to confirm appointment,cnfm appt
I was just checking to see if he was still coming today you have answered my question,cnfm appt
I was confirmed I was confirmed between five and six today no one called me to tell me they changed,cnfm appt
I was waiting for them this afternoon between five and six that's when he was supposed to come,cnfm appt
Just checking,cnfm appt
Just want to make sure they're still coming,cnfm appt
Track technician,cnfm appt
Technician is here,cnfm appt
Yes confirm,cnfm appt
It's okay I'll just wait for the technician to come,cnfm appt
Confirm appointment,cnfm appt
I just want to reconfirm that you've got,cnfm appt
No he's not here yet so I just wanted to make sure that it's coming,cnfm appt
Someone,cnfm appt
Verify appointment time,cnfm appt
I'm I'm just I'm just confirming that appointment between nine and ten and there is,cnfm appt
Times a day,cnfm appt
