Input,INTENT
Nothing just verifying it,cnfm appt
When is it,cnfm appt
Call me,cnfm appt
Did I just wanted to make sure it's clean five seven six p.m. Snapchat,cnfm appt
Technician,cnfm appt
Verify,cnfm appt
What time is he going to be there,cnfm appt
I was calling to see if there's an opening sooner than Monday,cnfm appt
Confirm it,cnfm appt
Confirm appointment,cnfm appt
Call me,cnfm appt
I'll be I'll be here waiting for,cnfm appt
You've done enough that's fine that's all I needed to know thank you,cnfm appt
That's fine that's fine that's all I needed to know that's okay,cnfm appt
I don't want to go and spectrum dot net I want to keep the appointment,cnfm appt
To keep that I will keep the appointment,cnfm appt
Manage it I want I want to keep the appointment put me down for the appointment,cnfm appt
Nothing I'm just waiting on them to come thank you,cnfm appt
I will keep it what do you want me to tell you,cnfm appt
That's all that's all I just wanted to know is he still coming,cnfm appt
To make sure I keep it keep the appointment for Monday,cnfm appt
Well I'll keep the appointment,cnfm appt
I wanna know what time we gonna get here because there's almost five o'clock now,cnfm appt
Technician at my house I need to speak with him,cnfm appt
Just confirming,cnfm appt
He has he's not here for Christmas and it's not here he has not arrive,cnfm appt
Tell me,cnfm appt
C weather technician,cnfm appt
Don a technician,cnfm appt
Well I just wanted to make sure that it was between four and five,cnfm appt
Confirm appointment,cnfm appt
Returning a call about the appointment,cnfm appt
He was supposed to be here at five so he's going to be here at six,cnfm appt
Please send me a confirmation email,cnfm appt
Tell me when,cnfm appt
Supposed to be here by five,cnfm appt
Deposit a check verified,cnfm appt
Is that a good time does not work,cnfm appt
Tech,cnfm appt
The technician drove right past my place and he hasn't come back yet there was about fifteen minutes ago,cnfm appt
Call someone,cnfm appt
The technician went right past my place and hasn't come back yet about fifteen minutes ago,cnfm appt
I'm following up on the technician is supposed to be here at five o'clock to five o'clock,cnfm appt
Not at the moment but where's my technician,cnfm appt
Technician not right,cnfm appt
Looking to call me about my appointment connect me with a person person,cnfm appt
To confirm the appointment,cnfm appt
Confirm,cnfm appt
I don't know why you're sending someone to my house,cnfm appt
Hello that's trying to be here twenty minutes correct,cnfm appt
Confirm it,cnfm appt
I just wanna I just want to know what time my appointment is,cnfm appt
That's what I wanna know what time my appointment is,cnfm appt
I just want to show technician will be coming,cnfm appt
Confirming five p.m.,cnfm appt
When will the technician be here,cnfm appt
Like to track the cable guy,cnfm appt
Confirm,cnfm appt
Nothing they just called today I didn't know why they called,cnfm appt
Notify the technician,cnfm appt
I just want to confirm the appointment for today,cnfm appt
I was just calling to verify,cnfm appt
Just checking to see if it was still an appointment,cnfm appt
Making sure it's confirmed,cnfm appt
Connect me to the technician,cnfm appt
Connect me to the driver or technician,cnfm appt
Technician appointment,cnfm appt
It's three fifty nine and he is not here where is the technician when will he be here,cnfm appt
Technician is not here,cnfm appt
When will the technician be here,cnfm appt
The technician said he'll come today sometime I would like to know more details,cnfm appt
I want to know the exact time when they're coming,cnfm appt
Where driver,cnfm appt
Technician left,cnfm appt
Appointment confirmation,cnfm appt
Come confirmation text,cnfm appt
Technician isn't here yet,cnfm appt
I need to know,cnfm appt
It's concerning confirmation,cnfm appt
Dispatch,cnfm appt
Confirming technician arrival time,cnfm appt
Is the technician on the way,cnfm appt
Just wanted to know when the technician mars,cnfm appt
Confirm it,cnfm appt
Where is the cable technician,cnfm appt
Have a later appointment today,cnfm appt
Okay ma'am someone will be here tomorrow right,cnfm appt
That was all I needed to know what time Cogentin company,cnfm appt
Appointment status,cnfm appt
My appointment is confirmed,cnfm appt
Confirmed,cnfm appt
What time are you,cnfm appt
No problem I'll wait wait for the technician,cnfm appt
Just checking okay,cnfm appt
They were supposed to call me,cnfm appt
I missed the technician call,cnfm appt
Service tech,cnfm appt
The appointment was supposed to be for Saturday,cnfm appt
Correct,cnfm appt
Time of arrival,cnfm appt
Question for technician,cnfm appt
I just called me a couple minutes ago,cnfm appt
I just wanted to confirm that it is six at night 6 and 7 in the evening,cnfm appt
I was calling to confirm the time it is six in the evening 6 and 7 in the evening right,cnfm appt
Technician is here I don't have Internet access,cnfm appt
I was talking to someone and all of a sudden the phone went dead and I'm trying to call back to make sure everything is right but I,cnfm appt
Technician arrived,cnfm appt
Confirm appointment,cnfm appt
Confirm,cnfm appt
Jimmy center technician today,cnfm appt
Yes I got a call from y'all and I'm wondering why,cnfm appt
I want an appointment today,cnfm appt
Have that appointment today,cnfm appt
I just wanted to know what time it was,cnfm appt
No nothing I just wanted to confirm it thank you,cnfm appt
I just needed to know what time it works,cnfm appt
Where is the technician,cnfm appt
I'm calling about my appointment,cnfm appt
That's fine I just wanted to confirm it,cnfm appt
Confirm dataset,cnfm appt
Need to bring the box will you call me,cnfm appt
Someone,cnfm appt
That's it that's what I needed to know thank you,cnfm appt
Technician appointment,cnfm appt
Thank you for trying to call me because they couldn't find it,cnfm appt
What time is my appointment today what's coming out,cnfm appt
Pack technician,cnfm appt
Tech technician,cnfm appt
I received a call that the technician will be late confirm appointment,cnfm appt
Technician,cnfm appt
I already have a technician come over and he had very bad by my house,cnfm appt
Somebody called me this morning at nine o'clock and I don't know why,cnfm appt
I want to know about channel selection,cnfm appt
I was just confirming thank you,cnfm appt
Oh I want to make sure my appointment is coming,cnfm appt
Technician was supposed to show up yesterday and never showed up never got a phone call,cnfm appt
I wanted to let me please give me somebody to talk to a correct center on the phone,cnfm appt
Somebody just called me from special guy called me didn't say anything help the phone in my face I want to report him,cnfm appt
No ma'am thank you so much have a blessed day,cnfm appt
Just checking on my appointment,cnfm appt
Just confirming make sure that it was there thank you,cnfm appt
Needs for technician appointment,cnfm appt
I had a call from them but I'm interested,cnfm appt
Confirming appointment,cnfm appt
What time is the technician coming,cnfm appt
Where's my technician,cnfm appt
He called and I didn't answer,cnfm appt
What I called to tell them the phone is working now,cnfm appt
I need the technician to bring the remote,cnfm appt
It was supposed to come this morning I don't know what happened,cnfm appt
Just wanted to confirm that you bye-bye,cnfm appt
The technician has an appointment,cnfm appt
Is the appointment confirmed,cnfm appt
What time is the appointment,cnfm appt
Just confirming it,cnfm appt
Confirming appointment,cnfm appt
I just wanted to confirm the appointment so,cnfm appt
Yes to call from technician,cnfm appt
Just wanted to make sure I didn't miss the appointment because somebody called,cnfm appt
Confirm it,cnfm appt
You just did thank you very much I appreciate that information have a good day,cnfm appt
Confirm it,cnfm appt
Install date is wrong,cnfm appt
Technician,cnfm appt
I'm calling about my services and the technician coming out to my apartment,cnfm appt
I don't want that appointment I want to today's appointment I want to Saturday appointment,cnfm appt
As the technician on the way,cnfm appt
When is my appointment,cnfm appt
I don't know ninety one twelve thirty one I don't know what to call,cnfm appt
Wanna confirm,cnfm appt
They called me this morning and I didn't know it was time warner I thought it was gonna say Spektor I want to confirm my appointment,cnfm appt
No I was just checking to make sure,cnfm appt
They called me,cnfm appt
Correct,cnfm appt
Confirm the appointment,cnfm appt
Confirming my January second appointment between seven a.m. and eight p.m.,cnfm appt
Just confirming,cnfm appt
Oh okay status,cnfm appt
I just wanted to confirm it with him,cnfm appt
Just confirming,cnfm appt
I want to confirm my appointment,cnfm appt
Connect to a technician,cnfm appt
Someone tried to call me,cnfm appt
Someone called back,cnfm appt
Yeah I was just wondering what time are they come my appointment right technician what time are they coming,cnfm appt
Wrong appointment time,cnfm appt
Confirm the points that,cnfm appt
Just send the technician I don't need any help just send the technician,cnfm appt
Confirm appointment,cnfm appt
Just send the technician yeah,cnfm appt
They just tried to call me to confirm and I didn't get the call I was unable to answer the call,cnfm appt
No just have a happy new year,cnfm appt
I was just wondering if they will come my for my appointment today this is Rosemary,cnfm appt
Confirm my appointment,cnfm appt
Confirming appointment,cnfm appt
No he just wanted to know what time of appointment for,cnfm appt
I want to know my,cnfm appt
No thanks have a nice holiday,cnfm appt
I was just confirming thank you,cnfm appt
I want to know why there is an appointment,cnfm appt
About my service,cnfm appt
Hello my phone just rang and I was in the bathroom so I'm calling to see if that was an,cnfm appt
Put somebody on the phone I want somebody I wanna talk to someone you're ready so that I'm not done,cnfm appt
No no no don't make sure I don't make sure you know I have an appointment with the hello stop wasting my time put someone on the fucking phone,cnfm appt
Can I leave you a phone number for him to call me,cnfm appt
Give me a technician get there between nine nine thirty,cnfm appt
Should not have someone come tomorrow,cnfm appt
I want to know what going on with my phone is is still working on it been working,cnfm appt
Confirm,cnfm appt
What time is my appointment,cnfm appt
We just want to make sure he's coming,cnfm appt
All the technician,cnfm appt
Connect me with a technician,cnfm appt
Thanks thank you want a confirmation thank you,cnfm appt
Not a thing I was just confirming,cnfm appt
I'm aware of that I'm aware of my appointment,cnfm appt
I already know my apartment they keep calling me,cnfm appt
They already gave up on my date they keep calling me no,cnfm appt
I need the technician to call me,cnfm appt
Hi tractor technician needs on the wrong side of town,cnfm appt
The technician is in the wrong direction,cnfm appt
You told me to call you,cnfm appt
Tech technician,cnfm appt
Confirmation number,cnfm appt
Do you guys provide a router or do I have two by one,cnfm appt
Is my technician on its way,cnfm appt
To make sure the appointment is set and the technician is on his way,cnfm appt
I thought with a fucking technician okay,cnfm appt
I need to make sure that technician is coming,cnfm appt
I want to make sure that the technician is going to be coming today,cnfm appt
I'm waiting for the technician,cnfm appt
No that's correct,cnfm appt
Appointment date,cnfm appt
Scheduling an appointment,cnfm appt
I just want to know why was texting,cnfm appt
My appointment time,cnfm appt
Confirmed,cnfm appt
That's okay that's all I need to know,cnfm appt
Yeah call me,cnfm appt
Technician was supposed to be here at half hour ago,cnfm appt
It's three minutes three minutes 4 to 7 I haven't heard from them the appointment was for the 6 to 7,cnfm appt
Because I have not heard from the technician supposed to be coming out and it is seven o'clock,cnfm appt
Is the appointment confirmed,cnfm appt
Supposed to be today,cnfm appt
Dispatch,cnfm appt
Where's the technician,cnfm appt
Confirm my appointment,cnfm appt
Talk to dispatch,cnfm appt
I just wanna know that he was coming,cnfm appt
I'm waiting for the technician you called me,cnfm appt
You called me I'm not sure why,cnfm appt
Okay just making sure,cnfm appt
I just want to confirm that that's what the call was about that's all,cnfm appt
I want to know where my technician to be here,cnfm appt
I want to know when is your birthday minutes,cnfm appt
Confirming appointment in twenty five minutes thank you,cnfm appt
Confirming appointment in twenty five minutes,cnfm appt
I'm confirming appointment in twenty five minutes,cnfm appt
I mean it just shows up tomorrow,cnfm appt
Beg to someone who is not showing up,cnfm appt
I just want to let them know that I was here,cnfm appt
Nothing I'm still expecting the person to come out yes I have an appointment yes,cnfm appt
Where is the technician,cnfm appt
Just want to make sure that he's coming,cnfm appt
No set let me know when you buy wise,cnfm appt
I just waiting for a technician,cnfm appt
Technician never showed up,cnfm appt
Technician,cnfm appt
I wanna ask about confirm appointment today,cnfm appt
Technician shows that he's here and he's not,cnfm appt
That's it just want to confirm,cnfm appt
That was not the appointment time,cnfm appt
I was just wanting to know what time they wouldn't be here,cnfm appt
Technician,cnfm appt
Technician going to the wrong address,cnfm appt
Confirm appointment,cnfm appt
That's all I needed to know thank you,cnfm appt
How do I know when the guy arrives,cnfm appt
I was supposed to have an appointment tonight,cnfm appt
I just want to make sure he's coming,cnfm appt
I logged into my app and tried to track my technicians but it said I had no appointment,cnfm appt
Does a technician need any locating any directions assistance,cnfm appt
The technician hasn't showed up,cnfm appt
I'm all set just had a conferment,cnfm appt
Yes confirming again,cnfm appt
It's almost five o'clock and I just wonder if the technician will still come,cnfm appt
Call technician to call,cnfm appt
I would like to check the appointment that I made to see to make sure it's correct,cnfm appt
I would like to check it out would like to review my name is Chris McQuillan,cnfm appt
Not a thing thank you so much and I'll be waiting for the technician tomorrow,cnfm appt
I want to track my check technician,cnfm appt
Want to get a more detailed time and track my technician coming to my appointment,cnfm appt
What time does technician arrive,cnfm appt
I want to see where my technician,cnfm appt
Where is the technician,cnfm appt
No but I'd like to know when it's coming,cnfm appt
Five nine oh seven connecting me to someone please connect me to someone,cnfm appt
I'd be telling you I've told you one thousand times I need to confirm the technician will call me when he arrives,cnfm appt
I need to confirm the technician will telephone me when he arrives,cnfm appt
I need to confirm the technician will call me when you get here,cnfm appt
Confirm contact information,cnfm appt
Verify appointment today,cnfm appt
I just want to confirm,cnfm appt
I was wanting to know when he would show up you help me already thank you,cnfm appt
Confirm appointment,cnfm appt
Student call Julie call someone,cnfm appt
I just calling to see when they will come in phone,cnfm appt
Just checking to make sure you're coming,cnfm appt
Call technician,cnfm appt
Grandma technician call me half an hour before he's gonna be there,cnfm appt
Looking for a technician,cnfm appt
Just checking on the time,cnfm appt
Okay I I just want to confirm it that they will be here,cnfm appt
I just want to know if they are coming,cnfm appt
Hmmm one of the technician was going to the wrong address,cnfm appt
That's fine that's all I need to know,cnfm appt
Just returning a call I didn't know it was about three o'clock appointment,cnfm appt
He's here but I think they called me and I,cnfm appt
I got a call back,cnfm appt
That's all I needed to know that's what I needed to know they're gonna be out there between four and five o'clock,cnfm appt
I wanna update on where my technician is,cnfm appt
Where is my technician,cnfm appt
Detail,cnfm appt
I just wanna make sure Ecomm,cnfm appt
Oh I'm waiting on a technician right now,cnfm appt
My appointment is I was told was three o'clock and no one ever came,cnfm appt
I just want to make sure someone's coming,cnfm appt
Checking the status of department,cnfm appt
Everything is all set just checking on the time,cnfm appt
My appointment was for today not tomorrow,cnfm appt
When is my appointments,cnfm appt
Be notified when a check was invoked me I have received any confirmation that the tech is coming,cnfm appt
Where is the technician,cnfm appt
That's fine I'm just checking on the time,cnfm appt
No ma'am thank you have a blessed day,cnfm appt
I just want to know what time they was coming out,cnfm appt
I want an appointment today,cnfm appt
Just wanting to confirm,cnfm appt
I want to put a hurry up boardroom appointment,cnfm appt
Technician please,cnfm appt
I got an answer I got a message saying the services has been restored I do not still do not have Internet,cnfm appt
I I know I have my appointment but I it says my services have been restored and that's not to my distill do not have Internet,cnfm appt
Confirm,cnfm appt
Just checking thank you,cnfm appt
Tell me weather down here now,cnfm appt
Confirm appointment,cnfm appt
No I confirm my appointment okay,cnfm appt
I just wanna check make sure so what are some 12 and 2 wanted to say,cnfm appt
Confirm,cnfm appt
Confirm the appointment,cnfm appt
That's what I wanted to know if he was coming,cnfm appt
That's that's what I wanted to know to make sure he was coming,cnfm appt
Okay I got the appointment that's okay that's okay,cnfm appt
You all called me,cnfm appt
I just want to confirm all set thank you,cnfm appt
Buy service call,cnfm appt
Check status,cnfm appt
Help the technician on home,cnfm appt
My technician is not here,cnfm appt
Just wanna make sure he's on his way,cnfm appt
Appointment time,cnfm appt
Just checking on,cnfm appt
I'm calling for their appointment,cnfm appt
I'm calling to confirm the appointment,cnfm appt
Supposed to come today,cnfm appt
I want to know if you come o'clock already,cnfm appt
I want to know if you're coming,cnfm appt
Looking for the technician,cnfm appt
No is it coming is is is the technician coming,cnfm appt
Confirm appointment,cnfm appt
Confirming,cnfm appt
Confirm appointment,cnfm appt
So the technician will be there at two fifteen,cnfm appt
You called me I don't know why you called me,cnfm appt
Confirmed,cnfm appt
Yes I get a confirmation number,cnfm appt
Is there an appointment confirmed,cnfm appt
Just verifying that he still coming up,cnfm appt
Changes has been made,cnfm appt
I was calling to see how much it would be before he came here,cnfm appt
I want to know what the technician did here yesterday,cnfm appt
Yes technician,cnfm appt
What time,cnfm appt
Hi I miss you know where you ready four one two four,cnfm appt
I would like an appointment tomorrow,cnfm appt
Why I'm calling I want to talk to the man who set it up because all of a sudden you know my TV is working,cnfm appt
Confirm,cnfm appt
No not at this time but I'll be looking for whitespace the other technician,cnfm appt
I received a call,cnfm appt
I'm calling to confirm department not be here when they get here between five and six,cnfm appt
Please send email confirmation,cnfm appt
Time,cnfm appt
No you did everything that I just want to know when it comes that's all,cnfm appt
It's a technician is here but I haven't gotten a phone call yet,cnfm appt
I was just making sure what time he's coming,cnfm appt
I don't know I just wanted to know if they was going to come,cnfm appt
This reason I'm calling,cnfm appt
I'm been waiting four minutes past eleven 7 to 12 they haven't showed up yet,cnfm appt
I would like to be the technician,cnfm appt
I would like to make sure that the last technician is assigned to the upcoming appointment,cnfm appt
Confirmation of appointment,cnfm appt
Confirm my appointment,cnfm appt
Confirmation,cnfm appt
I want to know if the serviceman is gonna be on time it's twelve after twelve twelve forty right now,cnfm appt
I need to know if they are coming but it's twelve after twelve thirty and they're not here yet,cnfm appt
I want to know when the technician is coming,cnfm appt
No I just need to know if they will be coming,cnfm appt
Just want to confirm it between twelve and one today,cnfm appt
