input,intent
Okay that's all I needed to know the time between two p.m. and three p.m. is that correct,cnfm appt
This is please I don't know what to tell you,cnfm appt
I just want to confirm that,cnfm appt
Just to confirm it,cnfm appt
Tech support,cnfm appt
No I confirmed it,cnfm appt
Confirm my appointment,cnfm appt
Confirm my appointment,cnfm appt
Why did you call me,cnfm appt
Call me call me,cnfm appt
Someone called me and I want to know what did they called me for,cnfm appt
I just I just want to confirm,cnfm appt
That's fine I just want to confirm it,cnfm appt
He's not supposed to come till tomorrow,cnfm appt
This is correct,cnfm appt
I think it's fixed but it's not connect me with a technician please,cnfm appt
Just make sure he's coming,cnfm appt
I was just calling back because you called me,cnfm appt
It's okay I was just calling to verify,cnfm appt
Just checking the time no help needed,cnfm appt
Right that's all I want to know,cnfm appt
That's just what they just called my phone that's why I'm returning the call,cnfm appt
Somebody called me,cnfm appt
I want technician to pick up,cnfm appt
Time,cnfm appt
No I just wanted to tell you a time,cnfm appt
Nothing I just wanted to know the time,cnfm appt
My appointment tomorrow for ten a.m.,cnfm appt
Would like to have it today,cnfm appt
Yes I would like to have you reboot my cable signal because I'm not getting any signal on T V this morning I don't know what happened,cnfm appt
Second second way yes I want I'm in apartment five D like dog ID,cnfm appt
That's okay I just need to know when it was,cnfm appt
Call me at,cnfm appt
Appointment time,cnfm appt
Just wanna make sure he's coming,cnfm appt
I just wanted to check on the time,cnfm appt
I want to know my balance,cnfm appt
Yes I wanna know my balance,cnfm appt
The technician is not here,cnfm appt
Appointment time is not good,cnfm appt
How do I confirm it,cnfm appt
No I want to confirm that how do I confirm it,cnfm appt
I need to know the pricing services,cnfm appt
Make sure I call a place for sure,cnfm appt
Tech isn't here,cnfm appt
Technician today,cnfm appt
Just confirm the technician has not arrived but is on the way,cnfm appt
No that's it I was just confirming minutes for tomorrow thank you,cnfm appt
I was just wanting to confirm thank you,cnfm appt
I just want to ask why they call me at six o'clock tonight,cnfm appt
Yes I need to know if he's going to call to make sure I'm home,cnfm appt
This is a call to confirm the appointment,cnfm appt
This is a call to confirm the appointment,cnfm appt
If you called me,cnfm appt
Technician,cnfm appt
Correct,cnfm appt
Technician,cnfm appt
Mike technician to be at my house at 8 to 9,cnfm appt
Confirm it,cnfm appt
Will there be a call for tonight at work now at seven thirty,cnfm appt
Location of technician,cnfm appt
That's okay just confirming,cnfm appt
I'm confirming,cnfm appt
No you're doing good thank you you have a good night bye-bye,cnfm appt
I need confirming my appointment,cnfm appt
Time afternoon,cnfm appt
Connect Georgia Tech infective,cnfm appt
Seven o'clock in the technician is not here,cnfm appt
What time will you be here,cnfm appt
Someone was at my house today burying the line and I need to know why,cnfm appt
Tech now,cnfm appt
I just wanted to confirm that they were coming because it's getting very close to six,cnfm appt
Dispatch,cnfm appt
What time are they coming,cnfm appt
I just wanted to confirm it thank you very much,cnfm appt
Tech arrival time,cnfm appt
Nothing that's what I want to know about my appointment,cnfm appt
Yeah okay he was supposed to be here at five but six is fine too okay,cnfm appt
Confirm services,cnfm appt
I like to time so,cnfm appt
Technician,cnfm appt
I'm just confirming when are you coming,cnfm appt
I just wanted to check what time you was coming,cnfm appt
I want the appointment today ma'am,cnfm appt
Ma'am ma'am I'm supposed to be today,cnfm appt
Technician today,cnfm appt
Have a good day man myself I have a today,cnfm appt
Technician left a cable exposed across the sidewalk and people can trip over it,cnfm appt
I just want to confirm,cnfm appt
I just want to confirm,cnfm appt
I need to know appointment appointment from one p.m. and two p.m. is good,cnfm appt
Well one reason you know is yes four o'clock right now and he had not showed up so let me talk to a Knapik,cnfm appt
Technician not here,cnfm appt
Five p.m. I have a harden technician,cnfm appt
Instructions for technician arrives,cnfm appt
Can you have a technician on Wednesday horizons door to the office building will be locked and I will call and let him,cnfm appt
Thank you that's all I needed to know,cnfm appt
No I'm looking for this technician,cnfm appt
Just to confirm that this all,cnfm appt
Just wanted to check and see if it was still on for six o'clock tonight,cnfm appt
What time,cnfm appt
What time is my appointment,cnfm appt
Just checking to make sure you'll be here that's all,cnfm appt
Thank you I called to confirm,cnfm appt
Call technician,cnfm appt
I will want I want to know when he's going to arrive,cnfm appt
Call me okay thank you bye-bye,cnfm appt
I just wanted to make sure that they were still coming,cnfm appt
I just wanted to make sure that you work on,cnfm appt
I just wondered if they were still coming on I hope they are I haven't heard anything so I was just wondering if it still coming,cnfm appt
I just want to know if technician is coming from you will show up,cnfm appt
Can you confirm with the technician,cnfm appt
Technician not showing up,cnfm appt
I just want to know if your technicians come from,cnfm appt
It was told it was supposed to be on today not Thursday,cnfm appt
Not appointment I have a new,cnfm appt
I would like to know what time it is date and time,cnfm appt
Oh what time is my appointment,cnfm appt
I just want to know is he still coming,cnfm appt
Technician is not here,cnfm appt
Give me a call on my calling plan,cnfm appt
I want the service that I'm gonna be getting,cnfm appt
I'm calling because,cnfm appt
Hey just needed to know what time they were coming,cnfm appt
Lack of communication with your service tech,cnfm appt
That's right if you call me about four,cnfm appt
Next warranty confirm confirm,cnfm appt
It's not correct,cnfm appt
Long long day long time,cnfm appt
Appointment time,cnfm appt
Confirm appointment,cnfm appt
Just had a guy from spectrum center is my appointment for this address he was doing other work in the area,cnfm appt
Do you know what time they're arriving,cnfm appt
That's all I just wanted to know the time,cnfm appt
Call technician,cnfm appt
The technician call you have the technician call me,cnfm appt
I'm waiting on the guy,cnfm appt
My appointment is today between he was supposed to call me between three and four,cnfm appt
Tech showed up at the wrong time,cnfm appt
Confirm,cnfm appt
That's all I just wanted to make sure it was sometimes,cnfm appt
Calling for appointment,cnfm appt
Where's the technician now,cnfm appt
Yes is there a hot spot supposed to be out here today,cnfm appt
Someone showed up and then just left and I'm curious that just a fluke because no one ever comes in my parking lot and it was the spectrum guy,cnfm appt
You haven't confirmed that already,cnfm appt
Hello my phone is not in service to our name I have tried to call me,cnfm appt
Just needed to confirm,cnfm appt
Confirm,cnfm appt
Just checking okay just checking thank you,cnfm appt
No I just want to get it verified,cnfm appt
Thank you that's what I wanted to know,cnfm appt
I just wanted to make sure they was coming,cnfm appt
No thank you very very much have a great day,cnfm appt
Call me in two minutes,cnfm appt
It was supposed to be for Thursday the seventh,cnfm appt
Haven't received a call for me yet,cnfm appt
Oh right that's all I wanted to know thank you very much bye,cnfm appt
No I was just wondering if they're gonna be on time,cnfm appt
I'm calling to see what the appointment is for,cnfm appt
I want to know what it's for,cnfm appt
I just wanted to let you know that I lose my phone but I got back okay,cnfm appt
Wrong date and time,cnfm appt
No I'm here waiting a name,cnfm appt
I just want to make sure that the appointment for tomorrow,cnfm appt
Dispatch,cnfm appt
I just wanted to verify that I have an appointment,cnfm appt
Technician dispatch,cnfm appt
Just wanted to verify that I got from tomorrow,cnfm appt
Waiting for the technician,cnfm appt
I'm just calling to confirm,cnfm appt
To confirm appointment,cnfm appt
I just want to let them know I'm ready whenever they get here,cnfm appt
Tell me what it's all about,cnfm appt
He was supposed to be here between one and two,cnfm appt
Technician didn't show up,cnfm appt
Appointment time,cnfm appt
My technician is supposed to be here in two minutes and according to the app I don't have a technician assigned and no one has left yet,cnfm appt
That should be it I just want to make sure of it thank you,cnfm appt
Appointment time,cnfm appt
Confirming my appointment,cnfm appt
Call technician,cnfm appt
Report a technician,cnfm appt
Technician not here,cnfm appt
Calling to see what time he's going to arrive,cnfm appt
Dispatch,cnfm appt
Someone changed my appointment without my authorization,cnfm appt
Just confirm the appointment thank you,cnfm appt
Confirm,cnfm appt
I received a call,cnfm appt
I want to give my cell number so I know that he's on his way,cnfm appt
That's it I'm waiting for a technician,cnfm appt
That's all I wanted to know thank you,cnfm appt
Where is the technician,cnfm appt
Hi I just confirming your appointment,cnfm appt
Call me,cnfm appt
Thank you I was just checking to see if you still coming,cnfm appt
Technician,cnfm appt
I don't have it with me I think it's eight six seven eight,cnfm appt
No I will call you later,cnfm appt
I won't be here at that time,cnfm appt
When is my appointment,cnfm appt
I was just making sure to confirm,cnfm appt
Just checking the status of it,cnfm appt
When is my appointments,cnfm appt
I was told someone would call me back and they didn't,cnfm appt
Technician,cnfm appt
That's correct you,cnfm appt
They haven't sent me one yet,cnfm appt
Mike technician has not shown up,cnfm appt
Where is my technician,cnfm appt
I want to make sure they show up my appointment,cnfm appt
They just called to let us know they're on their way and we didn't get to the phone in time,cnfm appt
I'll just wait I'm waiting for,cnfm appt
Confirm it,cnfm appt
I need to know about the reason for the visit,cnfm appt
I need to know who's lazy appointment,cnfm appt
Someone was supposed to be here today,cnfm appt
Technician UGA,cnfm appt
No I wanna make sure it's confirmed CellCept,cnfm appt
No I wanna confirm it,cnfm appt
Well just they're supposed to show up here that's all I know,cnfm appt
I am waiting for them to come to cholectomy to my house,cnfm appt
Just making sure that they are still coming,cnfm appt
I just wonder what time they're gonna be there,cnfm appt
Service call,cnfm appt
I want to confirm my appointment,cnfm appt
Appointment was supposed to be today,cnfm appt
No that's what I wanna know,cnfm appt
I'm just making sure they're coming today,cnfm appt
Give me a call at another number,cnfm appt
I need the technician,cnfm appt
Confirm my appointment,cnfm appt
Just wanted to know if he had arrived yet,cnfm appt
Well either he was supposed to be between eleven and,cnfm appt
I'm just answering your call,cnfm appt
Correct I take an appointment I'd like to take a different appointment,cnfm appt
Where did this waiting for a technician,cnfm appt
I need to talk about that time of technician,cnfm appt
You guys just called me so I wanna know why,cnfm appt
I just wanted to make sure they were still coming,cnfm appt
I just want to confirm,cnfm appt
No technician on call him to come back I'm here he was not supposed to be here till twelve till twelve tomorrow,cnfm appt
I'm waiting on him to come,cnfm appt
I wanna confirm it,cnfm appt
I was just doublechecking the time,cnfm appt
I just wanna know what time drama,cnfm appt
I tried to answer the phone and it wouldn't let me when you call,cnfm appt
Service call,cnfm appt
Want to know if the tech mission Texas made before three com,cnfm appt
Yes technician text me before he come,cnfm appt
I'm just wondering why Burlison is not here yet and almost twelve,cnfm appt
To confirm my appointment,cnfm appt
I want to confirm the appointment for Friday,cnfm appt
Check my appointments,cnfm appt
When is my appointment,cnfm appt
That's what I needed to know,cnfm appt
Tell me,cnfm appt
I just wanted to make sure this conference,cnfm appt
That's it I just want to confirm,cnfm appt
The technician is not here,cnfm appt
The technician is not here,cnfm appt
You already know my appointment so I need to speak tomorrow,cnfm appt
I just got a confirmation text that the technician is coming between eight and nine,cnfm appt
No I want to know where is,cnfm appt
Service call,cnfm appt
Time change,cnfm appt
Not confirming,cnfm appt
Have the technician not come until noon,cnfm appt
My appointment was for between twelve o'clock and one o'clock and right now I'm not home,cnfm appt
Waiting for a technician to come,cnfm appt
I'm not hoping you're not supposed to come o'clock,cnfm appt
I just want to make sure they were still coming,cnfm appt
Confirming,cnfm appt
This confirm the appointment that's all,cnfm appt
Confirm nobody has to be here,cnfm appt
What time is my appointment,cnfm appt
Tech rep,cnfm appt
When is my appointment,cnfm appt
Hey what's up what's the time today,cnfm appt
I'm just confirming the time,cnfm appt
The technician was,cnfm appt
What technician showed up and never came to the door and that's a little concerned,cnfm appt
Track technician,cnfm appt
Track technician,cnfm appt
Technician trip,cnfm appt
About an appointment,cnfm appt
That is not my appointment date or time,cnfm appt
That's all I need to know,cnfm appt
No I just wanted to confirm it that's all,cnfm appt
Hey supposed to be between ten a.m. and eleven a.m. this morning,cnfm appt
Confirm it,cnfm appt
Confirm it,cnfm appt
Could you call them a call on arrival,cnfm appt
What time,cnfm appt
Just making sure it's confirmed,cnfm appt
I don't have it with me at the time and,cnfm appt
Yes I just want to know just what,cnfm appt
Send a technician is coming,cnfm appt
Where is my technician,cnfm appt
Just confirming it,cnfm appt
Time,cnfm appt
That's that's nothing that's all I needed to know,cnfm appt
That's all I wanted to know,cnfm appt
Confirm,cnfm appt
Just confirm it,cnfm appt
Confirm appointment,cnfm appt
No because I haven't had an installation yet,cnfm appt
Just confirming,cnfm appt
I'm calling about the appointment,cnfm appt
What time will the technician for you,cnfm appt
When is my appointment,cnfm appt
I want to know if I need to be here for the duration of the appointment today with a check,cnfm appt
Correct,cnfm appt
Confirm it,cnfm appt
I wanna know if I wait for you 11 to 12,cnfm appt
I received a call a few minutes ago,cnfm appt
To someone,cnfm appt
Technician is not here,cnfm appt
Where is my technician,cnfm appt
I was just wondering if I was gonna get a phone call,cnfm appt
Just want to verify,cnfm appt
The date,cnfm appt
I'm calling because I really don't doesn't work,cnfm appt
I I need I I would like an appointment,cnfm appt
Thank you called me,cnfm appt
Hey call me,cnfm appt
No more about the technician,cnfm appt
The technician,cnfm appt
Confirm time,cnfm appt
Just confirming,cnfm appt
Change time appointment,cnfm appt
Just confirming,cnfm appt
I'm just calling,cnfm appt
Question about technician visit,cnfm appt
Question about tech visit technical,cnfm appt
What day,cnfm appt
That's all I needed to know thank you,cnfm appt
Okay that's what I needed to know how it call me,cnfm appt
Time schedule,cnfm appt
Hey let me know where my technician is,cnfm appt
You called me,cnfm appt
Confirmation number,cnfm appt
Confirmation number,cnfm appt
Confirm the need for the appointment,cnfm appt
Update,cnfm appt
I would like to confirm the appointment,cnfm appt
No I know the appointment yes,cnfm appt
Verify appointment,cnfm appt
Date and time,cnfm appt
I just making sure jocosely we're still coming out I like to watch TV,cnfm appt
About the appointment,cnfm appt
Appointment time change for tomorrow Tuesday December the fifth,cnfm appt
No I'm gonna have appointments on Wednesday,cnfm appt
No I'll take the appointment,cnfm appt
Oh I don't have it with me I just want him to check my Internet,cnfm appt
No I just wanted to know when,cnfm appt
About the appointment tomorrow,cnfm appt
That's correct,cnfm appt
Nothing I am fine now I just want to confirm goodbye thank you,cnfm appt
No thank you have a good night,cnfm appt
Email me a confirmation,cnfm appt
Please send me a confirmation for the appointment,cnfm appt
Confirming appointment time I was given when I made the appointment,cnfm appt
I was told it was supposed to be between five and six p.m.,cnfm appt
We did not call for this appointment I don't know why you're coming to our house,cnfm appt
Confirmed,cnfm appt
When will the technician,cnfm appt
Our technician on the bridge,cnfm appt
Yes because of the day I have to call back to confirm back to school on my phone the other day Happy Valley,cnfm appt
My appointment is supposed to be in the afternoon not 9 to 10,cnfm appt
What day and time,cnfm appt
Oh I just wondered if I was still on because I hadn't heard from them okay thank you,cnfm appt
Will I get confirmation on now,cnfm appt
That's what I wanted to know thank you very much,cnfm appt
Oh okay I guess that's all accompaniment conference confirmation,cnfm appt
Technician missed appointment,cnfm appt
Tech,cnfm appt
No help this morning to check the time,cnfm appt
No I'll be waiting,cnfm appt
No I'll call another date later,cnfm appt
I want to drive you know that I'm ready,cnfm appt
Nothing I'm just verifying that I still have an appointment,cnfm appt
Just returning someone's phone call,cnfm appt
Confirm,cnfm appt
Confirming appointment,cnfm appt
The technician gonna be here at seven,cnfm appt
I need to know which tablet five,cnfm appt
Well my technician be here,cnfm appt
Call me hello,cnfm appt
Correct technician,cnfm appt
No no no I need to check that is not supposed to be at ten a.m. supposed to be tomorrow night between seven and eight,cnfm appt
I just wanna make sure this is straightened out,cnfm appt
Is there an appointment in the morning,cnfm appt
Tell me why my my cable out loud my Internet not working,cnfm appt
Change the time and date of appointment,cnfm appt
A technician is at the wrong house,cnfm appt
Next technician at the wall house,cnfm appt
This is missing the technician is here at the wrong house,cnfm appt
I thought I was just calling to confirm,cnfm appt
Where is the technician,cnfm appt
I'm waiting for a technician coming,cnfm appt
Confirm the appointment,cnfm appt
Can you confirm the appointment because you really have the appointment scheduled consignment,cnfm appt
Yes I'd like to know what location,cnfm appt
No no further questions I will wait for the technician,cnfm appt
Can you tell me the address to make sure it's the correct one,cnfm appt
I just wanted to verify that a technician was coming,cnfm appt
I'm calling about my appointment,cnfm appt
Confirm,cnfm appt
The technician has wrong directions,cnfm appt
Dispatch,cnfm appt
The technician is lost,cnfm appt
Technician did not arrive,cnfm appt
Dispatch,cnfm appt
Where is the technician,cnfm appt
Dispatch,cnfm appt
Tell me what it's for,cnfm appt
Jeff the date,cnfm appt
I just want to confirm it,cnfm appt
I just wanna confirm it,cnfm appt
Confirm,cnfm appt
To make sure I get the technician comes when he supposed to,cnfm appt
Check confirm time,cnfm appt
What time is appointment,cnfm appt
I just needed to know when it was gonna be here,cnfm appt
Oh that's all this confirming my appointment,cnfm appt
What time,cnfm appt
My Internet is not working and they were supposed to have someone come out today between five and six,cnfm appt
Call technician,cnfm appt
Okay I'm calling,cnfm appt
Just the confirmation that was it thank you,cnfm appt
No that's it I'm just waiting on my check,cnfm appt
I need to get in touch with a technician,cnfm appt
The person has not shown up for the appointment yet and I've not heard anything,cnfm appt
Correct address,cnfm appt
Connect me with a technician,cnfm appt
Hey service technician here but I don't,cnfm appt
I was just calling to see what time is he coming,cnfm appt
I would just calling to see what time is it,cnfm appt
I wanna see that check and sixteen minutes,cnfm appt
Because your technician walked out of my house without correcting the issue that I called to have him come out and correct,cnfm appt
Just wanted to make sure they were still on their way,cnfm appt
Extremely rude technician walked out for correcting the problem,cnfm appt
I'm waiting appointment,cnfm appt
Technician attitude,cnfm appt
They were supposed to call me in the mail but because I'm shoddy on,cnfm appt
Let me know thank you,cnfm appt
Just wanted to make sure he's coming,cnfm appt
Technician,cnfm appt
Okay because this morning I received a call and he told me he supposed to be here between one two four one two three,cnfm appt
Add notes for the technician,cnfm appt
I have not heard from the tech,cnfm appt
So just call me and I'm trying to get back with Zelle,cnfm appt
I have challenges calling about my breakdown about my Wednesday I'm trying to get back with me home,cnfm appt
Wrong appointment time,cnfm appt
Technician back,cnfm appt
Cooker technician,cnfm appt
Confirm the appointment,cnfm appt
Where is the where is the technician,cnfm appt
Confirm appointment,cnfm appt
Call me,cnfm appt
Technician has not shown up,cnfm appt
No technician has shown,cnfm appt
Is supposed to be here today December four 10 to 11 is correct,cnfm appt
Time change,cnfm appt
Call technician,cnfm appt
Go to have it,cnfm appt
Just let them know I'm here,cnfm appt
Just to let you know I am here waiting,cnfm appt
My appointment was not tomorrow it was Tuesday the twelfth of June 11 to 12 so somebody else's,cnfm appt
That's what I wanted to know when was my appointment on the fifth,cnfm appt
I just want to know when it was I forgot to write it down,cnfm appt
About the appointment,cnfm appt
With technician,cnfm appt
He was supposed he was supposed to be here at three,cnfm appt
Dispatch,cnfm appt
Just confirm the appointment,cnfm appt
Yes you see if you someone troubleshoot no,cnfm appt
Have not set it up yet,cnfm appt
Call me,cnfm appt
Oh Sumaya call me and wanted me to call back,cnfm appt
Where's the technician,cnfm appt
Appointment time,cnfm appt
Service tech,cnfm appt
Somebody was posted tomorrow and verify that i solutions new address,cnfm appt
I want to know if there's going to be crossed,cnfm appt
Just calling to confirm,cnfm appt
Just want to confirm it,cnfm appt
Checking where technician is,cnfm appt
That's fine thank you very much have a nice day,cnfm appt
Could I make it a little bit later I've got another appointment right before that,cnfm appt
What time,cnfm appt
I just want to confirm you know the address,cnfm appt
That's good I just was making sure that he was coming okay thank you,cnfm appt
I need to know if there is a price,cnfm appt
That's confirmed thank you,cnfm appt
Confirm,cnfm appt
No I just want to be sure that it's still on I will be here,cnfm appt
The person that is supposed to be here dammit,cnfm appt
Appointment time,cnfm appt
I just wanted to make sure it was confirmed on can't receive text messages because I don't have Wi-Fi,cnfm appt
I'd like to know why it's close to two o'clock and nobody is here yet,cnfm appt
Yes I'm calling because I I don't understand about this appointment I don't know why it was made,cnfm appt
Email confirmation,cnfm appt
Call technician,cnfm appt
I want to call conferment,cnfm appt
Yeah I wish you do what you're supposed to do and they can't go you know I'd get me,cnfm appt
I need you to tell you back okay,cnfm appt
I supposed to be here today,cnfm appt
Returning a call phone call regarding the appointment,cnfm appt
David technician to call me before arrival,cnfm appt
Technician,cnfm appt
Give me someone to talk to please,cnfm appt
Hello I need for them to get to the technician and let them know to come on in the house,cnfm appt
I was saying that there was an appointment today between twelve and one and a technician did not call until Pharmos,cnfm appt
Yes technician here today he went to the wrong address and he did not even call,cnfm appt
I was told the appointment was at one p.m.,cnfm appt
I'm not getting a lot of services I should be getting for a long time and I expect rebate,cnfm appt
Confirm appointment,cnfm appt
A technician,cnfm appt
Oh I just want to confirm,cnfm appt
Appointment time,cnfm appt
Verify services representative,cnfm appt
Yes on the on the status of 1 to 6,cnfm appt
Appointment is supposed to be tomorrow to put in a cable Internet,cnfm appt
Hello I want the other appointment,cnfm appt
What they're supposed to do an emergency an appointment for me they were supposed to come today,cnfm appt
No I just want to make sure that he was in route thank you,cnfm appt
Correct,cnfm appt
Confirmation,cnfm appt
I received a phone call from you and I missed the call so I'm returning the call,cnfm appt
Confirming my appointment,cnfm appt
Confirmation number,cnfm appt
Do I have service,cnfm appt
Scheduling an appointment,cnfm appt
When do I know when it here,cnfm appt
Verify,cnfm appt
Correct,cnfm appt
I got confused because I have they made me blah appointments,cnfm appt
I'm returning a call on the appointment that called me,cnfm appt
We have today an appointment,cnfm appt
Wrong address listed in appointment confirmation email,cnfm appt
I regards a appointment,cnfm appt
Where is my technician,cnfm appt
Following up on my appointment,cnfm appt
Confirm,cnfm appt
That's all I just want to know that I want an appointment,cnfm appt
I just want to make sure that I have an appointment for Tuesday from eleven to twelve,cnfm appt
Change service plan,cnfm appt
A technician is going to the wrong place,cnfm appt
Tech mission is going to the wrong place,cnfm appt
Technician is going to the wrong place,cnfm appt
Just verifying,cnfm appt
Where's the technician,cnfm appt
No thank you very much I'll wait for the technician thank you they will be here,cnfm appt
Hi Gail what time what time,cnfm appt
Representative about the service call I know it's confirmed service call representative,cnfm appt
I was just confirming it,cnfm appt
She's going to call me back to confirm it and I'm not gonna get the call,cnfm appt
About a service call,cnfm appt
No thanks a lot you have a good day,cnfm appt
Confirm,cnfm appt
Appointment hasn't shown,cnfm appt
Appointment update,cnfm appt
Dispatch,cnfm appt
Update,cnfm appt
What time is it,cnfm appt
I would like to have it sooner if possible,cnfm appt
Oh we will be there in fifteen minutes I don't believe I'll call you or your call your call,cnfm appt
I don't know you called me,cnfm appt
Alright it's confirmed and I'm also gonna be here from eleven to twelve,cnfm appt
Confirm appointment,cnfm appt
I'm just calling to confirm thank you I don't I don't need any help as long as it's confirmed,cnfm appt
I'm just calling to confirm that,cnfm appt
I just want to confirm that they are coming,cnfm appt
Morning what time is he coming,cnfm appt
I'm calling because four things first I'm returning your call you just called me and I missed it,cnfm appt
Just verifying the appointment,cnfm appt
When will the check be arriving,cnfm appt
Oh that's it that's all I wanted to know,cnfm appt
Connect me with a technician,cnfm appt
Technician,cnfm appt
Confirmation,cnfm appt
New member confirmations,cnfm appt
I want to discontinue my appointment,cnfm appt
Confirm appointment,cnfm appt
Okay that's fine okay just so I know they're coming I'm okay okay thank you,cnfm appt
Well that's all I need to know they're gonna be here December between which is tomorrow between eight and nine a.m.,cnfm appt
Check the status of the account,cnfm appt
Yeah I'll be waiting for you,cnfm appt
I need to know if Breitenstein has released my phone number to spectrum,cnfm appt
Just verifying,cnfm appt
I just wanted to make sure I didn't missed the technician already,cnfm appt
Confirmed thank you,cnfm appt
They called me,cnfm appt
That's it I just want to know how close they was,cnfm appt
I was just checking the time,cnfm appt
Make sure that the technician comes,cnfm appt
Confirming,cnfm appt
Yo call me someone call me from this number,cnfm appt
Confirm appointment,cnfm appt
Someone,cnfm appt
Call someone,cnfm appt
Confirm,cnfm appt
About the appointment,cnfm appt
I was just following up,cnfm appt
Just wanna make sure that we're having on my corporation and not a regular text message,cnfm appt
Is there an appointment for today,cnfm appt
Time again,cnfm appt
Just confirming,cnfm appt
That's what I wanted to know what time would and it's both basically night nine a.m. thank you goodbye,cnfm appt
Send to someone,cnfm appt
Status on,cnfm appt
Schedule I guess I don't talk to you know give me a person,cnfm appt
I think I'm all set you just call me and also text me that's why I'm confused,cnfm appt
Technician,cnfm appt
Technician,cnfm appt
Want to make sure you have the correct address,cnfm appt
Just want to make sure you have the correct address,cnfm appt
Contravention called and then I'm not,cnfm appt
Tech,cnfm appt
What time will the tech be there,cnfm appt
About my appointment time,cnfm appt
What time is the tech coming,cnfm appt
Technician coming,cnfm appt
Confirm,cnfm appt
Just confirming appointment,cnfm appt
Today I just wanted to make sure,cnfm appt
I want to know,cnfm appt
I want to know how to work my TV,cnfm appt
I would like to have them bring to additional notes,cnfm appt
I would like to have it tomorrow,cnfm appt
I wish to have someone here quicker then Tuesday,cnfm appt
I have called you before tax is being restored it has not been restored,cnfm appt
Yeah tech came out to the house today and then he didn't think that you call me back and he hasn't called back or not come back tomorrow,cnfm appt
Verify appointment,cnfm appt
Where's the technician,cnfm appt
Looking for technician,cnfm appt
Correct,cnfm appt
Confirm all is good,cnfm appt
Just checking on it,cnfm appt
Need to know about the appointment,cnfm appt
That's not what I wanted to know Shepards at six between twelve in morning right,cnfm appt
What time and what day,cnfm appt
Hello my Internet came back on I don't know the account that appointment is back back back working right now,cnfm appt
I see on my order that isn't giving me TV I do not want TV I did not order for TV,cnfm appt
Please confirm an appointment,cnfm appt
Consult with technician,cnfm appt
Hi I want to know when I get an earlier appointment my,cnfm appt
