input,intent
I need to cancel the appointment the problem is no longer there the TV is fine now,cncl appt
Cancel the appointment please we can solve the problem,cncl appt
I need to cancel that appointment for today we got it figured out,cncl appt
I need to see if I need to cancel look about everything working right now,cncl appt
No I don't need another time I need a technician to come over here waiting on you,cncl appt
Cancel dewpoint,cncl appt
I canceled your appointment yesterday,cncl appt
I need to cancel everything,cncl appt
I don't need help with a appointment I'd like to speak to an agent,cncl appt
No no I do not want another high,cncl appt
Customer service that appointment is not okay cancel the appointment not okay,cncl appt
Hi I need to cancel it I will not be at home,cncl appt
Need to cancel cancel,cncl appt
Cancel time,cncl appt
Yes I want to cancel the appointment,cncl appt
We need to cancel it because the TV is working now,cncl appt
Need to cancel it for now,cncl appt
I need to cancel for tomorrow,cncl appt
I want to cancel I want to cancel it,cncl appt
I want to cancel that appointment because my TV seems to be working,cncl appt
No did you understand I need to cancel,cncl appt
Well I have I have another other appointments,cncl appt
I'm here to cancel my appointment for tomorrow,cncl appt
I need to cancel the appointment mike TV drama,cncl appt
Cancel the service,cncl appt
To cancel the appointment we fix the DVR ready,cncl appt
I probably need to cancel it,cncl appt
He didn't cancel it TV came back on,cncl appt
I want to cancel I want to cancel an appointment MADtv started working,cncl appt
I want to cancel not at home,cncl appt
To cancel that appointment my Internet is working now cancel appointment,cncl appt
No I have been canceled I'm getting my carpets done so birthdate,cncl appt
I need to cancel it at this time,cncl appt
I need you to cancel the appointment,cncl appt
Are you canceling the appointment or not,cncl appt
Okay I need to cancel that,cncl appt
Please cancel the department TV has been,cncl appt
I want to cancel that appointment mike TV is working,cncl appt
I want to cancel my appointments and my phone is working now,cncl appt
I wish to I wish to cancel it,cncl appt
Cancel my appointment I don't want it,cncl appt
Maybe I need to cancel it,cncl appt
He was here but we've been trying to call and cancel service,cncl appt
I would like to cancel that appointment but I have a question for the technician,cncl appt
I don't need any help I'm expecting him between one and two,cncl appt
No I need to cancel I need to cancel the appointment please,cncl appt
We need to cancel no longer need it,cncl appt
I need to cancel it it's working again there's not an agent I name a,cncl appt
I need to cancel lunch,cncl appt
I need to cancel the TV back work,cncl appt
Hello operator call I need to cancel it,cncl appt
Yes haptic cancel it I am going to be in the hospital Durbin surgery,cncl appt
I need to cancel it I don't need it anymore,cncl appt
Cancel appointment problem,cncl appt
Money Franceschetti working on my television so I don't need an appointment,cncl appt
I want to cancel it TV is working,cncl appt
Go ahead and cancel the appointment,cncl appt
I'm wondering if I need to cancel,cncl appt
My TVs on so I need to cancel,cncl appt
I cancel it,cncl appt
I want to cancel and I want to get my money back let me talk to a person,cncl appt
No I don't want I want to cancel it,cncl appt
I'd like to cancel today and re-schedule for tomorrow if possible,cncl appt
You can cancel it my phone is working,cncl appt
I won't be here nobody here pretty good so I'm canceling the appointment for today,cncl appt
No I was gonna cancel my appointment,cncl appt
Oh it's not I need to cancel,cncl appt
Our issue is resolve we're getting a picture on the TV so we need to cancel that appointment,cncl appt
I would like to cancel it because my TV just went back on,cncl appt
It said my appointment has been canceled my service was restored and it has not been,cncl appt
Cancel services work,cncl appt
I just got a notice on my phone to say my appointment was canceled,cncl appt
I need to cancel it my TV is working fine this morning,cncl appt
Cancel department please hello good morning,cncl appt
Yes you can cancel that that's all I need today,cncl appt
No no no no no no no no no I don't want another time,cncl appt
I'm scheduling cancel,cncl appt
Would like to cancel I got it fixed,cncl appt
Are we charged if we cancel,cncl appt
I like to cancel it on Saturday,cncl appt
No I want to kick I want to cancel be appointment,cncl appt
I want to cancel that I canceled yesterday,cncl appt
Cancel next time I go back to one a.m. today,cncl appt
The phone is working now so I want to cancel the appointment,cncl appt
I need to cancel it I have the problem fixed,cncl appt
I would like to cancel everything today,cncl appt
No that's fine just cancel the appointment,cncl appt
Yes I need to cancel everything is okay this morning,cncl appt
I'd like to cancel it please just can't handle it today,cncl appt
Emergency on the streets I asked to cancel,cncl appt
Cancel technician TV is working now,cncl appt
I want to cancel cancel it,cncl appt
Oh I'd like to cancel it,cncl appt
I wanna cancel the guide start working I wanna cancel to appointment,cncl appt
I wanna cancel I wanna cancel it,cncl appt
I like to cancel the appointment the TV came back on,cncl appt
No cancel appointment for now,cncl appt
Please like to cancel,cncl appt
I want to cancel that appointment because I have a supervisor coming tomorrow sometime,cncl appt
No I don't need help with appointment,cncl appt
I don't have a security code like to cancel,cncl appt
Oh that you cancel,cncl appt
So anything else I want to cancel my appointment,cncl appt
Well I want to cancel that,cncl appt
Hi I have a doctor's appointment I don't need a technician now my TV is fixed,cncl appt
I don't want,cncl appt
Hi I like to see about canceling yes I am on Wi-Fi so I'm good,cncl appt
Why appointment was canceled,cncl appt
I want to cancel it all of a sudden my phone is working so I don't need the appointment,cncl appt
It's working I need to cancel that,cncl appt
Cancel appointment problem solved,cncl appt
I like to cancel it because one already came,cncl appt
I need to cancel and I need to talk to a representative,cncl appt
I'd like to cancel it because I got the TV on,cncl appt
I'd like to cancel my spectrum is working now,cncl appt
Correct cancel,cncl appt
I'm calling about my appointment tomorrow you just told me that it was being canceled,cncl appt
Hello cancel appointment cancel appointment,cncl appt
I have to cancel my appointment for Wednesday,cncl appt
Somebody called I need to cancel,cncl appt
I want to cancel that service I don't want it,cncl appt
No no no no no no no no I don't want to change appointment,cncl appt
I need to cancel my jubilee started working,cncl appt
I upgraded my service didn't know I need an appointment,cncl appt
Cancel it and give me a remote control,cncl appt
Cancel appointment for Tuesday December eleventh,cncl appt
I don't need someone,cncl appt
I have got my TV back I do not need them to come,cncl appt
I would like to cancel it the station came back on,cncl appt
I wanna cancel the TV is back on,cncl appt
I need to cancel that appointment and I have a question about my DVR box,cncl appt
Hello hello I need to cancel,cncl appt
Cancel it everything is okay,cncl appt
What you been here probably be here between Q and three I don't want them canceled,cncl appt
May need to cancel appointment,cncl appt
I would like to cancel that appointment for another day if you don't mind,cncl appt
Cancel the TV got six,cncl appt
Cancel the appointment using my seaQuest shares,cncl appt
They called me this morning I tried to cancel it,cncl appt
Cancel Michael,cncl appt
I need to cancel I'm not gonna be there,cncl appt
No can't delete,cncl appt
It seems that the TV is not working and I don't need them to come out,cncl appt
I need I need to cancel that now that they they started working,cncl appt
I had canceled it,cncl appt
I want to delete cancel,cncl appt
Cancel appointment and phone service,cncl appt
We want to cancel working this is canceling appointment please say cancellation,cncl appt
I don't need it I have a maintenance guy come over and fix my TV,cncl appt
No ma'am can you cancel,cncl appt
They cancel it on me,cncl appt
Can you cancel that appointment,cncl appt
I don't need help with my morning,cncl appt
No I do not want to cancel,cncl appt
I want to see if there's any cancel a son that I could get done today,cncl appt
Unavailable,cncl appt
She wants to know if you want to know the channel on the TV is unavailable,cncl appt
Yes I want to cancel it,cncl appt
I don't want it I don't need it checked it and it's working now,cncl appt
My TV is working now and I want to cancel my appointment,cncl appt
Can I cancel appointment,cncl appt
Yes I want to cancel my landline,cncl appt
I'm canceling the appointment excuse me,cncl appt
I need to eat she you need to cancel,cncl appt
I don't need a appointment cancel,cncl appt
Cancel it is working,cncl appt
I'd like to change it cancel I'm changing for Wednesday,cncl appt
I has to cancel I'm going to the hospital,cncl appt
Oh geez I'm calling to cancel the appointment with a technician,cncl appt
I would like to cancel an appointment till further notice,cncl appt
Um I think I need to cancel it,cncl appt
I was told that my services restarted and to cancel my appointment but my service is not restarted,cncl appt
Well I would like to cancel and I don't really need it now I'm at a later date I want to do it,cncl appt
I don't need any help I'm calling,cncl appt
So I don't need the service cancel cancel the service,cncl appt
No no no I want to cancel it,cncl appt
I like I like to cancel that appointment my TV is fine,cncl appt
Cancel my appointment but I don't I don't need the appointment anymore please cancel,cncl appt
I want cancel it,cncl appt
Yes cancel speak to a representative,cncl appt
I have to cancel today,cncl appt
I have no security code I do not want spectrum,cncl appt
Just cancel appointment,cncl appt
Would you say cancel,cncl appt
Cancel cancel appointment cancel it,cncl appt
I need to cancel my TV is working right now,cncl appt
I need I need to cancel it problem recall,cncl appt
I'd like to cancel appointment please,cncl appt
Hi believe I would like to cancel I think I maybe Wednesday,cncl appt
Cancel because too late,cncl appt
I wanted to cancel it because my phone came back to working,cncl appt
I said cancel cancel the appointment,cncl appt
I want to cancel my appointment TVs working fine now,cncl appt
They said your appointment is been canceled,cncl appt
Can't cancel appointment,cncl appt
I need to cancel my phone is now working,cncl appt
Well I don't need my TV back going again,cncl appt
Need to cancel rekeying,cncl appt
No ma'am cancel,cncl appt
I need to cancel because I figure that out but it was unplugged and I treason my modem is working,cncl appt
Need to talk to cancel my service,cncl appt
No is it going to cancel that,cncl appt
The Internet is working now cancel,cncl appt
I'm canceling I need to cancel,cncl appt
Would like to cancel an appointment,cncl appt
I need to cancel it I guess I'll try not to be activated charge and it came out,cncl appt
I need to cancel the appointment my daughter fix my TV I didn't want to wait wait for them to come to my house,cncl appt
I need to cancel that appointment materialistic sales,cncl appt
No I need to I need to cancel,cncl appt
Disconnect cancel,cncl appt
You can cancel the appointment I don't need them anymore,cncl appt
Hi my TV reception Calgon came back then I want to cancel,cncl appt
It needs to be canceled my TV all of a sudden came on and it's working now,cncl appt
I like to cancel and my phone isn't working,cncl appt
No cancel I told you guys 5 to 6 not 3 to 4,cncl appt
I would like to cancel that appointment because the services that I was missing you have come on,cncl appt
I have a question and if if they can answer the question I want to cancel the appointment,cncl appt
Can I cancel three receiver boxes,cncl appt
Cancel what it's fixing problems fixed,cncl appt
That's all I need I just need to cancellation of that appointment that's it,cncl appt
You can cancel that the TV is working now,cncl appt
Yes appointment is canceled,cncl appt
Yo canceling canceling appointment we got the TV working,cncl appt
I'm calling because I can cancel that appointment please,cncl appt
Problem has been sold appointment can be canceled,cncl appt
I want to cancel my appointment today,cncl appt
Because I don't know if he needs to come,cncl appt
Honey I want to cancel it,cncl appt
Cancel it it's working,cncl appt
I need to cancel the appointment the problem is solved,cncl appt
I need to cancel that the TV is fine right now,cncl appt
Cancel it I need to cancel it,cncl appt
I need to cancel and give you a new address,cncl appt
Cancel yes,cncl appt
I want to cancel it my TV is working fine,cncl appt
Cancellation cancellation,cncl appt
I want to cancel the television is not working,cncl appt
I don't have one right canceling the order,cncl appt
My voice representative I'm gonna cancel it,cncl appt
I like to cancel the appointment for today,cncl appt
Um the problem seems to be resolved and I would like to cancel the appointment,cncl appt
I'm trying to cancel,cncl appt
This is how there's no validation to you canceling it,cncl appt
I don't need one K the Internet and cable is working,cncl appt
You had an outage in your face that so I don't need that appointment,cncl appt
I need to cancel I've tested positive,cncl appt
Nothing else I just want to cancel that appointment because my TV it's working fine,cncl appt
I need to cancel the appointment we don't have a problem anymore,cncl appt
I don't want today,cncl appt
I may need to cancel it,cncl appt
You don't cancel appointment please,cncl appt
Okay I want to cancel,cncl appt
No I don't have an appointment for the seventeenth I have an appointment for the day,cncl appt
I'd like to cancel it for today I don't feel like to cancel today,cncl appt
Hi could cancel because I have my cable back,cncl appt
No I want to cancel that appointment because I got it,cncl appt
I want to cancel that appointment because it's working now,cncl appt
I want to cancel the appointment my service is working properly now,cncl appt
Need to cancel my cable is working,cncl appt
I need help with my appointment I have an email here in front of me that says it's been canceled,cncl appt
No I don't want to cancel,cncl appt
But yes I'd like to cancel it because I already got my TV fixed,cncl appt
Yeah I'd like to know how I go about canceling cable if the problem lies,cncl appt
I need to cancel it for Tuesday,cncl appt
May I cancel,cncl appt
I would like to cancel my Internet has come back on thank you,cncl appt
Send me a text saying it's canceled,cncl appt
No my TVs are working I want to cancel office,cncl appt
She like to cancel the appointment,cncl appt
I need to I need to cancel cancel the appointment,cncl appt
I want to cancel it cancel it,cncl appt
Cancel technician is fixed,cncl appt
Hi need to cancel,cncl appt
I got an email that the appointment was canceled,cncl appt
Cancel appointment no longer needed,cncl appt
Please cancel the appointment for Monday,cncl appt
Cancel it because I got the I got the television to work,cncl appt
I need to cancel herbergers road,cncl appt
I need to cancel the service call appointment,cncl appt
No I want to cancel the appointment,cncl appt
I'm gonna cancel my appointment I like to check Depende appointment,cncl appt
Hey Jen cancel,cncl appt
We don't want it on Sunday,cncl appt
I was calling I was calling to cancel,cncl appt
Cancel it I need to speak to an agent,cncl appt
No I need to cancel,cncl appt
No don't take it I don't want it no canceling order,cncl appt
I want to know I I need him canceled don't come,cncl appt
Okay can you cancel I'm canceling my appointment I don't need,cncl appt
Thank you for canceling,cncl appt
I don't think I need them,cncl appt
Reference number for cancellation of appointment,cncl appt
Stop it cancel it cancel it,cncl appt
Cancel my appointment to be in that department will be here next refinance,cncl appt
I would like to cancel the installation,cncl appt
Please cancel cancel appointment,cncl appt
No I don't need it I don't need the appointment,cncl appt
I wanna make sure that the appointment has not been canceled,cncl appt
I need to cancel it it's working now,cncl appt
Hello cancel please,cncl appt
Can you cancel that one please,cncl appt
T Internet started working I do not need a technician,cncl appt
We need to cancel the appointment we got it fixed,cncl appt
I want to cancel it I don't need it,cncl appt
I'll be here because they I I had schedule this a while ago so I haven't scheduled to come today between four and five p.m. and I'll be here,cncl appt
Cancelling please cancel I'm not feeling well,cncl appt
Need to cancel cancel the appointment,cncl appt
I don't need any,cncl appt
Hi it's cancel,cncl appt
I don't need an appointment I need to cancel it,cncl appt
I'd like to cancel my date the online has came back online I have Wi-Fi,cncl appt
What I would like to do is cancel the appointment because the problem I had is fixed,cncl appt
No he wanna we wanna cancel the television is working fine,cncl appt
I want to cancel the appointment some extent,cncl appt
I need to cancel that I got someone to help me that could reach back plug it in better than I could so it's working now,cncl appt
I want to cancel my buck,cncl appt
Okay I need to cancel what I had some very kind neighbors that came over and fix the problem,cncl appt
My services are working again I need to cancel,cncl appt
I want to cancel the appointment I found my problem,cncl appt
Hi I need to cancel the apartment everything is working now,cncl appt
I don't want to be charged for that cancellation if I'm gonna be charged for it I'm gonna cancel my cable,cncl appt
I want to cancel the appointment because the box is working now,cncl appt
Yes I need to cancel the TV part of it I just need the Internet and the landline and I also have,cncl appt
I would like to cancel can I speak to someone about it please,cncl appt
I just wanted to make sure that today's appointment was canceled,cncl appt
T V's working now I don't need the appointment anymore,cncl appt
My neighbor fix my TV I do not need taxation,cncl appt
I need to cancel my TV market,cncl appt
Cancel the appointment rebooted the box five Playo got him back,cncl appt
Can you cancel my appointment,cncl appt
I didn't make a morning appointment I just got a phone call about a morning appointment I didn't make that appointment,cncl appt
Well cancel it cancel the appointment,cncl appt
That's it just wanted to cancel the appointment it's working okay now,cncl appt
No I don't have that with me I don't know what that is I want to cancel spectrum please get me some help,cncl appt
I do not want spectrum,cncl appt
Well buck TVs okay I don't think I need to come,cncl appt
Cancel I don't know,cncl appt
I want to cancel right,cncl appt
I did not cancel the appointment,cncl appt
Cancel appointment and it seems like my phone is working fine now,cncl appt
I want to cancel the appointment we just found a problem about twenty minutes ago,cncl appt
I need to be able to do one thing and then I won't need the appointment,cncl appt
I don't need help with my appointment I need I need a technician or something to help with the TV's not working right,cncl appt
Your technician canceled my appointment,cncl appt
Cancel appointment it's okay now,cncl appt
I need to cancel that problem has resolved itself,cncl appt
He does not need to come,cncl appt
Cancel appointment is back on,cncl appt
Mike I want to cancel,cncl appt
Seven sixty five eighty two I guess they can't cancel an over the phone,cncl appt
What well I said I didn't want to cancel,cncl appt
I don't need help with my appointment I need help with my,cncl appt
Cancel a appointment,cncl appt
We can cancel it my security code is,cncl appt
I would like to cancel that appointment my TV is working properly,cncl appt
Yes TV is working now I want to cancel the technician appointment,cncl appt
I got a cancellation of appointment confirmation email that is not correct,cncl appt
Well can I just cancel it till next week,cncl appt
I'm not even suppose to have an appointment that order were supposed to be canceled period,cncl appt
Need to cancel it in there that just came back on,cncl appt
I need to cancel I've got the TV working again,cncl appt
Yeah I want to cancel it,cncl appt
I need a appointment today not Monday,cncl appt
I was calling to cancel I fixed the TV,cncl appt
You can help me by saying I canceling it because the television is working just cancel it please,cncl appt
Yes cancel it please,cncl appt
Cancel my appointment and I think they've working now,cncl appt
I like to have it canceled,cncl appt
I'd like to cancel please cable just came on by itself,cncl appt
This is a cancellation,cncl appt
No I just want to cancel,cncl appt
We canceled,cncl appt
Cancel it I got it to work,cncl appt
Okay cancel it,cncl appt
I want to cancel my 6 to 8,cncl appt
Cancel my appointment 1 and 8 Pryor,cncl appt
I don't need a Wi-Fi router,cncl appt
I cancel cancel,cncl appt
Cancel cancel representative cancel,cncl appt
Cancel appointment make it Monday at one o'clock,cncl appt
I'm canceling the appointment because my TV service return,cncl appt
I need more not today,cncl appt
I think we wanna cancel it,cncl appt
Yes cancel it cancel it,cncl appt
I need to cancel it because we got it fixed,cncl appt
I was I was just told that it was canceled,cncl appt
Cancel services at other location,cncl appt
Cancel cancel appointment cancel appointment,cncl appt
Cancel the appointment TV working,cncl appt
My speaker got back to normal I don't need employment no more,cncl appt
Cancel Zelle appointment,cncl appt
Delete it earlier appointment,cncl appt
Cancel it I don't need it,cncl appt
No I don't have one I just want to cancel that appointment,cncl appt
Are you canceling,cncl appt
Nothing thank you for canceling that goodbye,cncl appt
Don't want it cancel it,cncl appt
Would like to cancel would like to cancel,cncl appt
Yes I'd like to cancel it,cncl appt
I need to cancel it today,cncl appt
Wanna cancel appointment,cncl appt
That is all it's just go ahead and cancel an appointment I don't need to know more,cncl appt
I want to cancel it made it now thank you,cncl appt
I was able to get the TV working we don't need a,cncl appt
Can I cancel I have a family emergency,cncl appt
I need to cancel it I have my Internet is back,cncl appt
Have to cancel,cncl appt
I would like to cancel my appointment today talk to customer service,cncl appt
I don't know if I can cancel my appointment,cncl appt
I need to cancel that time,cncl appt
Cancel it hypes what's my TV,cncl appt
I like to cancel appointment for today,cncl appt
My son came over last night and was able to fix the TV so I don't need the appointment,cncl appt
Yes can I cancel that appointment because my TV came back on,cncl appt
I need to cancel it and speak,cncl appt
TV's working now so cancel appointment,cncl appt
I just want to tell you it seems like it's all fixed so I don't want to bother you,cncl appt
My TV is working I don't need them,cncl appt
Everything seems to be working fine now and I don't need anyone to come to my house,cncl appt
I want to cancel the appointment and I'm paying my TV ain't working now,cncl appt
The issue is been resolved I would like to cancel,cncl appt
I 1 to 10 I would like to cancel it my everything is working,cncl appt
May I want to cancel that,cncl appt
Delete it as soon as possible,cncl appt
I wanna cancel my appointment and cancel,cncl appt
My TV came on and I don't need him,cncl appt
Yeah I'm yes cancel,cncl appt
I like to cancel that appointment please,cncl appt
I need to cancel that the prior no longer have the problem,cncl appt
Can you please cancel it,cncl appt
I want to cancel a,cncl appt
I want to cancel department fixed on my TV,cncl appt
Please cancel the other cancel the other appointment for tonight,cncl appt
Cancel appointment live person,cncl appt
Yeah you can cancel that appointment that I did not make,cncl appt
I just wanted to make sure that the appointment for tomorrow is canceled,cncl appt
I'm calling lane to cancel the appointment that television has been fixed,cncl appt
I do not want to cancel that,cncl appt
Can I have my appointment during the daytime,cncl appt
I would like to cancel this service came back on,cncl appt
My TV has been fixed that appointment has been canceled,cncl appt
No please cancel this appointment,cncl appt
I do not want it canceled,cncl appt
My system is working I want to cancel the appointment,cncl appt
I want to cancel an appointment and make it for Saturday,cncl appt
Yes I cancel that appointment yesterday last night,cncl appt
Cancel it no longer need it,cncl appt
I was calling to cancel the appointment,cncl appt
You can cancel it no need for a tech to come out,cncl appt
I want to know why is my appointment been cancel,cncl appt
I need to cancel it I got the problem solved,cncl appt
My TV is working now so you can cancel the appointment,cncl appt
I want to cancel my account,cncl appt
Something has come up I won't be able to make that appointment tomorrow,cncl appt
I need to listen to deleted messages,cncl appt
That's what I'm calling to have it canceled,cncl appt
I need to cancel my appointment I don't need no more,cncl appt
I need to cancel television is working fine,cncl appt
I don't need I don't need that because I got it it's working now,cncl appt
Exit cancel,cncl appt
I need to cancel the phone,cncl appt
No did you cancel tonight's appointment,cncl appt
I'd like to cancel it cancel an appointment,cncl appt
Could you put a note on the cancellation that,cncl appt
I don't I don't need another time as it turned out when I,cncl appt
We would like to cancel it,cncl appt
Well they called and said they they had a cancellation so they could come earlier than that they could come this afternoon,cncl appt
Is there a confirmation number of cancellation,cncl appt
I don't think you need him,cncl appt
We need to cancel the cancel the appointment,cncl appt
I want you to cancel it I got the TV to work,cncl appt
I'd like to cancel my services,cncl appt
Cancel my appointment I do now have spectrum,cncl appt
Delete more details about it,cncl appt
I got a message that said it's canceled that link TV has been restored,cncl appt
I need to canceling,cncl appt
You cancel this appointment today,cncl appt
I'm canceling the next,cncl appt
You can cancel it because I got my TV working,cncl appt
I would like to cancel be appointment,cncl appt
I want to cancel it my computer is working now,cncl appt
We can cancel it,cncl appt
I believe we need to cancel,cncl appt
Like to cancel TVs working okay,cncl appt
I need to cancel that appointment everything is fine now thank you,cncl appt
I'm I'm calling to cancel appointment,cncl appt
I called and canceled earlier but I need to reinstate,cncl appt
Need to cancel TVs working want to cancel the TVs working,cncl appt
Possible cancellation of repair,cncl appt
I need a cancellation of a repair repair cancellation,cncl appt
No I want to cancel cancel,cncl appt
It's lost between 11 and 12 you said that you can cancel it I fix my TV and cancel the appointment please,cncl appt
I'd like to I would like to cancel the appointment,cncl appt
I need to cancel the whole thing I'm not gonna get it has been a change in plans,cncl appt
I want to cancel my Internet's working again,cncl appt
I can cancel my appointment,cncl appt
I wish to cancel that,cncl appt
Cancel my appointment I don't want no service,cncl appt
You can cancel it because the television is working,cncl appt
I'm having to cancel because there's no way I can,cncl appt
I need to cancel it it's come back on,cncl appt
Dollars return confirmation canceled,cncl appt
Okay cancel it thank you,cncl appt
There was want to come and do some work on my TV but I need to cancel it,cncl appt
Like to cancel the order,cncl appt
I want to cancel that appointment and I don't want the product anymore,cncl appt
Everything is working really cancel it,cncl appt
I need to cancel my appointment because I am not going to be home,cncl appt
I would like to talk to a technician because I might be able to cancel it,cncl appt
I'd like to cancel it and I don't need them now I got it working,cncl appt
Hello it's canceling about to TV working now,cncl appt
I must cancel what I am very very sick,cncl appt
No I don't need him for me and my cable came back on,cncl appt
No that is good that's what I was calling about I got a notice that the appointment was already canceled so I wanted to check to make sure,cncl appt
Please cancel appointment problem has been resolved,cncl appt
I don't want to eleven a.m.,cncl appt
