Input,INTENT
Confirm appointment,cnfm appt
Give me the time the time of the appointment,cnfm appt
What time is the appointment,cnfm appt
Somebody called me so I want to call okay number that was recently but it hasn't,cnfm appt
Yes want to verify that they are going to be there because I don't have a phone that I don't want to verify that what's going to happen,cnfm appt
Call technician,cnfm appt
I was calling to check to see if he was coming,cnfm appt
I was just calling to see if he was coming,cnfm appt
Okay let me call,cnfm appt
It's supposed to be today,cnfm appt
I need to confirm something else,cnfm appt
Find location technician,cnfm appt
I got a call,cnfm appt
I was just confirming that they were coming,cnfm appt
Well that's good thank you that's what I wanna know,cnfm appt
Good that's what I want to know thank you,cnfm appt
Time is it better be here tomorrow,cnfm appt
I don't know my security code I don't know,cnfm appt
They told me before he would be here between four and five and I'm doing errands and will not be back in time does he come later,cnfm appt
That's okay I just want to make sure that it was 2 to 3 o'clock,cnfm appt
You guys screwed up my appointment time,cnfm appt
My appointment was supposed to be between ten and eleven this morning,cnfm appt
I want to know where my modem is,cnfm appt
Yes I wanna know if you still coming today at one o'clock,cnfm appt
I want to know where my modem is,cnfm appt
Okay I hasn't shown yet,cnfm appt
Because I might have to change I don't know for sure I may have to change I don't know for sure,cnfm appt
I want the technician to call before he comes,cnfm appt
That's alright I just keep the appointment,cnfm appt
Speak to nine need to have a technician today,cnfm appt
I would like to have it today,cnfm appt
Just making sure that the technician would arrive as well,cnfm appt
No you can't I just wanted to make sure,cnfm appt
Technician is going to address,cnfm appt
Is it possible to have the appointment today,cnfm appt
I don't know what the appointments for,cnfm appt
I don't know what the appointments for,cnfm appt
Technician number,cnfm appt
Update,cnfm appt
I wanna call waiting with two eight one twelve one o'clock appointment,cnfm appt
Technician lost,cnfm appt
Question on the technician,cnfm appt
Good I was just verifying,cnfm appt
My Internet has not come on,cnfm appt
I'm just seeing what time it was when they were coming,cnfm appt
That's fine I was just calling to confirm,cnfm appt
Find out about the tech where they are no tech assigned,cnfm appt
Call technician,cnfm appt
I just wanted to know if it was still bet because I had a text saying that the issue was resolved but it was not still need to technician,cnfm appt
Just wanna verify restaurant firms,cnfm appt
I just wanted to make sure that FiberCom,cnfm appt
Just making sure I get the appointment for one o'clock,cnfm appt
Help technician call,cnfm appt
Tech appointment,cnfm appt
Pastor date,cnfm appt
I need to know my static I P addresses,cnfm appt
Let the driver know that the house is on the corner of water street and route fourteen,cnfm appt
Checking for more appointments for today,cnfm appt
Confirm appointment,cnfm appt
No I'm calling is I know they're gonna be here if I'm here between the 11 and 12 appointment,cnfm appt
Confirm okay it's confirmed,cnfm appt
I just want to confirm that that is the correct appointment time,cnfm appt
Has he called me as the technician called me,cnfm appt
Has he called to confirm,cnfm appt
Well that's what I want to know,cnfm appt
I have an appointment,cnfm appt
My technician is my appointment today,cnfm appt
Confirm it,cnfm appt
Appointment confirmed,cnfm appt
Confirm,cnfm appt
Where is the technician where is the technician now,cnfm appt
Technician,cnfm appt
I'm just confirming that they're coming between eleven and twelve,cnfm appt
That's why I waiting for them thank you,cnfm appt
That's fine when I'm home waiting for technician okay,cnfm appt
I just wanted to know who is coming,cnfm appt
Confirm my appointment,cnfm appt
No that's fine thank you you have,cnfm appt
Will service be interrupted at all during this appointment,cnfm appt
Well but doctor's appointment is at three and I don't know that I'd be home by four,cnfm appt
Need a technician to call me,cnfm appt
Where's my technician,cnfm appt
Scheduled appointment,cnfm appt
Confirmation,cnfm appt
Making sure my appointment is confirmed,cnfm appt
Confirm,cnfm appt
Well technician call me before coming here,cnfm appt
Confirm,cnfm appt
Just double check an appointment,cnfm appt
No I just wanted to check the time thank you very much,cnfm appt
Confirm my appointment,cnfm appt
Confirm confirm it,cnfm appt
Majigger house just to make sure I get the damn thing,cnfm appt
Just make sure I get it,cnfm appt
No I still have an appointment is that correct,cnfm appt
Can you can you tell me what the appointment is for,cnfm appt
No I'm nothing thank you for the call thank you,cnfm appt
That's fine that's all I wanted to know thank you,cnfm appt
Confirm phone number to call on arrival,cnfm appt
Technician on call on my way,cnfm appt
I like that appointment chased Friday,cnfm appt
Just to confirm it,cnfm appt
Thank you confirm it,cnfm appt
Purrs amount for technician going to the wrong address,cnfm appt
No just send the confirmation and,cnfm appt
Bar contract is not correct,cnfm appt
Main services correct,cnfm appt
Confirm appointment,cnfm appt
Confirm,cnfm appt
Okay just verifying by,cnfm appt
I received a text I received the text messages tell me a different time,cnfm appt
Service call,cnfm appt
Verify my appointment,cnfm appt
I will be waiting for him,cnfm appt
I confirm,cnfm appt
That's all I needed to know thank you,cnfm appt
No please tell me when my appointment is,cnfm appt
I don't know I don't know,cnfm appt
Will he come to my door and let me know he's here,cnfm appt
Let me know he's here,cnfm appt
Will he knock on my door and let me know he's here,cnfm appt
Will he knock on my door and let me know he's here,cnfm appt
Listen can I ask you this will you knock on my door and let me know he's here,cnfm appt
Will he come to the door and let me know he's here,cnfm appt
What time will he be here,cnfm appt
Will he come to the door and let me know he's here,cnfm appt
Will he come to the door and let me know he's here,cnfm appt
By letting me know whenever he's coming when is he coming what time will you come,cnfm appt
Yes well he come to the door and let me know he's here,cnfm appt
Will he come to the door and knock on the door and let me know he's here,cnfm appt
I Dornette me know where he come to my door and let me know he's here,cnfm appt
I think I have an appointment on Tuesday today from five p.m. to six p.m. is that correct,cnfm appt
Update,cnfm appt
Confirm my appointment,cnfm appt
Verify address,cnfm appt
That's all I need to know thank you,cnfm appt
Verify appointment,cnfm appt
Just wanted to make sure it was still on,cnfm appt
I need to know why the tech needs to come back out,cnfm appt
I don't remember my security code on my gars euro caf̩ somebody in her nineties I don't know,cnfm appt
Okay I just wondering what time they're coming okay thank you,cnfm appt
I'm confirming it,cnfm appt
No I was trying to confirm is Tuesday 3 to 4,cnfm appt
Is that correct,cnfm appt
No I just wanted to confirm,cnfm appt
I was supposed to have an appointment this evening,cnfm appt
Someone,cnfm appt
Just wanted to confirm,cnfm appt
Nothing I just called you back you called me,cnfm appt
Confirm my appointment for tomorrow,cnfm appt
Time does not work for me,cnfm appt
I need to have the technician who is coming tomorrow bring a black,cnfm appt
I need to have a tech mission bring a black box,cnfm appt
Will they call me when they get here,cnfm appt
It's me time,cnfm appt
That's okay that's what I want to know thank you thank you,cnfm appt
The appointment should have been set-up at one nine four one nine Northwood Avenue not daily dryer,cnfm appt
I just want to make sure they call still getting text,cnfm appt
Tell me,cnfm appt
What is the exact time of arrival,cnfm appt
I called about six to seven p.m. 6 and 7,cnfm appt
Confirm it,cnfm appt
Just give me just wanna be sure someone's gonna be here,cnfm appt
I just want to confirm because I have not received any confirmation,cnfm appt
No just checking,cnfm appt
I'm I'm not sure I don't have it memorized,cnfm appt
Call that I'm just calling to see how this phone call on there,cnfm appt
Appoinement technician coming today,cnfm appt
That's what I was wondering if he was coming or not okay thank you,cnfm appt
Voicemail technician,cnfm appt
Call me back,cnfm appt
Correct,cnfm appt
Appointment time,cnfm appt
Haven't had a confirmation call yet,cnfm appt
Correct,cnfm appt
My scheduled appointment,cnfm appt
I need to know if they're coming,cnfm appt
I have not received any confirmation that my assistant who is coming out to help me is even on his way in my time window is almost up,cnfm appt
I just wanted to confirm it,cnfm appt
Williamsburg driver,cnfm appt
Call do not get on Internet call me,cnfm appt
I'm calling you,cnfm appt
Confirm,cnfm appt
The man is late he's supposed to be here at three o'clock,cnfm appt
They were supposed to be here at three o'clock and I'm here waiting,cnfm appt
Confirm appointment,cnfm appt
Do I need to know,cnfm appt
Just confirming,cnfm appt
That's fine that's good I'm just confirming,cnfm appt
I see that there's some workers in the area and I don't want them to skip by my place and wait home appointment time they are welcome to come sooner,cnfm appt
Yes I am sure earlier appointment I have have my TV work to five times now in the last week,cnfm appt
No I know hang up,cnfm appt
Service tech is not here yet,cnfm appt
Technician did not arrive,cnfm appt
Well I called,cnfm appt
Confirming,cnfm appt
My Internet came back on so I don't know if I need to keep the appointment or not,cnfm appt
My scheduled appointment,cnfm appt
Thanks I needed to know that time thank you,cnfm appt
I thought the appointment was at twelve o'clock,cnfm appt
Just cannot confirm,cnfm appt
I just want to confirm,cnfm appt
The technician is not here,cnfm appt
Technician is not here,cnfm appt
I was just calling back because they had called me and I wasn't home so now I'm calling back,cnfm appt
Confirming the appointment,cnfm appt
I just needed to know what time,cnfm appt
Technician is not here,cnfm appt
No thank you it's it's it's it has I mean it does,cnfm appt
I was just seeing what time they would be here,cnfm appt
About the appointment,cnfm appt
No we were supposed to come today between one and two and I was wondering what was the delay,cnfm appt
Yes I wanna make sure that 10 and 8 coming to check your Internet return anything,cnfm appt
Tell me,cnfm appt
Oh I call because my TV fixed I don't need somebody call me TV fix already know supervisee,cnfm appt
Confirming confirming,cnfm appt
What do you have the technician call me before you arrive just in case I didn't know what time you gonna be here,cnfm appt
No I just want to keep my appointment,cnfm appt
That's fine it's been confirmed them,cnfm appt
Yes they supposed to go ahead two o'clock,cnfm appt
Yes tell me be here at two o'clock,cnfm appt
Confirm,cnfm appt
Appointment time,cnfm appt
I'm just confirming the appointment which I just did,cnfm appt
Technician is not here,cnfm appt
I don't know if I want to keep the appointment,cnfm appt
The technician is not here and it's two o'clock,cnfm appt
Service confirmation package,cnfm appt
Confirming,cnfm appt
Just making sure they're showing up today,cnfm appt
Correct,cnfm appt
See the technician goodbye,cnfm appt
Appointment tech,cnfm appt
I just want to make sure he's coming,cnfm appt
Technician phone number,cnfm appt
Oh that's good that's good thank you thank you for the confirmation,cnfm appt
Service has been restored,cnfm appt
I just want to confirm that there there definitely wanna be here,cnfm appt
I just want to know we're good thank you,cnfm appt
I was told it was going to be one o'clock so I just wondered about the time,cnfm appt
I just wanted to confirm that's all thank you,cnfm appt
I just wanted to check that's all that's good good,cnfm appt
I don't think we need it this problem has gone away,cnfm appt
The technician didn't make this meeting this morning I need to time,cnfm appt
Unsatisfactory performance bike technicians,cnfm appt
Well I called before Licon,cnfm appt
I said I want to know where they're at,cnfm appt
I like to know where there,cnfm appt
Crappy technician,cnfm appt
Just checking the rate,cnfm appt
Confirmation,cnfm appt
I need to know when when my when my appointment is,cnfm appt
When is it,cnfm appt
Just checking,cnfm appt
Give me a security call Karen,cnfm appt
Just so I know I'm asking I'm asking can it be done sooner,cnfm appt
Goodness happens soon,cnfm appt
Confirm appointment,cnfm appt
Confirm,cnfm appt
I said they supposed to be here at noon twelve o'clock,cnfm appt
Happy technician here ASAP,cnfm appt
Just wanted to confirm the appointment,cnfm appt
I'm just calling back I'm returning a phone call,cnfm appt
Confirm appointment,cnfm appt
I would like to confirm my appointment,cnfm appt
What time auto technician come,cnfm appt
No that's all I wanna know,cnfm appt
That's supposed to call to confirm that's what my voicemail told me to so I'm calling back to confirm,cnfm appt
What time,cnfm appt
That's fine I just want to know if you're coming to was 4 to 11 read your night but 3 to 12 that's fine it's in few minutes thank you,cnfm appt
Yes wanted to verify,cnfm appt
That's it thank you so much just checking on the time bye-bye,cnfm appt
Just checking on it,cnfm appt
I would like to track my technician to see if he's going to be arriving on time,cnfm appt
I would like to track my technician,cnfm appt
Check your correct address,cnfm appt
Um come from the correct address one four eight B cycad Avenue New York,cnfm appt
Just wanted to confirm,cnfm appt
Send a technician will be here by twelve by then that's all I needed to know,cnfm appt
Just making sure I'm still still becoming,cnfm appt
Just checking to make sure we're still on because I haven't had no phone calls,cnfm appt
My supposed to get another phone iPhone,cnfm appt
That's what I needed to know thank you,cnfm appt
Make sure that the technician get here,cnfm appt
Technician arrival time,cnfm appt
The date for the appointment again please,cnfm appt
What's the date on this,cnfm appt
What is expected time the person will arrive to help me with my television,cnfm appt
No I just need to have a technician help me,cnfm appt
Technician was here but never came in,cnfm appt
He was here everybody left,cnfm appt
Double check,cnfm appt
I was told I would get a call from a dispatcher,cnfm appt
I want to confirm the price,cnfm appt
I think somebody called me,cnfm appt
I just want to confirm it,cnfm appt
Just checking on it,cnfm appt
Nothing just wanted to know the time,cnfm appt
Just checking thank you very much,cnfm appt
Technician is not here,cnfm appt
I need to know the status of my appointment,cnfm appt
Check my technician,cnfm appt
For the first third or fourth time I'm telling you I do want that appointment from twelve to one on Monday,cnfm appt
That's all I need to know,cnfm appt
That's all I wanted to confirm that they would somebody would be here tomorrow between 12 to 1,cnfm appt
That's correct that's correct,cnfm appt
That's all I want is you know that's that's perfect I will be here I would be waiting for somebody to be here tomorrow at three 12 to 1,cnfm appt
Well that'll be fine I just wanted to let you know that I still do want an appointment for tomorrow,cnfm appt
They told me to call for the Internet,cnfm appt
Well I thought maybe it was working this morning but it isn't working so I still need to keep that appointment tomorrow,cnfm appt
I just want to know what time expected to be here,cnfm appt
That's fine I was just confirming,cnfm appt
That was it needed to know you just help me thank you,cnfm appt
That was all I wanted to know I didn't I didn't remember what you know when it was it was tomorrow right,cnfm appt
You said when is the appointment,cnfm appt
What time you get there,cnfm appt
Just checking to make sure I had the appointment,cnfm appt
Status,cnfm appt
I received a call,cnfm appt
I haven't received any information,cnfm appt
What time,cnfm appt
I'm not concerned with that time,cnfm appt
Calling about my appointment,cnfm appt
Just wanted to confirm,cnfm appt
Confirm appointment,cnfm appt
Hold on I don't know what to find sikids okay,cnfm appt
No got status update five dollars hammers,cnfm appt
I'm confirming it,cnfm appt
That's that's all I needed to know is when they were coming,cnfm appt
Someone called today,cnfm appt
I just want to know what I was buying you know,cnfm appt
I was just verifying it sent me a text saying they was coming,cnfm appt
I'm supposed to have an emergency appointment,cnfm appt
Yes I want to know if they can get my appointment for five o'clock Thursday,cnfm appt
Just wanted to confirm that someone will be here,cnfm appt
Tell me to call you,cnfm appt
I'm leaving just call hotels come on,cnfm appt
Thank you you have helped me,cnfm appt
I like to know he will be here at nine o'clock,cnfm appt
I'd like to know he would come nine o'clock,cnfm appt
Tell me,cnfm appt
Confirming,cnfm appt
About appointment,cnfm appt
I just wanted to know the date that my appointment on told me,cnfm appt
I want to know if a date,cnfm appt
No I want to know because we just turned off,cnfm appt
Confirm it,cnfm appt
Call me,cnfm appt
One of me to call me,cnfm appt
I just want to know this is still in effect,cnfm appt
I was just needing to know about the time,cnfm appt
You can't I just wanted to hear warn it was tomorrow I appreciate it I look forward to seeing the technician,cnfm appt
Confirm my appointment to tomorrow,cnfm appt
Confirm the appointment I will be here,cnfm appt
No I need I need tech service technician,cnfm appt
Check the time was supposed to be Saturday night,cnfm appt
No confirming Wednesday,cnfm appt
Tech service,cnfm appt
They were supposed to be coming this evening,cnfm appt
I'm phoning to know when some more information about the boxes,cnfm appt
To make sure someone will be here on time,cnfm appt
To confirm my appointment for today,cnfm appt
Appointment time and date,cnfm appt
Doctor start over understand with a appointment I'd like to know if we could make it two o'clock,cnfm appt
No tell me what time would be,cnfm appt
Can I have the tech call me please,cnfm appt
Wanna make sure they have the right address,cnfm appt
Confirm my home address,cnfm appt
Confirm address,cnfm appt
Confirming appointment,cnfm appt
He was supposed to be here by five,cnfm appt
The technician is not here,cnfm appt
That technician is not here,cnfm appt
Yes I keep getting calls from's restaurant,cnfm appt
The representative did not show up a repair man did not show up,cnfm appt
Checking on the status of my appointment,cnfm appt
I want to know when you gonna come over,cnfm appt
What's the estimated time,cnfm appt
Technician,cnfm appt
Technician is not here yet,cnfm appt
Well I'm I'm waiting for you to come,cnfm appt
You're supposed to be here at six,cnfm appt
You're supposed to be here at six o'clock on my appointment my my,cnfm appt
Technician,cnfm appt
Hello I was just calling to confirm,cnfm appt
Service call,cnfm appt
I want to confirm my appointment,cnfm appt
Just confirm the appointment,cnfm appt
Tech isn't here,cnfm appt
Where is the technician,cnfm appt
Call technician,cnfm appt
I'll call back at nine minutes,cnfm appt
I was just wondering why the technician was,cnfm appt
Yeah I know you'll be here at six or is it gonna be later,cnfm appt
Just wanna make sure it's gonna be here,cnfm appt
Confirm,cnfm appt
Appointment time,cnfm appt
No I just wanted to know what time they were coming thank you,cnfm appt
Confirm appointment,cnfm appt
I thought it was supposed to be today,cnfm appt
I don't know I don't know it,cnfm appt
Technician,cnfm appt
We need permission for our technician to bring in an DVR,cnfm appt
I just want to make sure they're gonna be here,cnfm appt
Technician is assigned my appointment is in the basement,cnfm appt
They haven't called me yet it's two o'clock,cnfm appt
That'll do it I wanna know where the tech is,cnfm appt
I lost my telephone and I want to see my request when he left it there,cnfm appt
Technician,cnfm appt
Correct time in the correct address,cnfm appt
Correct I'm an address,cnfm appt
Get the correct address,cnfm appt
Correct address,cnfm appt
Correct address,cnfm appt
To confirm the appointment time that we have is still going to happen it's two forty eight p.m. supposed to be here at two,cnfm appt
It's almost three p.m. and morning to confirm that they're still on time,cnfm appt
They call me they were gonna call me back but call me back,cnfm appt
Calling about my appointment,cnfm appt
I'm calling about my appointment,cnfm appt
I was calling to let you know that they don't have the Comcast and TV is working right now,cnfm appt
What time is it scheduled for,cnfm appt
Just confirming,cnfm appt
Current check check driver,cnfm appt
Tech driver,cnfm appt
Inconvenience with the appointment and the driver,cnfm appt
Just wanted to confirm the appointment,cnfm appt
Just confirming thank you,cnfm appt
Send a technician get there by one p.m.,cnfm appt
Technician Breezer hello,cnfm appt
Just call for me,cnfm appt
Track the technician,cnfm appt
I want to see my appointment today,cnfm appt
About the appointment,cnfm appt
Technician,cnfm appt
No ma'am I just wanted confirmation that the technician will be here today,cnfm appt
I don't know what this is fifty five something I don't really know,cnfm appt
Tell me more,cnfm appt
Tell me more,cnfm appt
I need to confirm my appointment,cnfm appt
How do I confirm,cnfm appt
Confirm my appointment today,cnfm appt
Locate the technician,cnfm appt
Need to confirm,cnfm appt
How do I confirm,cnfm appt
It's two o'clock I'm wondering if they're still showing up,cnfm appt
I want someone to call me before they come,cnfm appt
Blue lights on on line power so I just want to make sure that I'm doing the right thing,cnfm appt
Someone,cnfm appt
You can just I just know when I can have it I don't care when you come set it up,cnfm appt
I just want to know how to get my television check an order all I can get on there is the name picture,cnfm appt
Yes confirm,cnfm appt
No that's all I want to know thank you very much for the information,cnfm appt
To set another date like to set another date because I won't be here I'm going to work for,cnfm appt
Yes I like to set another date,cnfm appt
I want to know what time they will become it was it was a it,cnfm appt
What time is the appointment,cnfm appt
Technician technician has not arrived,cnfm appt
Make sure the technician gets to me at one p.m.,cnfm appt
Just wanted to check the appointment,cnfm appt
Confirming,cnfm appt
I want to know if installer is coming today,cnfm appt
Technician no I'm at home,cnfm appt
Okay thank you thank you I'm just waiting on a technician,cnfm appt
Okay I just wanted to check and see when my appointment is,cnfm appt
Thank you okay could I also had somebody from billing,cnfm appt
I'm calling for my appointment,cnfm appt
I want to confirm,cnfm appt
The technician arrived and I missed them,cnfm appt
The technician just arrived and it was not the door,cnfm appt
Shoney appointment has coming from Walmart before one,cnfm appt
Telephone appointment tomorrow,cnfm appt
Reconfirm appointment,cnfm appt
I want to know why there's an appointment,cnfm appt
Check status of a wait list,cnfm appt
Check status of waiting list,cnfm appt
I don't know you called me,cnfm appt
I just wanted to confirm,cnfm appt
I want to make sure the address is correct,cnfm appt
Now I prefer Monday appointment at three p.m.,cnfm appt
Checks system,cnfm appt
Confirm it yes thank you thank you I'm looking I'm looking forward to him coming thank you,cnfm appt
To see what time the technician is neither a truck,cnfm appt
That's fine just make sure he gets here,cnfm appt
Make sure it happens please I've got I've got a light on outside the house,cnfm appt
There is nobody here and I was told they would be calling me half hour fifteen minutes before they arrived,cnfm appt
No I I don't have a security code I'm sorry,cnfm appt
I haven't received a call yet,cnfm appt
Update,cnfm appt
I need to know about mask wearing and shoe covers for during the appointment,cnfm appt
I got a notice that the different for different appointment times tomorrow,cnfm appt
Confirm,cnfm appt
Just confirming,cnfm appt
I'm just calling to see if it was confirmed,cnfm appt
That's good I just wanted to confirm,cnfm appt
Just wanted to make sure that he was still coming my mom was confused and she doesn't still want him to come today,cnfm appt
I'm keeping my appointment,cnfm appt
I'm keeping my appointment,cnfm appt
I am keeping my appointment,cnfm appt
You tell me when my time,cnfm appt
I'm keeping my appointment,cnfm appt
Just checking to make sure,cnfm appt
I just wanted to make sure,cnfm appt
I would like to talk to one of the technicians,cnfm appt
Confirm,cnfm appt
Confirm appointment,cnfm appt
Confirm,cnfm appt
Confirm,cnfm appt
I like to confirm,cnfm appt
I like to call me collect call,cnfm appt
You're so you're confirming the appointment this today right,cnfm appt
It's fine I just wanted to make sure it was still set,cnfm appt
Or had an appointment yesterday and the guy never nobody came just wanna verify that they're actually gonna show up today since they didn't come yesterday,cnfm appt
Call Marlon at work I was gonna Schussler twelve o'clock,cnfm appt
Confirming,cnfm appt
This is calling to verify my appointment,cnfm appt
I don't know because I'm calling because somebody calls me and I didn't have the phone in time so I don't know what that's about,cnfm appt
Just needed to confirm,cnfm appt
I just received a call,cnfm appt
Just calling to confirm it,cnfm appt
Just calling to confirm an appointment,cnfm appt
Call me now,cnfm appt
My appointment was at nine o'clock this morning then that's what he told me yesterday,cnfm appt
I would like it sooner appointment,cnfm appt
I would like it sooner appointment,cnfm appt
Someone,cnfm appt
Technician Carlos,cnfm appt
Dictation has come home and has left the home talk with customer care,cnfm appt
The technician has arrived in the home,cnfm appt
It's Saturday he was just called me,cnfm appt
Is the tech on time,cnfm appt
I'm waiting for technician,cnfm appt
I want to make sure that you have the right address for the appointment today,cnfm appt
I need to know where to address my appointment scheduled for,cnfm appt
What is the scheduled appointment for,cnfm appt
Hey supposed to be today,cnfm appt
Time,cnfm appt
You see when is the appointment,cnfm appt
I'm just calling to confirm it thank you,cnfm appt
Oh the appointment for tomorrow,cnfm appt
It's supposed to be,cnfm appt
I was just confirming,cnfm appt
Thank you I'm confirming 10 to 11 tomorrow Saturday,cnfm appt
Yes can you tell me if they shipped equipment in the day through FedEx,cnfm appt
I wanted to know if I can believe to the twenty fourth,cnfm appt
I'm confirming it,cnfm appt
Confirm my appointment,cnfm appt
I'm not able to be there and I'd like to know if someone could be here tomorrow Saturday,cnfm appt
That's fine just give bonuses confirmed,cnfm appt
See if you have a later appointment,cnfm appt
Update,cnfm appt
Confirm the appointment,cnfm appt
I'm not going to be here seven so I'll call you back,cnfm appt
They were supposed to be here before four p.m. and they didn't come so after postponing because I have two lease,cnfm appt
Just give me to a technician,cnfm appt
Have the technician call me back right away sorry on the way,cnfm appt
About a telephone technician to my telephone call eight hundred dollars and I wanted back,cnfm appt
I was calling back to confirm it because someone called me,cnfm appt
Looking for looking for a place closer appointment time,cnfm appt
I am looking for quote looking for sooner appointment,cnfm appt
Verify appointment,cnfm appt
Damaged on by your technician,cnfm appt
Confirming four p.m. arrival,cnfm appt
Make sure the address is correct,cnfm appt
Call technician,cnfm appt
Technician has already been here,cnfm appt
Yeah I want to know pictage,cnfm appt
Check my check down,cnfm appt
No I'm just calling to tell you know when they coming out,cnfm appt
No call call me back,cnfm appt
What time,cnfm appt
Available one south and I called on Saturday they don't know,cnfm appt
It's been confirmed three times,cnfm appt
What time does the store open near me,cnfm appt
Technician status,cnfm appt
Well technician was going to call and it's almost three o'clock I've heard no nobody has called me,cnfm appt
Reconfirm date,cnfm appt
This is Michael for someone to come,cnfm appt
No that's all I wanted to make sure because I thought he was supposed to be here at four,cnfm appt
I wanna I want to text me when they're coming,cnfm appt
Usually they text me and tell me where they are and when they'll be common and I it's there's not happening this time,cnfm appt
I don't know I don't know,cnfm appt
Update,cnfm appt
I want to I want to complain about the service,cnfm appt
Time,cnfm appt
Pay to know what time because it shows that the check is at the location now,cnfm appt
They supposed to come this evening thanks Monte Verde I had appointment enslavement,cnfm appt
They supposed to come fix my TV this evening,cnfm appt
Hey supposed to come out today and fix my TV this evening,cnfm appt
I don't know what I don't know the security code,cnfm appt
Appointment status,cnfm appt
Thank you thank you thank you thank you confirm confirm confirm confirm confirm,cnfm appt
I would like to have the technician bring the remote the remote that works having a remote,cnfm appt
That's it I just wanted to know,cnfm appt
Technician is not here,cnfm appt
Technician never showed up,cnfm appt
I have the service back so I'm wondering if I need a technician,cnfm appt
Okay he called me will somebody call me and let me know when they here,cnfm appt
I just want to make sure he's coming,cnfm appt
It's about the appointment for tomorrow,cnfm appt
Confirm,cnfm appt
I was just wondering when they were coming Aiston,cnfm appt
When is my appointment,cnfm appt
I want to know about this guy that's coming,cnfm appt
