input,intent
Could you call me let me know when a comment,cnfm appt
Well technician,cnfm appt
Tell me portico,cnfm appt
Check on my appointment,cnfm appt
Status of technician,cnfm appt
Call me,cnfm appt
Why do I have this appointment,cnfm appt
Just want to confirm,cnfm appt
You guys called me about some,cnfm appt
No I just want to make sure they're still said,cnfm appt
Change time appointment,cnfm appt
I just wanna make sure they was coming out,cnfm appt
Hey had trouble opening that day could you please call me,cnfm appt
No that's it I'll see the technician Saturday,cnfm appt
I want to do to confirm it,cnfm appt
Installation date,cnfm appt
ETA on technician,cnfm appt
Yes give me someone,cnfm appt
Confirm that I am here,cnfm appt
That's all I needed to know thanks,cnfm appt
Waiting for technician,cnfm appt
Just wanted to make sure,cnfm appt
Confirm,cnfm appt
I wanted to let them know that the technician took the longer cord with him,cnfm appt
Okay so the technician will will be here about four o'clock then,cnfm appt
I just wanted to make sure that he was coming,cnfm appt
Confirming appointment,cnfm appt
Just making sure they were coming thank you,cnfm appt
I want to know if he's coming,cnfm appt
I want to know where the technicians that,cnfm appt
The call appointment is so much later than I thought it would be the twenty eighth,cnfm appt
The technician has got not contacted me,cnfm appt
That's all I wanted to know,cnfm appt
That's fine I'll be here waiting for him,cnfm appt
Change arrival time of appointment,cnfm appt
Technician cannot arrive till after four,cnfm appt
Technician not arrived,cnfm appt
I don't know I received a call and I inadvertently hit the wrong button on my phone so I called her back,cnfm appt
Nothing okay nothing okay I am waiting for the technician,cnfm appt
Confirm confirm appointment yes okay 10 to 11,cnfm appt
The technician never showed up for the appointment between one and two,cnfm appt
Technician has not shown up,cnfm appt
No one has shown up for my appointment,cnfm appt
This someone to help me with the sound on my TV,cnfm appt
What time,cnfm appt
Confirm it,cnfm appt
My confirming it thank you you helped me okay,cnfm appt
That's all I need to know,cnfm appt
Um just by giving it to me it was supposed to be today,cnfm appt
About an appointment,cnfm appt
I'm waiting for the guy is here in Jonah Zelle be right over,cnfm appt
I'm waiting for him to call Stillings Jonah,cnfm appt
Okay that's all I needed to know,cnfm appt
I was told appointment was tomorrow at 12 and 1 I am not home,cnfm appt
I was told a appointment was for tomorrow between twelve and one,cnfm appt
To confirm,cnfm appt
I received a call to call,cnfm appt
No I got in the text and wanted to send it had been corrected but it hasn't,cnfm appt
Yes making sure I still have my appointment,cnfm appt
Front door on the front door I'll be waiting for on the front,cnfm appt
Call me in two o'clock,cnfm appt
Get me a technician,cnfm appt
What time are they coming tomorrow,cnfm appt
That's too soon I would want to know when the technician would arrive,cnfm appt
I'm calling for them to,cnfm appt
Confirm it,cnfm appt
I was just wondering what time he was gonna be here and you told me so it's about three o'clock okay,cnfm appt
You just called me,cnfm appt
Location of the technician,cnfm appt
Confirm it,cnfm appt
Verify the home address,cnfm appt
The guy call me in the wrong building he needs to call me back so I could direct you to the right place,cnfm appt
Confirm,cnfm appt
No I just want to know about what time they were gonna come,cnfm appt
I think the technician was here but I did not receive ventricle,cnfm appt
What time will you,cnfm appt
Confirm appointment,cnfm appt
Check status of account,cnfm appt
Is a technician on his way,cnfm appt
What time will the technician arrive,cnfm appt
I need to confirm it,cnfm appt
Just want to make sure he was coming,cnfm appt
Okay I got that I got them calling now,cnfm appt
I haven't gotten a picture or confirmation,cnfm appt
Yes ma'am what time are they coming,cnfm appt
Someone has already been there but nothing is working,cnfm appt
It looks like the technician is lost I want to give him directions,cnfm appt
TV picture technician,cnfm appt
Technician,cnfm appt
Service call,cnfm appt
That's all that's all I wanna know thank you,cnfm appt
Where is my technician,cnfm appt
Appointment time,cnfm appt
Technician,cnfm appt
I'm just checking to make sure you guys coming here,cnfm appt
Please tell me the time again day,cnfm appt
Yes I need to tell me what's gonna happen that appointment,cnfm appt
Okay I wanted to know how much will I pay,cnfm appt
Next all I needed to know,cnfm appt
Confirm the appointment,cnfm appt
No I just wanted to know what time it was gonna be,cnfm appt
Technician just left,cnfm appt
I am waiting here,cnfm appt
I'm here waiting for the,cnfm appt
I need to know the time I got back my fucking phone talk to someone,cnfm appt
Your tech just left and I still have no signal,cnfm appt
Not here yet they were supposed to be here between nine and ten,cnfm appt
Confirming I want to confirm,cnfm appt
No thank you I'll be waiting,cnfm appt
If there is any Vanstar up with you call me,cnfm appt
What time are they coming,cnfm appt
Confirm,cnfm appt
Check on an appointment,cnfm appt
Appointment time,cnfm appt
Need to get directions to the technician,cnfm appt
Well you already have by tell me when it was going to be because I didn't know what time he was going to be here,cnfm appt
No that's confirming the appointment,cnfm appt
I just wanted to know if he was coming,cnfm appt
Just call me before they come,cnfm appt
I just wanted to know what time they were arriving,cnfm appt
Because the appointment was when it should've been maybe maybe mine that have been,cnfm appt
Technician is coming now twelve to one,cnfm appt
Well after you called and 3 to 9 yesterday I fixed it myself,cnfm appt
Confirm,cnfm appt
When are they coming,cnfm appt
I just wanted to know what time you coming,cnfm appt
I'm confirming because it's almost ten thirty now,cnfm appt
Technician,cnfm appt
What time yesterday was you know that I love you know they're gonna come today and R,cnfm appt
The appointment was supposed to be between eight and nine o'clock,cnfm appt
Confirm,cnfm appt
Technician,cnfm appt
Need to confirm the service in my area,cnfm appt
I was just confirming it,cnfm appt
Confirm appointment,cnfm appt
Technician support,cnfm appt
Stating he arrived I got no reply no call,cnfm appt
Just checking that it's still on,cnfm appt
Nothing that is fine I just I was just checking to make sure all the time,cnfm appt
Yes I was just getting it verified,cnfm appt
The time of my appointment,cnfm appt
No that's fine I just forgot what time they're gonna be here and I have to go out and get groceries thank you very much bye-bye,cnfm appt
Just confirming,cnfm appt
About the technician arriving,cnfm appt
Nothing just calling to confirm,cnfm appt
I'm just trying to make sure that the technician be here on time,cnfm appt
Nineteen at work do I still need the technician to come in today,cnfm appt
Tech mission number,cnfm appt
Well I just want to be sure they was coming they were supposed to call me and I Denver DxO if they be here between,cnfm appt
I want to know what it is,cnfm appt
Yes I like to make another date,cnfm appt
We got a call that said they would be here at eight twenty and we still wanted to confirm,cnfm appt
Yes I have no signal on my TV and I got a call today saying,cnfm appt
I confirm,cnfm appt
I will plan to be here that time,cnfm appt
Confirm my appointment,cnfm appt
Confirm appointment,cnfm appt
Just confirm it,cnfm appt
No I just want to verify it that's all,cnfm appt
About the appointment,cnfm appt
No you called me what do you want,cnfm appt
I don't know you called me,cnfm appt
I know I know what time do you wanna,cnfm appt
Well I'll just wait till they get here I wake hear from the technician thank you,cnfm appt
Y'all called me you called me I just was checking back with you,cnfm appt
Why did you just call me,cnfm appt
Okay that's good that's all I need to know,cnfm appt
You called me,cnfm appt
Thank you waiting for the technician to come,cnfm appt
That's fine I'm just confirming with you,cnfm appt
Thank you I know everything thank you very much,cnfm appt
That's all I needed to know thank you,cnfm appt
What time is it,cnfm appt
I want to check,cnfm appt
Yes there is there is an appointment today between four and five,cnfm appt
That's fine appointment except it will see him between four and five tomorrow,cnfm appt
It's okay confirmed thank you,cnfm appt
Hello I was confirming that it was the twenty eighth sounds okay,cnfm appt
I'm just calling to like to request,cnfm appt
Regarding my appointment tomorrow,cnfm appt
Just checking this time,cnfm appt
What time is he coming,cnfm appt
3 to 4 time won't work could I have another time after four,cnfm appt
To a technician,cnfm appt
Confirm appointment,cnfm appt
I need to know more,cnfm appt
Call me,cnfm appt
Confirming appointment,cnfm appt
I said confirmed,cnfm appt
It's confirmed,cnfm appt
I wanna add router,cnfm appt
I would like to remove the appointment,cnfm appt
Confirm the service address,cnfm appt
Please confirm the service address,cnfm appt
Please confirm the address,cnfm appt
Just checking in,cnfm appt
Wrong appointment time,cnfm appt
Confirming appointment,cnfm appt
I do not want a technician not mourns,cnfm appt
Confirmed eleven to twelve,cnfm appt
Just outdoes make sure that they asked me,cnfm appt
That's all I wanted to know,cnfm appt
I just want to check that they are your technician,cnfm appt
No long as I get here tomorrow,cnfm appt
Where is my technician,cnfm appt
I wanna know where my technician,cnfm appt
No help just wanted to confirm thank you,cnfm appt
Calling about my outage looking for an update on my appointment I need an earlier appointment,cnfm appt
I don't know I'll call my office and then I just got home and I just wonder what you only,cnfm appt
It is supposed to be today between five and six,cnfm appt
Well it was suppose be here at four p.m.,cnfm appt
It's almost time for you to be here and I'm been waiting for an hour,cnfm appt
I just wanted to know if it is at one o'clock at between 4 and 5,cnfm appt
Do you know what time works,cnfm appt
I need to know,cnfm appt
Six forty five and I haven't heard from the technician is on his way you see on his way,cnfm appt
I would like to confirm Zelle appointment,cnfm appt
That's fine I was just wondering,cnfm appt
I would like to confirm the appointment,cnfm appt
I'd like to verify the appointment,cnfm appt
I'm trying to verify that he will be coming at the appointed time,cnfm appt
I need to know why I was changed,cnfm appt
Yes I know I'm just calling to check to make sure of the time,cnfm appt
Calling about my appointment,cnfm appt
Tech,cnfm appt
Confirmed,cnfm appt
Okay just wanted to confirm,cnfm appt
Confirm declaration totals,cnfm appt
Technician is not here,cnfm appt
I thought maybe someone else could fix it,cnfm appt
Okay we haven't gotten here,cnfm appt
Technician updates,cnfm appt
Confirmation,cnfm appt
Call me back,cnfm appt
Are they I want to know when they plan to arrive,cnfm appt
Let me know when it's coming on where can I get a conferment tell me what to do,cnfm appt
What time is he coming,cnfm appt
Address confirmation,cnfm appt
I need to know which address the technician is meeting,cnfm appt
I need to move the appointment date,cnfm appt
Yes so someone called and wanted to know if they can come tomorrow,cnfm appt
No just make sure the guy presses the back and got a cabin apprised a ring the buzzer buzzes man,cnfm appt
I just like to know if he still coming,cnfm appt
I was just checking on the status of my appointment,cnfm appt
Can you confirm the technician is on the way,cnfm appt
I want to confirm confirm my appointment,cnfm appt
Give me a technician,cnfm appt
No ma'am thank you have a good day alright thank you,cnfm appt
Because my cable is still out and the technician has already gone,cnfm appt
The technician was here and he's gone and I wanted to know,cnfm appt
I don't know I don't know,cnfm appt
Thank you I just wanted to confirm it thanks,cnfm appt
I just got a call from his background Dilshad J,cnfm appt
I want to confirm the phone number associated with the appointment so if the technician calls me and I know that he's calling the right number,cnfm appt
What is the phone number associated with the appointment,cnfm appt
I'd like to get an appointment sooner,cnfm appt
Yes I want to know what what is geek,cnfm appt
Please have them call a different phone number when they arrive,cnfm appt
Tech service,cnfm appt
I thought the appointment was Friday,cnfm appt
Check appointment,cnfm appt
Where's my technician,cnfm appt
Thank you confirms,cnfm appt
I scheduling for appointment,cnfm appt
Confirm appointment,cnfm appt
The exact arrival time of technician,cnfm appt
Appointment arrival time,cnfm appt
Confirmation,cnfm appt
The exact arrival time of the technician,cnfm appt
The exact arrival time of the technician,cnfm appt
What what time can I expect a technician to be here,cnfm appt
I just wanted to confirm the appointment,cnfm appt
The ETA expected arrival time for the technician,cnfm appt
Confirmation,cnfm appt
I just wanted to know what time the technician will arrive,cnfm appt
I just wanted to confirm my appointment,cnfm appt
The technician to call me,cnfm appt
I will see back give me a discount I mean it ain't had no my service been going off on me okay,cnfm appt
I will wait until the man alive,cnfm appt
What time,cnfm appt
Correct,cnfm appt
Tracking shows that technician is here but he is not here,cnfm appt
You know what time do you have,cnfm appt
I would like to check my balance,cnfm appt
About the confirmed appointment today,cnfm appt
Appointment for service,cnfm appt
I was told it was tomorrow at nine,cnfm appt
Tell me my nations,cnfm appt
I'm just waiting,cnfm appt
I'll be here waiting,cnfm appt
Just need an update supposed to be at three o'clock three fifteen,cnfm appt
No just let the technician know,cnfm appt
Technician never arrived,cnfm appt
The technician never arrived,cnfm appt
Service call,cnfm appt
Need the technician should knock on the door,cnfm appt
Just confirm that I will be home at three p.m. for the technician,cnfm appt
Technician is here and I don't understand,cnfm appt
I'm calling about pricing,cnfm appt
I just wanna make sure he's coming that's all,cnfm appt
No thank you everything is good thank you very much have a nice day,cnfm appt
I wanted to know if they're still coming,cnfm appt
I just wanted to know if they're on their way,cnfm appt
Appointment time,cnfm appt
Do I have to be there appointment,cnfm appt
Does anybody calls me,cnfm appt
Mike technician,cnfm appt
I was just making sure and I was just making sure that the other account wasn't messed with,cnfm appt
I'm calling about the Rhododendron modems,cnfm appt
It was supposed to be today,cnfm appt
One to check what I ordered,cnfm appt
Confirm,cnfm appt
I'm not I don't know it,cnfm appt
Yes I wanted to ask if the check will call me before he gets here,cnfm appt
Confirm confirm,cnfm appt
Oh yeah yeah I need to confirm today,cnfm appt
I just want to confirm it,cnfm appt
Call me I don't have one,cnfm appt
When is the technician call me,cnfm appt
That's that's what I needed to know thank you appreciate it,cnfm appt
Supposed to self install you understand get me a person,cnfm appt
What what appointment do I have,cnfm appt
Could you confirm the appointment,cnfm appt
Confirm,cnfm appt
Like to know the time the time he'll be here,cnfm appt
Wrong appointment time,cnfm appt
Yeah okay that's all I needed to know just making sure that my blackberry is still on schedule for today,cnfm appt
Check to see what time they're coming,cnfm appt
I just wanted to make sure that he was still coming between one and two today,cnfm appt
Thank you technician please,cnfm appt
Just tell me,cnfm appt
That's fine let's confirm Goodenough,cnfm appt
What what what time and date,cnfm appt
The technician,cnfm appt
No that's fine I'm waiting on him,cnfm appt
Confirm nineteen is going to be here by two p.m.,cnfm appt
Give me a call,cnfm appt
Check status,cnfm appt
Tech technician just left me a voicemail I think he's here,cnfm appt
Technician,cnfm appt
Yes call me,cnfm appt
Yes confirming,cnfm appt
Spectrum did not come to show up,cnfm appt
I was told my appointment was between eleven and noon,cnfm appt
Confirm arrival,cnfm appt
No thank you I was just confirming wondering what it was,cnfm appt
About appointment,cnfm appt
I want to come from the appointment,cnfm appt
I need to know if I lose service the whole time they're here,cnfm appt
Confirm that they're going to bring a router,cnfm appt
Appointment for updating our system,cnfm appt
Just to confirm that I will be here waiting for,cnfm appt
Wrong appointment time and date,cnfm appt
Correct,cnfm appt
Oh no one has arrived yet my appointment,cnfm appt
Confirm appointment,cnfm appt
Appointment date is incorrect,cnfm appt
I'm not gonna be home till one o'clock,cnfm appt
Who told you he has not come here yet,cnfm appt
When is it,cnfm appt
I need to know he's already here but he step out I don't know if dollar nine,cnfm appt
Just checking on the time I apparently yes,cnfm appt
That's all I needed to know thank you,cnfm appt
What time is he coming,cnfm appt
I wanted to confirm my appointment thank you,cnfm appt
I just wanted to make sure that I knew what day thank you very much,cnfm appt
That's fine just wanted to make sure thank you,cnfm appt
Just wanted to verify thank you,cnfm appt
Supposed to come they're trying to get over here today but they got here yet,cnfm appt
Ask a technician to bring booties and the mask,cnfm appt
What time should be here,cnfm appt
Well I just like to talk to see what he's going to do that technician,cnfm appt
Speak to dispatch,cnfm appt
Confirm,cnfm appt
That's fine that's good I'm waiting,cnfm appt
How many boxes is he bringing me I'm supposed to have five,cnfm appt
You have ready you confirm the time for me,cnfm appt
Technician,cnfm appt
Just come for I'm just confirming it,cnfm appt
When is my appointment for today,cnfm appt
I just wanted to make sure someone was coming out,cnfm appt
Shelby Michigan state had to have rock material saris Regis eight euros 4 to 2 mart,cnfm appt
I was told that appointment was going to be this morning and your saying is not,cnfm appt
You have the appointment this morning between eleven and twelve and that will be fine,cnfm appt
Confirm,cnfm appt
You can't I just called to confirm it,cnfm appt
The technician hasn't showed up and he hasn't called and I would like to know what is the problem noise becomes running late,cnfm appt
Well well the installer buoying remote,cnfm appt
I think to a technician rollbar mart please,cnfm appt
What time,cnfm appt
Just confirmed thank you,cnfm appt
I was just needing to know the time,cnfm appt
I would like to know what time the office is open where I can go in to get my appointment,cnfm appt
Confirm appointment,cnfm appt
Just checking in,cnfm appt
I have taken appointment,cnfm appt
My appointment the men already left right now thank you,cnfm appt
TV has no audio,cnfm appt
Haven't received my unit,cnfm appt
7 and 1's here and he already left,cnfm appt
I think that the technician called and couldn't get through because the phone doesn't work,cnfm appt
I need to make sure that the technician is coming due to the weather,cnfm appt
Somebody just called me and I was just calling number back,cnfm appt
Calling about my appointment this afternoon,cnfm appt
Hey hey what's up call for me at nine o'clock,cnfm appt
I'm waiting for him to call,cnfm appt
Because this should not be a service call,cnfm appt
This is not supposed to be a regular service call,cnfm appt
Did Skutch would like to discontinue the appointment,cnfm appt
Just confirmation on when they're coming when I called,cnfm appt
Just have him call before they come please,cnfm appt
I just wanted to know when it was that's all,cnfm appt
I need to know if somebody was coming in person,cnfm appt
That's all just want to confirm it,cnfm appt
December supposed to call to see if there is anything sooner,cnfm appt
It's pouring the rain I don't know how is gonna install anything,cnfm appt
Tell me what time the appointment is,cnfm appt
London security company connect me with someone please,cnfm appt
Yes appointment was supposed to be for today December twenty six between eight and nine a.m. to start,cnfm appt
Yes I need to assume a box somebody came in my house Glamis gold we do this Tillmans in the box what do I do that,cnfm appt
Hi I didn't get a phone but I don't tell them on here I'll be here,cnfm appt
Appointment time,cnfm appt
Confirm,cnfm appt
I don't remember I don't know,cnfm appt
I just wanted to confirm the time,cnfm appt
I received a call from someone center,cnfm appt
I just wanted to make sure that they were still we're still set,cnfm appt
Confirm my appointment,cnfm appt
I just want to make sure it was still on,cnfm appt
I was just checking the time,cnfm appt
Oh oh you just told me what I needed to know,cnfm appt
Okay the technician will call me right,cnfm appt
That's all I wanted to know,cnfm appt
I'm just waiting on the creek technician,cnfm appt
Tech tech,cnfm appt
I just wanna make sure that was that today between ten and eleven that's all I'm checking,cnfm appt
Confirm,cnfm appt
I need to tell,cnfm appt
Supposed to be from two to four,cnfm appt
When is the appointment,cnfm appt
No I I suppose that's fine,cnfm appt
That's it that's all I need to know,cnfm appt
No thank you I D guy that helped me a lot my TV no,cnfm appt
That's all I need to know thanks,cnfm appt
I'll be waiting Aby at home,cnfm appt
Somebody call me,cnfm appt
I just wanted to know what time they were coming,cnfm appt
I just confirmed,cnfm appt
Winnabow date,cnfm appt
Nothing just checking in,cnfm appt
I just need to make sure that you will be here,cnfm appt
Confirm the date and time,cnfm appt
Because we had nothing and we do not think it just needs to redo that box however you guys do that,cnfm appt
Confirm it,cnfm appt
Hi confirming appointment thank you,cnfm appt
I'll see the technician at ten o'clock,cnfm appt
That's perfect I'll be waiting for him,cnfm appt
I'm just verifying my appointment yes clarifying make sure that you gonna come,cnfm appt
Waiting for the call from the dispatch or that's what I'm doing waiting for a call,cnfm appt
That's all I need to know,cnfm appt
That's all I need to know,cnfm appt
It's all set we have no power we have no cable,cnfm appt
Minute hold on I'm on the phone is not checking appointment,cnfm appt
No that should do it I just wanted I wanted just I just want to double check that he will be here,cnfm appt
Keep the appointment,cnfm appt
No that's okay I'm just double I just want to make sure that I'm still on the bucks,cnfm appt
No technician is on his way,cnfm appt
Just confirming,cnfm appt
The technician on the way,cnfm appt
Because my service has been restored,cnfm appt
Someone was supposed to show up today and they didn't,cnfm appt
Where's the technician,cnfm appt
Tell me more,cnfm appt
No just wanted to make sure he was coming,cnfm appt
I believe the technician is there already,cnfm appt
I confirmed thank you bye-bye,cnfm appt
Okay bye no you have a good day okay bye-bye,cnfm appt
Technician called last,cnfm appt
My technician is and a half call,cnfm appt
Driver driver's trying to call,cnfm appt
Call driver,cnfm appt
Driver is trying to call me,cnfm appt
Mad technician,cnfm appt
Confirm it,cnfm appt
Confirmed thank you,cnfm appt
The technician just left the house where if you,cnfm appt
About my service,cnfm appt
To see why you guys called me this morning,cnfm appt
Asking why you called me this morning at eight o'clock,cnfm appt
Confirm it,cnfm appt
That's all I needed to know I'm good,cnfm appt
I just want to confirm it,cnfm appt
Where is my technician,cnfm appt
I'm calling about,cnfm appt
Dispatch,cnfm appt
I want to see if there's been any confirmation prior to my appointment,cnfm appt
Confirm appointment,cnfm appt
Call dad on Internet call,cnfm appt
I'm calling about set appointment Waymack for this morning,cnfm appt
I'm calling everything is good thank you,cnfm appt
I'm calling about my appointment,cnfm appt
Confirm,cnfm appt
That's all I guess they called me I'm sorry,cnfm appt
Just let me know when you get here,cnfm appt
I just want to confirm,cnfm appt
Appointment time,cnfm appt
The time of the appointment was changed,cnfm appt
Time change,cnfm appt
Confirm it,cnfm appt
To confirm my appointment,cnfm appt
Confirm appointment,cnfm appt
How do I confirm it,cnfm appt
How do I confirm,cnfm appt
No that's fine I just want to know that,cnfm appt
That's all I want to know,cnfm appt
Give me a technician,cnfm appt
Technician,cnfm appt
Tech services,cnfm appt
Tech services,cnfm appt
What time is my appointment,cnfm appt
What time what what time is the appointment,cnfm appt
You had me already thank you bye-bye,cnfm appt
Technician appointment,cnfm appt
I want to reconfirm,cnfm appt
He has not shown up yet what time you don't be here,cnfm appt
I would like to have the person text me when they will be headed over,cnfm appt
Confirm confirm confirm confirm yes yes yes,cnfm appt
I want to see the technician I'm all set that's wonderful thank you,cnfm appt
Hi just wanna make sure they are still on the way,cnfm appt
Speak to John at dispatch,cnfm appt
Confirm,cnfm appt
Confirm,cnfm appt
So the confirmation time is six p.m.,cnfm appt
I agree until twelve o'clock already she has not come yet,cnfm appt
The technician never showed up,cnfm appt
I received a call,cnfm appt
Walmart technician be here today,cnfm appt
