Input,INTENT
I need to know if I,cnfm appt
I just wanted to confirm it,cnfm appt
Just to confirm it,cnfm appt
I want to know if I can change the time of the appointment,cnfm appt
Please give me a call when I have a question I don't know the answer but I can give you the phone number to my daughter who knows the answer,cnfm appt
They were supposed come tonight,cnfm appt
Just confirm,cnfm appt
Yes confirm,cnfm appt
I would like to call mom fund,cnfm appt
I wanna confirm what time he's going to be here,cnfm appt
No that's good I just wanted the time,cnfm appt
Check status on driver,cnfm appt
I wanna see what exactly is the technician will be here to make sure he's coming soon,cnfm appt
I just calling to see if anybody was still coming or not that was supposed to be here between four and five o'clock,cnfm appt
Confirm,cnfm appt
Just checking,cnfm appt
I thought he was supposed to come today but now I know it's tomorrow,cnfm appt
Confirmation number,cnfm appt
It's confirmed,cnfm appt
Would you confirm my last Sunday appointment I didn't get,cnfm appt
They're trying to call and my phone's not working I just want to let them know that I'm here,cnfm appt
I wanna add an apartment number to that service call tomorrow,cnfm appt
I wondered if I can go to a store to swap out my modem instead of the appointment,cnfm appt
No I just wanna make sure he is but technic com,cnfm appt
Confirm appointment with a representative,cnfm appt
Confirm,cnfm appt
I just want to know if I will call me,cnfm appt
My appointment plan but he forgot,cnfm appt
Just wanted to make sure,cnfm appt
No thank you have a nice day,cnfm appt
No that's fine thank you give me a confirmation number,cnfm appt
Confirm it,cnfm appt
I just want to make sure he's coming I'm waiting,cnfm appt
I just want to confirm it,cnfm appt
Confirm a representative,cnfm appt
Well exactly appointment at somebody called from Backstrom,cnfm appt
There was supposed to be one today,cnfm appt
I have a further request for the technician to reset my modem,cnfm appt
I need to get technician back,cnfm appt
Don't know I don't know,cnfm appt
You have helped me be here thank you,cnfm appt
Someone,cnfm appt
Someone just call me and I was trying to call me back,cnfm appt
I'm sorry I got another call thank you,cnfm appt
Confirm appointment,cnfm appt
Just confirming,cnfm appt
I'm calling because Jeremy the technician was here,cnfm appt
Tech mission,cnfm appt
Jeremy was here and I want him to call me back,cnfm appt
I want Jeremy was here just a little while ago to call me back,cnfm appt
You know you have already helped me so I'm finished goodbye,cnfm appt
I thought he was calling at three o'clock that's what I was told,cnfm appt
Can you had technician to call me when you get here,cnfm appt
I was just making sure he was gonna be here between four and five they told me between four and five,cnfm appt
Estimate on when technician will be here,cnfm appt
Someone,cnfm appt
I was just wondering if you could tell me what the problem was why I'm not receiving service,cnfm appt
Technician was just sitting outside my house and I here,cnfm appt
I did not verify that appointment with Kevin in the middle of the night Kevin was just all over the place trying to set-up an appointment,cnfm appt
I want to check a line again,cnfm appt
The technician needs to re-damage,cnfm appt
Yes call me when you are,cnfm appt
Will I get a confirmation call,cnfm appt
I wanted to know if I was gonna get a call back when you didn't hear,cnfm appt
Confirm service,cnfm appt
Technician called me,cnfm appt
The technician called me but I I didn't pick up call,cnfm appt
The wrong technician is here,cnfm appt
Need a fiber technician here,cnfm appt
The wrong technician showed up,cnfm appt
I wanted to two people call,cnfm appt
I want you to call me a quarter not four,cnfm appt
Joe's restaurant technician on the way,cnfm appt
Thinking someone,cnfm appt
Confirm appointment,cnfm appt
Technician please,cnfm appt
Confirm appointment,cnfm appt
Appointment tomorrow,cnfm appt
Well you you let the technician coming I will be calling me and I will open the door for Hamberg eight,cnfm appt
Send a technician when they come here are they allowed to set-up a new TV,cnfm appt
Confirm appointment,cnfm appt
Verify appointment personnel,cnfm appt
What time will the technician get here today,cnfm appt
What time will they get here I haven't heard from anyone,cnfm appt
I just want to make sure you didn't you're a certain time that's it,cnfm appt
I just want to make sure that easier I don't know exactly what time you'll be here,cnfm appt
Well it's 5 to 3 just wanted to make sure he's somebody's coming,cnfm appt
There's no technician here,cnfm appt
Tracking technician,cnfm appt
Yes technician is there,cnfm appt
Confirm appointment,cnfm appt
What is the time,cnfm appt
I'm calling to confirm my appointment,cnfm appt
I would like to confirm my appointment,cnfm appt
I am confirming my appointment,cnfm appt
Well I want I want some people I want to receive phone calls today,cnfm appt
Yes please send confirmation,cnfm appt
3 to 7 selecting I don't know,cnfm appt
I want to know when they're gonna come and bury the line,cnfm appt
I just needed to make sure they were still coming,cnfm appt
Nothing I just wanted to know when it was in if they're coming,cnfm appt
The appointment is from three to four and I am confirming it,cnfm appt
I just asked you you didn't help me set my time,cnfm appt
Just wanted to verify,cnfm appt
You don't know what time is coming right,cnfm appt
Yes I'm confirming already right,cnfm appt
Confirm,cnfm appt
That's fine I was just checking to make sure I still have the appointment,cnfm appt
I just wanted to make sure that I still have the appointment on the twenty seventh,cnfm appt
I want to see the technician to come my apartment,cnfm appt
I haven't received I haven't seen ten love you come here,cnfm appt
Confirm,cnfm appt
Is it just checking,cnfm appt
Now I want someone,cnfm appt
I want to call me to call,cnfm appt
Speak to dispatch,cnfm appt
I'm Carney ford motor on there on the repairs I just wanna know Wi-Fi,cnfm appt
Okay I just wanted confirmation,cnfm appt
Thank you that's perfect I'll see the technician thank you,cnfm appt
Just confirming it,cnfm appt
Confirming details,cnfm appt
To verify,cnfm appt
I wanna know what time the driver will get here,cnfm appt
My appointment tomorrow,cnfm appt
To ensure the technician coming for the appointment tomorrow is the construction crew,cnfm appt
Yes this is for somebody call me at 2 to 3 three o'clock,cnfm appt
Reship already have service I'm sure I am just different things are,cnfm appt
I want to check on a technician,cnfm appt
Confirm,cnfm appt
No technician,cnfm appt
Is the technician coming,cnfm appt
Calling to calling to check on technician,cnfm appt
Where are they had they never called to confirm they was in route,cnfm appt
Main baseboard run a phoneline too but he said he didn't have it right now I don't know landline phone,cnfm appt
I just want to know about the appointment what time Saturday,cnfm appt
I want to tell them to just come over the technician to just come here without a phone call because my phone is not working,cnfm appt
Yes Sandy I'm waiting,cnfm appt
I want appointment before Christmas,cnfm appt
Yes just confirm appointment,cnfm appt
I just wanna verify to checking trying to make sure,cnfm appt
I have asked to call,cnfm appt
Technician,cnfm appt
Lauren connect me to an appoint technician appointment soon,cnfm appt
I'm calling about a Gmail that I got from speech,cnfm appt
I guess I'm okay thank system okay,cnfm appt
Yes I want to know why they haven't got here to technician never got here they said it was only way to my house and they haven't came,cnfm appt
The appointment time again,cnfm appt
Confirm appointment,cnfm appt
I just want to make sure they were coming I'm okay,cnfm appt
Date of a call at nine fifty one and I did get the phone call,cnfm appt
Okay I wanted to know why I was in the house I just doesn't tell me I would beaming outside,cnfm appt
I just want to know which I'm okay alright bye,cnfm appt
Just want to make sure that the technician will be able to access the building,cnfm appt
Correct return process,cnfm appt
I'm just waiting for the technician,cnfm appt
Confirming,cnfm appt
Oh that's okay okay and that's what I needed to know,cnfm appt
Yeah because I do not have been calling here,cnfm appt
Well what I'm wondering about what I want to say come,cnfm appt
Well I'm wondering about what this is about,cnfm appt
Well what I'm wondering about this one not television cut off,cnfm appt
That's also messed what I needed to know thank you,cnfm appt
Confirm,cnfm appt
Confirming,cnfm appt
Just confirming it,cnfm appt
Ask about my technician,cnfm appt
Where is the technician,cnfm appt
That's good enough that's all I want to know,cnfm appt
Nothing I just wanted to confirm it,cnfm appt
You know I have a hold,cnfm appt
That's it just wanted to confirm,cnfm appt
Just confirming,cnfm appt
I'm waiting for them now,cnfm appt
Confirming confirming,cnfm appt
Yes I know what it is,cnfm appt
Correct location,cnfm appt
Correct address,cnfm appt
I just wanted to know if they are coming,cnfm appt
Thank you just wanted to confirm,cnfm appt
Receive a call before technician's arrival,cnfm appt
Status of technician,cnfm appt
Double check on availability service,cnfm appt
Technician just left,cnfm appt
Information on where the driver is,cnfm appt
Checking to see when the technician wasn't supposed to be here at nine o'clock,cnfm appt
Not that they had just called me and I was just calling back,cnfm appt
My appointment was supposed to be today,cnfm appt
I just wanted to confirm my appointment for today,cnfm appt
That's it that's all I need to know,cnfm appt
Okay thank you no that's it I just wanted to know what the fuck are always about,cnfm appt
Want to see what time a call,cnfm appt
No just confirming thank you,cnfm appt
I got a call,cnfm appt
Confirm,cnfm appt
Wanna know why there is an appointment,cnfm appt
I don't know why there is an appointment can you please tell me,cnfm appt
Appointment time,cnfm appt
Its Betsy technician is here,cnfm appt
Confirmation of appointment,cnfm appt
I would like a sooner appointment,cnfm appt
Need to solicit list tomorrow,cnfm appt
That's that's it I just want to know,cnfm appt
No I'm waiting for a technician,cnfm appt
Oh I didn't know somebody trying to call me so I didn't know what was going on,cnfm appt
I was just calling to make euro,cnfm appt
Just just confirming it,cnfm appt
I would like to know,cnfm appt
Confirm install time,cnfm appt
This is to confirm,cnfm appt
Confirm,cnfm appt
When is it,cnfm appt
Just double checking,cnfm appt
I just wanna verify that you gonna be coming after five,cnfm appt
This someone coming,cnfm appt
I forgot that I'm I'm leaving for Maui tomorrow I won't be here on Saturday,cnfm appt
Yes I forgot that I'm I'm leaving the island tomorrow,cnfm appt
Yes I I I forgot that I I I'm leaving I'm leaving the island tomorrow I'm I'm going Kamali tomorrow,cnfm appt
Yes I need an appointment for this Saturday but I forgot that I'm leaving for Maui tomorrow,cnfm appt
I just wanted to confirm,cnfm appt
I just wanted to confirm that,cnfm appt
I just wanted to confirm,cnfm appt
Dispatch,cnfm appt
Dispatch,cnfm appt
Will be the technician,cnfm appt
I know about the appointment I'm okay,cnfm appt
You know what I don't remember it,cnfm appt
Verify address for technician is going,cnfm appt
It's confirmed,cnfm appt
Just want to know when the appointment for me that's all thank you,cnfm appt
I need to let them know that the doors downstairs will be locked so they'll have to call me so I can come down and unlock them,cnfm appt
Appointment time,cnfm appt
I don't know it I don't have it in front of me,cnfm appt
The technician pulled up to my house and took off,cnfm appt
The technician pulled up to my house and then took off,cnfm appt
Landline tech,cnfm appt
Is the appointment still on his economy,cnfm appt
Confirm,cnfm appt
Confirm,cnfm appt
I had a technician show up today even though my appointment is on Wednesday,cnfm appt
I had a technician show up today,cnfm appt
GEICO technician,cnfm appt
Direct me to the technician,cnfm appt
I receive a call right now,cnfm appt
If you're going to call me before arriving,cnfm appt
Know what to to make sure that he have the right number,cnfm appt
No I want to confirm appointment,cnfm appt
Appointment time,cnfm appt
You know approximately what time he'll come,cnfm appt
I would need to know if he's coming,cnfm appt
The technician has not shown up for an hour,cnfm appt
The technician has been six minutes away for about forty five minutes,cnfm appt
Where's the technician arrival time,cnfm appt
Talbots technician just called me on my cell,cnfm appt
Your technician technician to arrive,cnfm appt
Verify,cnfm appt
When is the driver going to get here,cnfm appt
I need to check on another appointment for this,cnfm appt
Just wondering to check newsroom lychfield Mauricio,cnfm appt
Tell me I was going to be December twenty third,cnfm appt
ETA on a technician,cnfm appt
Is the technician going to call before they come,cnfm appt
I just received a phone call that I missed my appointment being scheduled for today instead of Tuesday the twenty sixth,cnfm appt
Have technician call me when he arrives,cnfm appt
Have the technician call me when he gets here,cnfm appt
I just wanna make sure,cnfm appt
I just wanna confirm it,cnfm appt
Just want to confirm thank you confirmed,cnfm appt
Confirmed thank you,cnfm appt
Confirm it,cnfm appt
Confirm,cnfm appt
Well he called me,cnfm appt
Four p.m. on the account technician technician is not here,cnfm appt
Help me find a driver,cnfm appt
What time the technician be here,cnfm appt
I'm wondering if you have any sooner appointments,cnfm appt
I'm wondering if there's any appointments available for today,cnfm appt
The technician to come to the back door,cnfm appt
Call me to the back door,cnfm appt
I called to confirm and I think they said that it was for Friday the appointment,cnfm appt
I want to confirm the appointment,cnfm appt
I want to confirm that appointment,cnfm appt
Okay I just want to make sure he was on the way,cnfm appt
Technician support,cnfm appt
That's what I wanted to know,cnfm appt
That's that's it that's what I wanted to know if you'll be here between three and four,cnfm appt
Confirming my appointment,cnfm appt
Confirmation,cnfm appt
Confirming appointment,cnfm appt
I just I just wanted to make sure that the technician is coming,cnfm appt
I just wanted to know what time it was gonna be here,cnfm appt
Just checking the time thank you,cnfm appt
Confirming appointment,cnfm appt
I'm calling,cnfm appt
Somebody called from this number I was calling back,cnfm appt
Appointment time come on,cnfm appt
Appointment time,cnfm appt
I'm at home and I noticed that someone had called and I was calling I had another appointment at the doctor today,cnfm appt
Yes I wanted to call Karen,cnfm appt
I want the technician to call me,cnfm appt
So I was according to call me,cnfm appt
That's all I need to know,cnfm appt
Service details,cnfm appt
Confirm,cnfm appt
I just wanted to confirm it,cnfm appt
I just want to confirm it,cnfm appt
I want to check for an appointment,cnfm appt
I need to know when the technician will be there,cnfm appt
I would like to talk with them regarding my appointment,cnfm appt
You can help me because it's two o'clock and they didn't come yet they were supposed to be here at one they haven't come,cnfm appt
Just checking to timeliness comedy,cnfm appt
I would like to know if he's gonna be here by three o'clock,cnfm appt
Call technician,cnfm appt
Appointment time,cnfm appt
Appointment time,cnfm appt
Confirm,cnfm appt
Well I just called and I didn't get a phone in time to see who it was,cnfm appt
Confirm appointment,cnfm appt
I want you to check and see if they on their way,cnfm appt
Just going to happen,cnfm appt
Bank insurance gonna happen,cnfm appt
Confirm appointment,cnfm appt
That's all I need to know,cnfm appt
Technician,cnfm appt
That would be all I needed was the confirmation,cnfm appt
Confirming,cnfm appt
Yes appointment confirmation,cnfm appt
I want to know what time they're going to be here,cnfm appt
I have not heard from the technician,cnfm appt
Just checking time,cnfm appt
Yes when will the technician be here,cnfm appt
Could you give me a call when you are rude,cnfm appt
Call me in eight minutes,cnfm appt
Yeah that's okay I totally he was supposed to be here at one eighteen,cnfm appt
Confirming the appointment,cnfm appt
I was just checking to see what time he was coming,cnfm appt
Someone cut my cable line,cnfm appt
I want to get a technician address,cnfm appt
Technician,cnfm appt
Status of technician,cnfm appt
American technician,cnfm appt
Main came to my house somebody to call me back,cnfm appt
My service technician gave me a call and I would like to return his call,cnfm appt
Confirming the appointment,cnfm appt
No I'll just wait for the serviceman thank you,cnfm appt
That's fine that's all I needed to know if it was still on,cnfm appt
Just to verify,cnfm appt
Confirm it,cnfm appt
Confirm I want to confirm it,cnfm appt
No I just I just want the man to know that I'm going to be here,cnfm appt
Just wanted to confirm my appointment and that the technician was coming to my house,cnfm appt
I just wanna know when to expect Joshua,cnfm appt
I believe the technician just called and I could not get to the phone and ten,cnfm appt
No ma'am I was just confirming my appointment,cnfm appt
What was the date here,cnfm appt
Confirmation,cnfm appt
Just make sure he's coming,cnfm appt
About what time we showing up,cnfm appt
Technician,cnfm appt
Installer is supposed to be here and isn't,cnfm appt
Confirm,cnfm appt
Mike technician,cnfm appt
I'm confirming the appointment,cnfm appt
Waiting for my technician,cnfm appt
Confirm confirm,cnfm appt
Well I'm trying to confirm the appointment because I received a call from your office or from the,cnfm appt
Confirm my appointment,cnfm appt
No guess confirm an appointment NavTech day,cnfm appt
What time will the technician come,cnfm appt
What time will the servicemen come,cnfm appt
Just confirm it,cnfm appt
To someone,cnfm appt
Technician is not here,cnfm appt
First technician,cnfm appt
I was told it was tomorrow,cnfm appt
Just checking,cnfm appt
The time of the appointment,cnfm appt
Yes good I just wanted to confirm the custom list the phone calls thank you,cnfm appt
You're sending the gotta work on my Internet threateningly last time he was here,cnfm appt
Orders wondering if I could change because I'm still not feeling good,cnfm appt
You tell me menu,cnfm appt
Service call,cnfm appt
Time of appointment,cnfm appt
That's all I needed to know,cnfm appt
Nothing thank you I just wanted to make sure it's okay or none,cnfm appt
Verify appointment,cnfm appt
This is dictation call me,cnfm appt
The check that's servicing my house,cnfm appt
The time of my appointment,cnfm appt
Time of the appointment,cnfm appt
I don't need to be I'm expecting these people I don't need for you to tell me or do anything else further thank you so much,cnfm appt
That's all I need to know and I thank you,cnfm appt
I was just wanting to know what they still coming,cnfm appt
I want to know about my appointment,cnfm appt
No ma'am just have them come tomorrow,cnfm appt
Yes it is good to go I was checking appointment,cnfm appt
Hold it it was supposed to be today,cnfm appt
Where's my technician,cnfm appt
Technician missed the window,cnfm appt
My technician was supposed to be here an hour ago and they're not here yet,cnfm appt
The window is over and the technician is not here yet,cnfm appt
Just checking goodbye,cnfm appt
Date,cnfm appt
Thank you so I wonder that's all I wanted to know,cnfm appt
Thanks confirmation,cnfm appt
I'm just trying to see what time they coming out because nobody call me to confirm my appointment yes,cnfm appt
Verify,cnfm appt
What time is the appointment,cnfm appt
Service call,cnfm appt
I just time,cnfm appt
Even have one,cnfm appt
I was just checking that time so he'll be here between 10 and 11,cnfm appt
This is supposed to be here at ten,cnfm appt
I just wanted to confirm it,cnfm appt
Appointment time,cnfm appt
Tech,cnfm appt
I just wanted to know whether you call me,cnfm appt
That's okay I'll wait till ten o'clock,cnfm appt
Just wanna make sure you have the right address,cnfm appt
I don't know what it is what is it give me a dog my parents I don't know what it is,cnfm appt
Just confirming that is correct,cnfm appt
Detail,cnfm appt
So it's supposed to be 8 to 9,cnfm appt
I wanted to know the detail,cnfm appt
Technician,cnfm appt
Confirming appointment,cnfm appt
Text confirmation,cnfm appt
Just checking technician is coming today,cnfm appt
An issue with my appointment the technician left,cnfm appt
Confirming,cnfm appt
I want to verify you have the right address,cnfm appt
About lost my tech appointment,cnfm appt
I want to check to make sure I gave you have the correct address,cnfm appt
I want to confirm it,cnfm appt
Just calling to make sure you comment,cnfm appt
Where is technician,cnfm appt
Technician put somebody on the line,cnfm appt
Just let the fellows know the technician know that it might be that he might need a new remote control,cnfm appt
I just wanted to let the gentleman Jameses name was,cnfm appt
Hey just confirming,cnfm appt
Hey Jeff Moore just checking had to go in,cnfm appt
Yes get me a technician,cnfm appt
Could you tell me the time of the appointment again,cnfm appt
Okay I need someone to come get this to work off,cnfm appt
Lesson somebody call me,cnfm appt
Yes technician drove off without reading without coming to the front door,cnfm appt
Confirmation,cnfm appt
Appointment time,cnfm appt
I will be right here waiting for them,cnfm appt
Appointment time,cnfm appt
Hello Jessica's been confirmed thank you,cnfm appt
Just wanted to confirm it confirmed,cnfm appt
I want to know why they're coming at ten live person,cnfm appt
Confirm my appointment,cnfm appt
No that's fine I just wanted to know okay thank you,cnfm appt
No show no technician,cnfm appt
I wanted to check to see what the complaint was,cnfm appt
Yes that's confirmed thank you,cnfm appt
Technician,cnfm appt
That's confining confirm it,cnfm appt
I want to verify the appointment is going to be held today between three and four,cnfm appt
I don't know it don't have one,cnfm appt
I'm just calling to confirm so he can come on out,cnfm appt
I want to keep that appointment yes,cnfm appt
I want to keep my appointment Warnick,cnfm appt
I want my appointments I want to keep my appointment,cnfm appt
Technician phone number,cnfm appt
Dispatch call,cnfm appt
Well respective call me I guess to remind me about the appointment but,cnfm appt
Is the technician here,cnfm appt
No I just want to know if they're gonna keep us,cnfm appt
Just making sure the man is coming,cnfm appt
I don't know the security code I need a long time I don't know it,cnfm appt
Nothing I just want to confirm,cnfm appt
Just to make sure he still had appointment,cnfm appt
I'm calling because you keep calling on my cell phone I want him to call me on my home phone,cnfm appt
I want a technician to call me on my home phone not my cell,cnfm appt
Appointment time,cnfm appt
Thank you no scheduled appointment thank you,cnfm appt
What is the date,cnfm appt
Time,cnfm appt
That's all I need to know,cnfm appt
Verify dental,cnfm appt
Thank you that's what I wanted to know thank you,cnfm appt
I just want to make sure you still coming,cnfm appt
I just wanted to make sure it was for tomorrow,cnfm appt
Oh I I just wanted to make sure it was for tomorrow,cnfm appt
Appointment is fine I just got a reminder of the wrong appointment,cnfm appt
Because I could just got a confirmation of the wrong appointment,cnfm appt
He has not shown up,cnfm appt
Well they've already called me and I couldn't get to the phone on time have them call me on my landline,cnfm appt
I will call me back,cnfm appt
Do you have a link so I can find out where the tech mission hills is not here yet,cnfm appt
Yes send the link again because the technician is not here yet sneering six o'clock,cnfm appt
They were supposed to call me today with an appointment sooner than Friday,cnfm appt
Confirming,cnfm appt
Call technician,cnfm appt
Call technician,cnfm appt
Confirmed,cnfm appt
Tell me,cnfm appt
No thank you very much have a nice day,cnfm appt
Confirming appointment,cnfm appt
That's fine just wanted to confirm,cnfm appt
O P one of the technicians that,cnfm appt
No technician has a lot,cnfm appt
No one has com,cnfm appt
I just was checking on the status,cnfm appt
Technician didn't come,cnfm appt
I need tech,cnfm appt
See if he's going to be on time,cnfm appt
You called me I'm calling you back bye,cnfm appt
Time,cnfm appt
You called me so I'm calling back,cnfm appt
Someone called my number someone called my phone,cnfm appt
Oh god dammit I want to know when the technician is going to show up,cnfm appt
I want to make sure the technician shows up,cnfm appt
I want to make sure all tech missions going to show up,cnfm appt
I already told me it was supposed to be today,cnfm appt
What was supposed to be today,cnfm appt
I don't know I don't know what Fromer TV dollar thing,cnfm appt
Confirm,cnfm appt
I was just wondering if she was gonna be here any specific time,cnfm appt
Update,cnfm appt
Thank you thank you very much I was just confirming,cnfm appt
My quarter call call home phone,cnfm appt
Technician not here,cnfm appt
No call him call technician,cnfm appt
Call technician,cnfm appt
Checkmate technician appears to be lost,cnfm appt
Okay because they tried to call me and I couldn't and I lost up,cnfm appt
Just wanted to know the time,cnfm appt
It's not confirm,cnfm appt
It's not with the appointment I have no television reception now,cnfm appt
That's fine I just want to know if you coming,cnfm appt
Technician will come today,cnfm appt
Technician will be coming today,cnfm appt
No I'm okay I'm okay it's concerning yes I just confirmed confirm the appointment that's it,cnfm appt
To confirm my appointment,cnfm appt
What is the time of the appointment,cnfm appt
I was calling to confirm the appointment,cnfm appt
Okay just verifying,cnfm appt
I just wondered if they were coming or not,cnfm appt
Just wanted confirmation,cnfm appt
What time is the appointment with time you'll be here,cnfm appt
I need to know when he will be here,cnfm appt
It's after six I want to know what he's coming,cnfm appt
All I want to know is am I getting the Internet on my TV,cnfm appt
Can you can you tell me if I'm on the Internet or not,cnfm appt
The appointment time is wrong,cnfm appt
The technician said that they were going to try to accelerate the appointment make it sooner,cnfm appt
The appointment time is wrong on,cnfm appt
Well I'm calling regarding the appointment tomorrow,cnfm appt
Have them call or text upon arrival,cnfm appt
I'm confirming the appointment for tomorrow,cnfm appt
Confirm,cnfm appt
Appointment time,cnfm appt
You know they're coming tomorrow,cnfm appt
I was just wondering what time he was gonna get here,cnfm appt
I need to know when he's gonna be here,cnfm appt
Status,cnfm appt
That's correct I'm calling midnight America,cnfm appt
Just make sure that Gauger,cnfm appt
Details,cnfm appt
I'm just making sure they're gonna be here,cnfm appt
Tell me what's happening Friday,cnfm appt
Wait for technician,cnfm appt
Kendall technician phone number,cnfm appt
When will the technician arrive,cnfm appt
Please confirm my appointment,cnfm appt
Where is my technician,cnfm appt
Where's my technician,cnfm appt
Timing,cnfm appt
Call good see you tomorrow,cnfm appt
No they have become sooner,cnfm appt
No well I'm just waiting for Luzius before I've already,cnfm appt
This is still scheduled to come,cnfm appt
Someone,cnfm appt
That's what I wanted to know thank you,cnfm appt
No thank you have a good day,cnfm appt
Just making sure they're gonna be here,cnfm appt
Send technician is here he is not,cnfm appt
Technician arrives he is not here,cnfm appt
I confirm I request that appointment,cnfm appt
I am looking to an appointment as soon as possible,cnfm appt
Just making sure he's coming,cnfm appt
Haven't heard from technician,cnfm appt
Good thank you I'm waiting okay thank you,cnfm appt
I was calling to see is he coming today,cnfm appt
Technician please,cnfm appt
Technician is not there,cnfm appt
I had a technician here but he left,cnfm appt
Tell me time,cnfm appt
Just calling to confirm,cnfm appt
Confirm appointment,cnfm appt
Hello Richmont technician,cnfm appt
Two seven seven one four two eight oh three I don't know which one it is,cnfm appt
Please check and see if you still on the way it's about four thirty,cnfm appt
Is the technician still coming,cnfm appt
I'm just confirming,cnfm appt
Can you confirm my appointment,cnfm appt
I can confirm that I,cnfm appt
No no no later later appointment customer service representative please,cnfm appt
It was supposed to be today,cnfm appt
Existing appointment,cnfm appt
The TV rebooted after I made the appointment,cnfm appt
Okay thank you very much that's all I needed to know,cnfm appt
Today have the right address,cnfm appt
Have you rebooted my system,cnfm appt
Just wanted to confirm,cnfm appt
Confirming,cnfm appt
What time,cnfm appt
Confirm it,cnfm appt
Do I need to confirm it,cnfm appt
No just let tech know they left a message for me I was unable to answer the phone,cnfm appt
Mike technician is not here,cnfm appt
Registered tech arrives,cnfm appt
Confirmed,cnfm appt
Tell me on a phone with customer service,cnfm appt
I I just received a call and I'm calling back,cnfm appt
That's what I want to know what time you'll be here thank you goodbye,cnfm appt
I just wanted to make sure that you didn't mean that person is coming,cnfm appt
Okay what is your day,cnfm appt
The time itself I'm sure that,cnfm appt
I'm talking about the appointment tomorrow,cnfm appt
Confirm arrival time,cnfm appt
What time will my technician be here,cnfm appt
He's on his way so that's what I wanted to know thank you,cnfm appt
I just wanted to be sure he knew I was here,cnfm appt
Technician,cnfm appt
I need to confirm the address,cnfm appt
I was wondering if somebody can come tonight to do a Zelle appointment instead of tomorrow,cnfm appt
Notification of what time exactly,cnfm appt
Appointment time,cnfm appt
Just making sure they're coming,cnfm appt
I don't remember I don't know the security code,cnfm appt
I has to know that they're on their way,cnfm appt
I can confirm,cnfm appt
When is the appointment,cnfm appt
I just wanna make sure he's on the way calling,cnfm appt
To check on my appointment,cnfm appt
Can you check the technician,cnfm appt
Call technician,cnfm appt
