input,intent
I'm right there is that I want to know where you could get it,cnfm appt
Appointment time,cnfm appt
Card technician,cnfm appt
They called me already and I was sleeping I denounces a phone,cnfm appt
Yes you can help me by calling to geyser falls on the miles I think they call me but I was sleeping out about the phone,cnfm appt
What will the technician do,cnfm appt
Hey hey hey hasn't come yet,cnfm appt
You called me anywhere you want,cnfm appt
Just confirming that tech is on the way,cnfm appt
Just checking on it,cnfm appt
Time technician supposed to show,cnfm appt
I just want to know what time,cnfm appt
Check status,cnfm appt
I thought we had an appointment today,cnfm appt
Appointment time,cnfm appt
Appointment time,cnfm appt
I just want to be sure he's on time is gonna be definitely on time,cnfm appt
No just called to confirm thank you so much,cnfm appt
Just confirming it I'll be here,cnfm appt
Nothing just confirming,cnfm appt
Yes I answered well I have two P C for the technician come out,cnfm appt
I'm calling about the wire being across the road,cnfm appt
What I like to know if there is any this appointment,cnfm appt
The appointment was supposed to be for December twentieth between three and four not today,cnfm appt
I'm just here waiting on a technician,cnfm appt
Yes I'm here waiting,cnfm appt
Confirm,cnfm appt
Tech mission,cnfm appt
Oh I just got a call from this number to call back,cnfm appt
Confirm appointment,cnfm appt
Hello I just need you know and and I think somebody call me about my appointment,cnfm appt
We just wanted to make sure he's coming for me,cnfm appt
It has to do with your appointment,cnfm appt
I just wanted to know the time,cnfm appt
I don't have it right here in front of you know I I don't,cnfm appt
Check services for the appointment,cnfm appt
Technician,cnfm appt
Thank you confirming the call,cnfm appt
You guys called me,cnfm appt
That's fine just confirm that we just want to know for sure thank you,cnfm appt
No that's fine I just wanted confirmation thank you,cnfm appt
I'm waiting on you,cnfm appt
Confirm,cnfm appt
I was just wondering what time thank you,cnfm appt
Just want to confirm,cnfm appt
Waiting on the technicians thank you,cnfm appt
Tell me,cnfm appt
I'm waiting thank you,cnfm appt
Hi I just wanted to say that I don't have any Internet either I just realize that,cnfm appt
Tell me,cnfm appt
Yes I'm calling I'm trying this call,cnfm appt
Confirm,cnfm appt
Confirm appointment,cnfm appt
It is it is confirmed,cnfm appt
It is confirmed to speak with customer service,cnfm appt
Just checking that,cnfm appt
Confirm appointment,cnfm appt
Just confirm,cnfm appt
I was called and I told me he would be here in 7 to 9 minutes and he has not arrived and I was concerned that he could have an accident,cnfm appt
Four is that correct is that correct they're coming between three and four please,cnfm appt
Someone called me this morning from your company,cnfm appt
I'm just confirming it,cnfm appt
I was just compared to make sure the right time,cnfm appt
Technician,cnfm appt
Please confirm for today correct,cnfm appt
I was just calling to confirm the apartment,cnfm appt
Yes I just had a call I think it's to confirm the appointment,cnfm appt
I was away no apartment but Monday we have,cnfm appt
Oh that's okay I just got a call,cnfm appt
Appointment time,cnfm appt
Yes I'd like to take the first appointment from eleven to twelve,cnfm appt
I just wanted to be confirmed that they will be here,cnfm appt
I think you just I just want to be sure that they're gonna be here tomorrow,cnfm appt
I just got a call calling,cnfm appt
That's good okay I'm just checking to see what time they're coming thank you,cnfm appt
I just want to confirm it,cnfm appt
You called me,cnfm appt
Hi just called me and I couldn't get in bed and I wanna know it was okay,cnfm appt
Where's the technician,cnfm appt
I want to know if a day on the way to my house is not a cloud now,cnfm appt
I'll be waiting,cnfm appt
I don't know what this appointment for,cnfm appt
Yep we're supposed to be a eight o'clock,cnfm appt
Appointment time,cnfm appt
I just need a reminder one p.m. today is what I wanted to know thank you,cnfm appt
I want to have someone out here today,cnfm appt
Because they just called me,cnfm appt
I am just checking the time he'll be here,cnfm appt
I'm keeping my appointment I do remember that's all I have thanks thank you,cnfm appt
Okay is that why they called me this morning,cnfm appt
Oh that that complex after all I wanted to know,cnfm appt
Confirm it,cnfm appt
You just called me,cnfm appt
In about two o'clock let me know,cnfm appt
Yeah I know a little bit later later time on that,cnfm appt
Thank you tell me my name,cnfm appt
Service call,cnfm appt
Just verifying still on schedule,cnfm appt
I just want to make sure this confirms,cnfm appt
It's all done confirm,cnfm appt
Hey what they confirmed confirm that,cnfm appt
Yes technician,cnfm appt
I don't know you called me,cnfm appt
I want to confirm that the box records that they're swapping,cnfm appt
I'm not gonna be able to take the appointment,cnfm appt
I wondered if I could change someone to come this morning,cnfm appt
I wondered if someone could come this morning,cnfm appt
Just wanna make sure they're still coming,cnfm appt
You called me so I'm calling you back,cnfm appt
Someone called this morning,cnfm appt
Just wanted to verify the appointment,cnfm appt
Thank you very bad when they're the technician will be,cnfm appt
That's confirmed so we're all set,cnfm appt
That time is correct just confirming it,cnfm appt
Correct,cnfm appt
Correct,cnfm appt
Correct,cnfm appt
Details,cnfm appt
What time is my appointment,cnfm appt
No I am no one to open the door to someone,cnfm appt
Confirm my appointment,cnfm appt
What is the date of my appointment,cnfm appt
Verify my address,cnfm appt
Verify my address,cnfm appt
I want to verify my address,cnfm appt
I just want to give my daughter's telephone number for them to call,cnfm appt
Wi-Fi is working my Wi-Fi is working,cnfm appt
I just want to make sure the technician is coming,cnfm appt
I just want to understand that the technician was going to get there by seven p.m.,cnfm appt
I'm calling information four one one,cnfm appt
Confirming an appointment,cnfm appt
I'm calling because my TV is blank when it came back on everything was fine except I have no sound,cnfm appt
Appointment time,cnfm appt
Do you know Siri I have no idea zero nine zero nine,cnfm appt
Where's my technician,cnfm appt
That's all I wanted to know,cnfm appt
I was just wanted to confirm my appointment,cnfm appt
Where is my technician,cnfm appt
Yes I'm confirming I'm confirming,cnfm appt
Just making sure it was still happening,cnfm appt
That was not the correct time to come between five and six,cnfm appt
Just make sure that he comes within twelve minutes,cnfm appt
You've got the information just make sure you performed,cnfm appt
Just please make sure he comes today within thirteen minutes,cnfm appt
Just make sure that he comes today,cnfm appt
You see a technician,cnfm appt
Just make sure that he comes in nineteen minutes I will be waiting outside,cnfm appt
Just make sure that he comes I will be waiting outside,cnfm appt
Just make sure he comes,cnfm appt
What time are they going to get you,cnfm appt
Just make sure you can't come today because I have no television until he comes and fixes,cnfm appt
I just want to make sure that the man comes back because I didn't even waiting outside so that I don't miss him,cnfm appt
That's why they were calling I don't know thank you,cnfm appt
Supposed to be tomorrow morning,cnfm appt
To find out other available appointment time,cnfm appt
I just wanna make sure you got euro morning I'm here,cnfm appt
I just wanted to know what date it was,cnfm appt
Just confirmed,cnfm appt
Confirm it for me,cnfm appt
I'm call,cnfm appt
Want to confirm my appointment for today,cnfm appt
Give me a technician,cnfm appt
Correct recognition,cnfm appt
Status of the technician,cnfm appt
Confirmed,cnfm appt
The technician on the way,cnfm appt
That's fine I just wanted to confirm that the appointment was still,cnfm appt
Give me the time again,cnfm appt
Just checking to see where the technician is,cnfm appt
No I want my original time,cnfm appt
I want to know if my phone is working right now,cnfm appt
Do you know what time they will be here,cnfm appt
When is my next appointment I need it for Wednesday,cnfm appt
Confirm,cnfm appt
Nothing I just wanted to verify that it was still on for tomorrow,cnfm appt
Just want to verify it's still on books,cnfm appt
The technician needs to bring an extra long ladder,cnfm appt
Can you confirm date,cnfm appt
No you called me,cnfm appt
Just wanted to confirm appointment,cnfm appt
I'm confirming it,cnfm appt
Y'all called me,cnfm appt
Well now I'm telling you know the little euro here okay call,cnfm appt
Technician coming,cnfm appt
Technician,cnfm appt
I need a technician,cnfm appt
Bob technician,cnfm appt
Confirming,cnfm appt
Confirm,cnfm appt
Confirming,cnfm appt
Technician,cnfm appt
I just saw that an email that my information has been changed so I was wondering what what seven,cnfm appt
What time does W get,cnfm appt
I wasn't aware that you had it down to a time it's I'm wondering if they would be able to do it over the phone at this time,cnfm appt
Confirming my appointment,cnfm appt
I want to keep the appointment keep it,cnfm appt
Confirm,cnfm appt
Waiting for a technician,cnfm appt
Okay I'm waiting for the technician to come here not right now,cnfm appt
Just wanted to confirm times,cnfm appt
This service has been restored,cnfm appt
Confirm it,cnfm appt
Waiting for a technician to get here,cnfm appt
Late can you tell me,cnfm appt
Checking to see if my appointment,cnfm appt
Waiting for a technician again,cnfm appt
Well they said it wasn't someone out today but since I got appointment for Wednesday I guess I have what Doreens,cnfm appt
Someone was supposed to come out today,cnfm appt
What time is it getting it again please,cnfm appt
Okay now when I'm waiting for the technician to get here,cnfm appt
Waiting for a technician right now,cnfm appt
Here I waiting for technician to get here,cnfm appt
Supposed to be today not tomorrow,cnfm appt
It's supposed to be tomorrow today,cnfm appt
I need to confirm that please,cnfm appt
Just wanted to know what time they're coming just to clarify,cnfm appt
That's okay that's good I'm just calling to confirm a phone,cnfm appt
I just want to know what they coming today to be yes I'm okay,cnfm appt
Call me when it here,cnfm appt
Checking appointment,cnfm appt
Confirm appointment,cnfm appt
Confirm,cnfm appt
Oh just calling back the technician has called,cnfm appt
I'm just calling to see what time they were coming,cnfm appt
I'm just checking to see what time they will come in,cnfm appt
Dispatch,cnfm appt
Nothing to help I'm waiting for the technician,cnfm appt
Technician,cnfm appt
Appointment date,cnfm appt
When will tech arrive,cnfm appt
To someone,cnfm appt
No I need to verify appointment,cnfm appt
Wrong date,cnfm appt
And I'm I'm I'm waiting on,cnfm appt
No thank you I'm waiting on,cnfm appt
Wrong date,cnfm appt
Confirm appointment,cnfm appt
Verify,cnfm appt
To confirm three appointments,cnfm appt
Somebody called and I don't know who they wanted to talk to me about the appointment but I don't know,cnfm appt
Just wanted to confirm,cnfm appt
Confirmed,cnfm appt
Confirm confirm,cnfm appt
Correct,cnfm appt
They were supposed to be here at four o'clock,cnfm appt
Okay thank you know that's that's it I wanna confirm it,cnfm appt
I wanna make sure sure does this reconfirm,cnfm appt
Nothing just confirming it,cnfm appt
I want to confirm an talk to,cnfm appt
I want to confirm it,cnfm appt
Confirm it,cnfm appt
No I just want to take it and tell you guys thank you very very very very much you guys do a great job,cnfm appt
I'm waiting for my I'm waiting for the technician,cnfm appt
That's okay that's all I needed to know if they were Kynman,cnfm appt
We had to have an appointment sooner than that,cnfm appt
Confirm,cnfm appt
I just want to make sure it was confirmed,cnfm appt
Verify channels,cnfm appt
Confirm,cnfm appt
Is the appointment confirmed,cnfm appt
Confirm the appointment,cnfm appt
About the technician,cnfm appt
Appointment time,cnfm appt
I need to know appointment,cnfm appt
I need to know,cnfm appt
Confirm,cnfm appt
Yes technician please,cnfm appt
Confirming,cnfm appt
No way I just wanted to know when he was coming,cnfm appt
Please have the technician call us when it's coming,cnfm appt
I had an appointment today and need it today,cnfm appt
Gave me a call,cnfm appt
Nothing you just called me,cnfm appt
Okay I was just checking to make sure because it's cornered for now and I haven't gotten any message that way or anything,cnfm appt
You called me first,cnfm appt
I will be there for o'clock confirm,cnfm appt
Love you know I will be there for car,cnfm appt
Just wanted to know I will call,cnfm appt
Hey tell me who is coming around three o'clock,cnfm appt
Verify the date and time again please,cnfm appt
No that's fine I'm I'm waiting for him thank you very much,cnfm appt
I want to know when he's going to be coming here,cnfm appt
I want to know where he is,cnfm appt
Status of appointment,cnfm appt
Status of technician,cnfm appt
Let me know if the technician is is going to be here,cnfm appt
Technician has is not here yet,cnfm appt
Technician is not here is gonna be two o'clock,cnfm appt
I like to know nobody called,cnfm appt
When is the technician supposed to arrive,cnfm appt
Okay that's all I wanna know,cnfm appt
Just a second let me write this down please tomorrow,cnfm appt
Wondering what time you said something out there or somebody supposed to come here tomorrow,cnfm appt
My phone was supposed to be fixed by now it's gonna be tomorrow and I have another appointment in the morning,cnfm appt
Your technician on call today,cnfm appt
Verifying,cnfm appt
Verifying time and date,cnfm appt
I just wanted to confirm that,cnfm appt
I'm calling about my appointment today,cnfm appt
I saw the technician go by the house Benanti,cnfm appt
That's correct okay,cnfm appt
I saw the spectrum technician driving past my house we never stopped,cnfm appt
I just wanted to check I just wanted to check whether they could be here between three and four between four and sunny,cnfm appt
We just wanna make sure,cnfm appt
I just want to let everybody know that yes we still one of the appointment,cnfm appt
Where is my technician,cnfm appt
Text a technician,cnfm appt
Tell me they told me to be here between twelve and one,cnfm appt
Oh I'm sorry I don't know the time now,cnfm appt
Confirm,cnfm appt
Confirm it,cnfm appt
Confirm,cnfm appt
I just wanted to make sure someone's coming,cnfm appt
Where technician,cnfm appt
I would like to know if there's a change in my calls,cnfm appt
Confirmed,cnfm appt
Tell me what now,cnfm appt
My appointments not till three,cnfm appt
Calling about my appointment,cnfm appt
No I appreciate it very much thank you have a very good day,cnfm appt
I just need confirmation,cnfm appt
It's about the appointment today not tomorrow,cnfm appt
Appointment time,cnfm appt
Home ETA driver technician,cnfm appt
Confirm appointment,cnfm appt
I'm calling to to let you know that my sound is back on,cnfm appt
Confirm my appointment,cnfm appt
Status,cnfm appt
That's okay I can't I I will wait for the guy thank you,cnfm appt
Call me,cnfm appt
Yes tech running behind,cnfm appt
Call Karen Tuesday appointment about TV cottonwood drive,cnfm appt
Confirming,cnfm appt
Request a specific technician,cnfm appt
Request a technician,cnfm appt
What time is it,cnfm appt
Do you have any appointments open for this afternoon,cnfm appt
I don't know my security code I don't know,cnfm appt
Confirming,cnfm appt
You guys called me,cnfm appt
Let him know I am home and waiting for him,cnfm appt
Confirm today's appointment,cnfm appt
Scheduled appointment,cnfm appt
Wonder update,cnfm appt
Oh supposed to get it expedited,cnfm appt
Appointment Time does not work for me,cnfm appt
To someone please,cnfm appt
The time for that appointment does not work for me,cnfm appt
Confirm,cnfm appt
I wanna know why my cable is not on,cnfm appt
That time does not work and they were supposed to call me back and I haven't,cnfm appt
Technician needs to wear a mask,cnfm appt
No just make sure he wears a mask,cnfm appt
Then why did you call me,cnfm appt
I don't know you just called me,cnfm appt
I'm not gonna be here working with you guys you guys working gonna be here,cnfm appt
I want to know entombment,cnfm appt
Yes I wanna know where are you,cnfm appt
I wanna sooner appointment for technician,cnfm appt
Was supposed to set an appointment for today,cnfm appt
Location of my technician,cnfm appt
Track my technician,cnfm appt
Where's my technician,cnfm appt
Hi supposed to get connection today,cnfm appt
Correct and appointment,cnfm appt
Listen to give me a call,cnfm appt
Confirming appointment,cnfm appt
The appointment time is okay go ahead and have the technician come out,cnfm appt
I just wanna know I didn't want to come today that's all thank you eight nine,cnfm appt
I just wanna know when you coming today,cnfm appt
Security code I didn't know I had one of them,cnfm appt
Correct,cnfm appt
What time is it,cnfm appt
Vanstone I just want to know the time,cnfm appt
I noticed that the technician was here,cnfm appt
Nothing I just want to check on it,cnfm appt
Speak with dispatch,cnfm appt
I just want to get a confirmation you gave it to you,cnfm appt
Someone called me a few minutes ago from this number dollar,cnfm appt
Confirm appointment,cnfm appt
Hey supposed to be here at nine I've got places to go to,cnfm appt
They called I didn't answer that I I didn't get to the phone in time,cnfm appt
I don't know my security code you give me someone to talk with you,cnfm appt
I want to know if I still need the appointment,cnfm appt
Heidi remember what time,cnfm appt
I just wanted to make sure I still had it,cnfm appt
Update on arrival time,cnfm appt
I have questions about the Internet install Internet itself considering the amount of time that I've been left without Internet,cnfm appt
I keep saying I just wanna make sure that the technician is coming between one and two,cnfm appt
No I just want to make sure that they're still coming,cnfm appt
I'm all set now I just want to know the time for sure,cnfm appt
Just let him know that I'm here,cnfm appt
That's it just need to verify,cnfm appt
Because I got a telephone call,cnfm appt
Tech mission.com,cnfm appt
Checking appointment,cnfm appt
Technician must call,cnfm appt
Technician must call me when he gets here,cnfm appt
Technician must call me,cnfm appt
We haven't been given a security code,cnfm appt
When technician gets here he must call me intercom problems,cnfm appt
Status update,cnfm appt
Technician,cnfm appt
Verification of appointment for a check,cnfm appt
Details,cnfm appt
Wanted time,cnfm appt
What's scheduling,cnfm appt
No thank you have a good day bye,cnfm appt
Confirm,cnfm appt
I just want to set appointment information,cnfm appt
I just wanted to know,cnfm appt
Confirming tomorrow's appointment two p.m. to three p.m.,cnfm appt
You know how many time I've called you and gave you my security for my address and I usually speak to nothing,cnfm appt
Confirm,cnfm appt
I'm just confirming,cnfm appt
Confirmation that's all I needed thank you,cnfm appt
Confirm,cnfm appt
That's fine that's that's good that's all I needed to know,cnfm appt
I just want to make sure that you say Hun department honey I want to make sure okay,cnfm appt
Just calling to confirm I missed the phone call,cnfm appt
Hello I just want to make sure that they coming okay,cnfm appt
I'm waiting on a technician,cnfm appt
Make sure the time distance call,cnfm appt
I just want to confirm that I do have an appointment,cnfm appt
I just want to confirm an appointment,cnfm appt
Thank you for confirming that he was going to be here,cnfm appt
I'm fine with me but I just wanna make sure you go mayhair,cnfm appt
What time is my appointment,cnfm appt
I just want to confirm it,cnfm appt
If you gonna call me before you come,cnfm appt
It's okay to confirm,cnfm appt
Time,cnfm appt
No I just want to make sure that will be here tomorrow between eight and nine o'clock is that correct,cnfm appt
Hello I want to do is confirm cents thank you,cnfm appt
I'm calling to confirm my,cnfm appt
Confirm,cnfm appt
That's fine I didn't know what time I was just that's fine,cnfm appt
I don't know no he's coming tomorrow morning,cnfm appt
Confirm,cnfm appt
No I'm just checking to make sure thank you,cnfm appt
Get in touch with a technician,cnfm appt
Nothing just confirming,cnfm appt
Tell me,cnfm appt
Yes confirming my appointment,cnfm appt
I just want to know if it was confirmed that's all,cnfm appt
Confirm,cnfm appt
Date to customer service,cnfm appt
Is it confirmed,cnfm appt
I just wanted to confirm a service between four and five,cnfm appt
Service technician,cnfm appt
Can you tell me where you know,cnfm appt
I would like to leave instructions for the doorbell,cnfm appt
What time,cnfm appt
I want to confirm it,cnfm appt
That's all I needed that's all I need I just want to confirm it thank you,cnfm appt
I wanna confirm it,cnfm appt
Do I have an appointment on Tuesday,cnfm appt
Correct address,cnfm appt
That's good that's what I needed to know thank you,cnfm appt
When is my appointment,cnfm appt
I just want to confirm my appointment,cnfm appt
Follow up on a previous phone call,cnfm appt
Tell me the time,cnfm appt
That's all I need to know,cnfm appt
I just need to confirm it yes,cnfm appt
Confirm,cnfm appt
Okay I just want I want to confirm it,cnfm appt
That appointment is fine I would like to hold,cnfm appt
Confirm appointment time,cnfm appt
I need to know if there's a phone with the service I just need to know the details,cnfm appt
I'm calling to confirm,cnfm appt
Yes I don't happen my appointment went from Monday to Tuesday I don't know what happen,cnfm appt
Someone has been trying to call,cnfm appt
What time is he coming,cnfm appt
Yes nobody has come yet,cnfm appt
Just verifying,cnfm appt
Just just let you know I'm three minutes behind him,cnfm appt
8 to 1 I don't know what it is I don't know what it is,cnfm appt
No ma'am thank you you have a nothing day,cnfm appt
I was just wondering where it is right,cnfm appt
I want to confirm,cnfm appt
What time will they be here,cnfm appt
Technician,cnfm appt
Connect me my appointment please,cnfm appt
He just called me maybe I should call him back,cnfm appt
I'm keeping my appointment,cnfm appt
It's supposed to be Tuesday between one and two on Monday,cnfm appt
Checking on status,cnfm appt
Verify arrival time,cnfm appt
Read it technician coming,cnfm appt
Where is the technician at,cnfm appt
Update,cnfm appt
Hey what's going about ten minutes I just want to make sure he's coming,cnfm appt
Confirm that you are on time with the appointment date and time,cnfm appt
When is your expected time to be here upgrading updated,cnfm appt
Just confirming,cnfm appt
That's all I wanted to know,cnfm appt
That's what I wanted to know if they are still coming,cnfm appt
To confirm he was,cnfm appt
No one has come,cnfm appt
That's all I wanted to know,cnfm appt
It's five o'clock and nobody has showed up to fix our box,cnfm appt
Oh I just got a phone call didn't know who it was,cnfm appt
That's it I'm waiting for a technician,cnfm appt
I has to know what well I was just technical support advisor where is he,cnfm appt
I was put on a priority list I'd like to know they were talking about the seventeenth of December nineteen,cnfm appt
The technicians only been here I need to fix it,cnfm appt
Check status of arrival,cnfm appt
Check on the time,cnfm appt
Check service time,cnfm appt
Check on the status of arrival,cnfm appt
It is not Monday it was supposed to be today,cnfm appt
Someone,cnfm appt
It is not what I confirmed,cnfm appt
Email confirmation,cnfm appt
Oh just checking on the technician,cnfm appt
Confirm,cnfm appt
Somebody called me at this number I just returning the call,cnfm appt
No I just wanna know I just want to know my appointment still going on today between six and seven that's all I wanted to know thank you very much,cnfm appt
Just checking on the status ETA,cnfm appt
Just wanted to confirm it,cnfm appt
Calling to see where my check is located,cnfm appt
I just want to make sure what time they're coming,cnfm appt
Okay I'm waiting for,cnfm appt
No I just forgot what time it was when I was in church three thirty four thirty right,cnfm appt
I'd like to check doubling up on appointment,cnfm appt
I have two appointments I'd like to confirm which is,cnfm appt
I just want to know when it is,cnfm appt
I love you momma I need someone here today I use it for work tell me they would call me today,cnfm appt
Technician didn't arrive,cnfm appt
I need a technician,cnfm appt
Service technician is here but he's not here,cnfm appt
Where's the technician,cnfm appt
Confirm,cnfm appt
No you giving it to you give me the information for 9 to 10 on Tuesday the nineteenth is that correct,cnfm appt
Yes I want to know when medical call six Monte Verde,cnfm appt
The time of my appointment why do you keep hanging up,cnfm appt
I want you to be clear as to when the appointment was and the time so that's Tuesday the nineteenth is it,cnfm appt
Confirm,cnfm appt
Give me a call appointment today not tomorrow,cnfm appt
Call me,cnfm appt
Thank you that I'm just wanna make sure it's confirmed,cnfm appt
I want to see what time the outrightly,cnfm appt
That's it I just need to know I'm here at home,cnfm appt
Well I'm just waiting on the technicians that's all there's no no problem being with a technician car,cnfm appt
