Input,INTENT
I was just calling to confirm an appointment,cnfm appt
Okay everything is good thank you thank you that's all I wanted to know what,cnfm appt
I wanna know I wanna know if this phone will be tomorrow,cnfm appt
Confirm please,cnfm appt
Jack date,cnfm appt
Please confirm through for long evening,cnfm appt
Locate technician,cnfm appt
To book a technician,cnfm appt
Verify,cnfm appt
Well I know my cable's working now I'm getting JNJ and I want to know do you still keep their appointment,cnfm appt
I just wanna make sure that the main company is not the same when they came last time,cnfm appt
Confirm,cnfm appt
Technician,cnfm appt
Confirm,cnfm appt
Our technician here but he's not here,cnfm appt
Main appointment time,cnfm appt
That's all I just wanted to make sure it was confirmed,cnfm appt
No that's all I wanted to know if they were still coming or not,cnfm appt
Okay I just want to confirm that he is coming today,cnfm appt
My appointment is seven fifteen is still coming,cnfm appt
What time are they coming,cnfm appt
About the appointment,cnfm appt
I'm calling because I am her I wanna be hooked up tonight so I can watch TV tonight,cnfm appt
Yes yes I'm just calling I want to confirm it,cnfm appt
Confirmation,cnfm appt
Just confirming,cnfm appt
Your dispatch is not doing what I asked them to do,cnfm appt
No just checking to see economy,cnfm appt
I just want coming they call me at seven seven I just wondering,cnfm appt
Okay I was verifying the time thank you,cnfm appt
What is verifying,cnfm appt
Dispatch,cnfm appt
Live technician's call,cnfm appt
That's all I wanted to know,cnfm appt
Confirm the address,cnfm appt
Want to confirm the address,cnfm appt
I called today,cnfm appt
Technician,cnfm appt
When will the technician arrive,cnfm appt
Tech assistance,cnfm appt
Tech information tech information technical,cnfm appt
About services,cnfm appt
I need to confirm my appointment,cnfm appt
I need to confirm my appointment,cnfm appt
I need to confirm,cnfm appt
How can I confirm it,cnfm appt
I just need to know what time they were going to be here,cnfm appt
The technician is not here,cnfm appt
Previous appointment,cnfm appt
Yes I'm calling you,cnfm appt
I wanted to confirm it I'm seeing here where I can find them,cnfm appt
I don't want someone just called living spaces,cnfm appt
No I just want to see the technician is late and eighty minutes looking for the same technician,cnfm appt
Confirm the address,cnfm appt
Was just making sure they are coming,cnfm appt
Just making sure they're coming,cnfm appt
Just confirming,cnfm appt
No confirmed thank you it's good,cnfm appt
Just wanted to confirm my appointment,cnfm appt
I need to know the appointment for the right property address,cnfm appt
Order confirmed that appointment is for the right account,cnfm appt
Confirmation on appointment,cnfm appt
The reason why I'm calling obviously you called me,cnfm appt
Confirming,cnfm appt
I received a call from this number and I'm just calling back,cnfm appt
Confirm,cnfm appt
Confirmed,cnfm appt
The driver went to the wrong address,cnfm appt
I'm calling to confirm that's fine,cnfm appt
Verify driver arrival,cnfm appt
I'm just let them know it's okay to come,cnfm appt
Verify driver,cnfm appt
Verify appointment active,cnfm appt
They called and changed the appointment time with you guys but I wanna make sure tomorrow,cnfm appt
Yes I'm waiting for him to call me I'm down waiting for him to come now,cnfm appt
Get a time frame on my appointment,cnfm appt
How was told to be someone here tonight,cnfm appt
Can you tell me when they're on the way,cnfm appt
My appointment was for today I made at twelve o'clock,cnfm appt
I haven't heard from the technician,cnfm appt
My appointment was supposed to be for today,cnfm appt
What time is it,cnfm appt
The issue has corrected itself,cnfm appt
Thank you just confirming,cnfm appt
The technician is not showing up,cnfm appt
No I'm calling from my appointment,cnfm appt
Confirm appointment,cnfm appt
Confirm,cnfm appt
What time are they coming,cnfm appt
What time are they coming,cnfm appt
Help the driver call me,cnfm appt
Just checking in because it's time is almost up,cnfm appt
Is the technician still coming,cnfm appt
Technician call me when he's on his way,cnfm appt
Details,cnfm appt
Oh I had a call to confirm appointment,cnfm appt
I guess it's confirming so it's confirmed that's all I wanted to make sure,cnfm appt
I was not informed but I have a technician tomorrow they were supposed to call me today and being here,cnfm appt
You can confirm my appointment I want the technician to come,cnfm appt
Confirmed,cnfm appt
Just leave it as an appointment for today I want to come,cnfm appt
I would just checking to make sure it was still on the book,cnfm appt
Technician support,cnfm appt
Someone already came to the house,cnfm appt
I want to keep the same appointment today,cnfm appt
Okay that's all I needed to know thank you,cnfm appt
I want to keep the same appointment,cnfm appt
Technical bell technician is already here,cnfm appt
Just calling to confirm location,cnfm appt
No that's fine I was just confirming I'm confirming,cnfm appt
About appointment,cnfm appt
What time,cnfm appt
Confirm my appointment,cnfm appt
About the appointment,cnfm appt
I'm calling to confirm my appointment,cnfm appt
About ppointment,cnfm appt
Hi I'm waiting,cnfm appt
The technician did not show up for my appointment,cnfm appt
Technician call before coming,cnfm appt
Waiting technician,cnfm appt
That was it confirming appointment,cnfm appt
Oh you know she she had the right address,cnfm appt
When is my appointment,cnfm appt
Oh I got an email couple to confirm a phone number,cnfm appt
Appointment time,cnfm appt
I want to know why spectrum is calling me and did not leave a message,cnfm appt
Is the cable installer coming,cnfm appt
Date Time technician,cnfm appt
Correct,cnfm appt
Correct,cnfm appt
Just to confirm it,cnfm appt
I don't know I don't know,cnfm appt
National dispatch,cnfm appt
Technician,cnfm appt
National dispatch,cnfm appt
Central dispatch,cnfm appt
Is there an appointment available,cnfm appt
I was just checking to make sure they was coming,cnfm appt
I want to tell you that I found a bomb walking down the street you can fix it when you wouldn't be late thank you,cnfm appt
I want to know the order what are you putting in my home,cnfm appt
Yes I wanna know where my technician,cnfm appt
I'm waiting on a amount of S S I Zelle a call,cnfm appt
Just confirming,cnfm appt
Tell me appointment,cnfm appt
What when is appointment,cnfm appt
I want to make sure he knows where the location of my apartment unit is,cnfm appt
I thought my appointment was going to be at one,cnfm appt
That's good thank you just to confirm thank you bye-bye,cnfm appt
I want to make sure the technician knows that I need tallied behind two oh seven eczema now,cnfm appt
Oh that's all I needed to know I have my appointment at nine,cnfm appt
What time,cnfm appt
Problem with the technician,cnfm appt
Technician is not moving,cnfm appt
Please confirm,cnfm appt
To confirm appointment,cnfm appt
I need to provide information for the tech,cnfm appt
Please confirm appointment,cnfm appt
To verify to verify the time the technician is coming,cnfm appt
I'm waiting for the technician of July,cnfm appt
Just confirm it by four between three and four,cnfm appt
I'm just waiting for them to come down,cnfm appt
Confirm it please,cnfm appt
Confirm it for the eleventh of January at ten to eleven o'clock,cnfm appt
Time for my appointment,cnfm appt
The previous appointment,cnfm appt
That's what I was wondering thank you,cnfm appt
What time is after three,cnfm appt
I just want appointment,cnfm appt
Appointment confirmed,cnfm appt
Just confirming,cnfm appt
I just wanted to confirm it thank you,cnfm appt
Oh okay as long because it's confirmed I'm happy I'm waiting for the technician,cnfm appt
When is the appointment,cnfm appt
Just want to make sure they only way,cnfm appt
What day,cnfm appt
Okay I have not heard from the technician,cnfm appt
Someone told me I was supposed to be expecting a call around this time and I haven't got one yet,cnfm appt
He was here and he left if you call me back at eleven,cnfm appt
I'm just waiting for him that's fine thank you,cnfm appt
I was just wondering when the technician,cnfm appt
Just checking,cnfm appt
Just make it happen,cnfm appt
I just want to make sure the appointment was made,cnfm appt
I wanna know what time he will be here,cnfm appt
Like to confirm the technician,cnfm appt
Like to confirm if the technician has arrived,cnfm appt
Call technician,cnfm appt
Well I I still have the same issues but I just want to make sure the appointment six,cnfm appt
Confirm,cnfm appt
No that's fine I just wanted to make sure you were still call me thank you bye,cnfm appt
To confirm it,cnfm appt
To confirm that I I am here,cnfm appt
Just make sure it's confirmed,cnfm appt
Supposed to be Thursday Thursday 9 and 10 I got my card here in my hand,cnfm appt
Technician phone number,cnfm appt
I just want to know what address,cnfm appt
I don't know I don't have that on me seven 8 to 7 or,cnfm appt
I was just calling to see when he was gonna be here you have a game and information,cnfm appt
Verify the address where services will be moved to,cnfm appt
They they call me so I just calling back to see,cnfm appt
The technician need to have a I T person on site,cnfm appt
Laser technician so sick,cnfm appt
Technician need any assistance,cnfm appt
Confirm my appointment for today,cnfm appt
No one called me,cnfm appt
You tell me,cnfm appt
Confirming appointment,cnfm appt
We're just checking to see that they're going to come she still without TV,cnfm appt
Okay never mind I'm just confirming that you still coming thank you very much,cnfm appt
I'm calling because the technician is been sitting out in front of my house for about ten minutes,cnfm appt
The appointment they're supposed to be at eleven,cnfm appt
What I see is called his truck outside but I don't see him anywhere,cnfm appt
Work order,cnfm appt
Hewlett technician to go to back door,cnfm appt
What technician no concerns,cnfm appt
Just making sure I want to know if he's really I mean,cnfm appt
When is it I need to know when it is,cnfm appt
What is the date of my appointment now,cnfm appt
Where is my technician,cnfm appt
You called me,cnfm appt
No I want to know thank you,cnfm appt
I want to check,cnfm appt
What is the confirmation phone number for that,cnfm appt
Tech,cnfm appt
Okay please just call me and I like it to the bone okay,cnfm appt
Will be trying to call me,cnfm appt
Want to confirm,cnfm appt
I would like to take the same appointment,cnfm appt
Can I call the technician,cnfm appt
Call dad technician,cnfm appt
Technician has left,cnfm appt
Technician has already come in left,cnfm appt
Yeah I wanna know when this has to run the cable line should be here today,cnfm appt
Checking on the mobile time,cnfm appt
Just want to know what time it is,cnfm appt
No that's no longer get here on time that's all I want,cnfm appt
Testing someone,cnfm appt
No I just wanted to make sure that he crown,cnfm appt
I was just checking the status,cnfm appt
I'd like to help you bring me two boxes receivers,cnfm appt
A E appointment that's what they gave me the number to call for B appointment,cnfm appt
I'm supposed to have an appointment today,cnfm appt
No I will be home I have a doctor appointment,cnfm appt
I just want to know make sure they're coming,cnfm appt
I just want to make sure they're coming,cnfm appt
I'm waiting,cnfm appt
Nothing I'm waiting I'm waiting on a technician,cnfm appt
No thank you just want to make sure they will come in,cnfm appt
Confirm appointment,cnfm appt
I just wanted to make sure they coming,cnfm appt
I'm just confirming it,cnfm appt
Just verifying time and date thank you,cnfm appt
Well they called I wanted to have the appointment earlier,cnfm appt
Just wanting the technician to know that we are here waiting while,cnfm appt
Just call me,cnfm appt
Wrong date,cnfm appt
Okay confirm,cnfm appt
Go back to call me back in Noranda,cnfm appt
There's nothing that's all I wanted to know,cnfm appt
I just want to make sure that he is concerned,cnfm appt
Confirm,cnfm appt
Yes I have an appointment today January for correct,cnfm appt
About my service,cnfm appt
I am just because I'm in the appointment,cnfm appt
I was just confirming,cnfm appt
I was just confirming,cnfm appt
I just wanted to check and see it's okay,cnfm appt
Where is the technician,cnfm appt
Where is my driver,cnfm appt
I don't agree with the appointment,cnfm appt
I don't agree with the time of the appointment,cnfm appt
If I knew it,cnfm appt
Nothing that's what I needed to know,cnfm appt
Scheduled appointment,cnfm appt
What time is the technician termer,cnfm appt
You called me,cnfm appt
Hey appointment time,cnfm appt
Why is the technician coming to my residence,cnfm appt
Call me this morning at eight camp,cnfm appt
Baby call me just just woke up,cnfm appt
You called me,cnfm appt
Just confirming the appointment,cnfm appt
I'm just confirming it thank you bye,cnfm appt
Five sounds good I'll be waiting for a technician,cnfm appt
I'm just confirming it,cnfm appt
Just needed to confirm that it was on,cnfm appt
Confirmation you already did,cnfm appt
Okay thank you thank you that's all I want to know what time he'll be here,cnfm appt
Schedule a technician,cnfm appt
Oh I don't know nine one two five I think,cnfm appt
Mattson that's all just want to make sure they're coming thank you,cnfm appt
Hey call me,cnfm appt
Because the lady told me that they called and said that they had some bad rid call to come out early and come this morning,cnfm appt
I got a call,cnfm appt
I just want to know when they're coming thank you,cnfm appt
Someone just called me and I didn't know why I didn't know they were calling so early,cnfm appt
You were supposed to be there at nine o'clock nine eight fifty,cnfm appt
I miss a phone call I just got a call,cnfm appt
I see him outside and I was wondering if my phone is ringing call a technician and tell him I'm ready,cnfm appt
Correct,cnfm appt
You called me,cnfm appt
I have not scheduled anything Westpoint drive I do not know what this is all about,cnfm appt
Confirm,cnfm appt
Yes somebody gonna call me when the technician arrived,cnfm appt
I just want to confirm,cnfm appt
I wanna confirm the city,cnfm appt
I wanna confirm the address,cnfm appt
Just confirming that it was 11 to 12 that's all thank you,cnfm appt
Confirmation of six of the time is incorrect,cnfm appt
No the appointment is okay I need to ask the technician something,cnfm appt
I just wanted to confirm the time,cnfm appt
When is the new appointment,cnfm appt
Confirm it,cnfm appt
Correct address,cnfm appt
Tell me the scheduled date and time,cnfm appt
I'm good with it just confirming,cnfm appt
What time is it,cnfm appt
I'm done thank you three o'clock tomorrow,cnfm appt
Need a technician,cnfm appt
Thank you that's all I need to know bye,cnfm appt
Oh I just calling to confirm an appointment,cnfm appt
Yes the technician told me that you are computer,cnfm appt
Okay thank you I just want to know the time,cnfm appt
I would he went David was here and I'd like to give him a rating for his service,cnfm appt
Confirm appointment,cnfm appt
Technician,cnfm appt
No I was just making sure there's still probably ma'am okay thank you,cnfm appt
When is my appointment for again could you complete could you repeat that,cnfm appt
That's what I wanna know thank you,cnfm appt
Confirm,cnfm appt
No just confirm that's all,cnfm appt
It was supposed to be tonight tell me tonight,cnfm appt
I haven't heard anything from technician,cnfm appt
Call me,cnfm appt
No I just want to know when it was,cnfm appt
I'm trying to confirm my appointment,cnfm appt
I'm trying to confirm my appointment he'll be here in five minutes,cnfm appt
You can help me confirm my appointment,cnfm appt
I want to confirm my appointment,cnfm appt
I want to confirm my appointment and he tried to call me but I didn't get my phone in time,cnfm appt
I am confirming my appointment,cnfm appt
I am confirming I'm confirming,cnfm appt
I'm not worried about the appointment honey I'm worried about the other TV it's not on,cnfm appt
Technician needs to be here now,cnfm appt
Well it was supposed to be at four o'clock,cnfm appt
Technician,cnfm appt
I have an appointment,cnfm appt
I just wanted to confirm the time thank you,cnfm appt
That's fine I just wanted to confirm it,cnfm appt
Check on Sunday arrival time,cnfm appt
No that's fine I didn't know about the appointment,cnfm appt
Someone called,cnfm appt
I want to confirm it,cnfm appt
Okay yes I want to just want to confirm that,cnfm appt
Please give me my appointment,cnfm appt
I want to know how long do I have to wait,cnfm appt
I can confirm it,cnfm appt
I would like to add some notes to the appointment,cnfm appt
No I was just confirming,cnfm appt
Where is the technician,cnfm appt
Status,cnfm appt
I wanna I wanna have a scheduled appointment,cnfm appt
Update,cnfm appt
Time,cnfm appt
Hey hasn't gotten here,cnfm appt
Call technician,cnfm appt
Confirm appointment,cnfm appt
I was wondering the arrival,cnfm appt
No I'm waiting on the tech now thank you,cnfm appt
What scheduled what day,cnfm appt
Confirm appointment,cnfm appt
I just want to confirm the appointment time again what time is it for,cnfm appt
Technician just called me could you get in touch and let them know I'm home,cnfm appt
Call technician,cnfm appt
Just make sure somebody gets sick,cnfm appt
I received a call and I was wondering if somebody was at my house,cnfm appt
It's three p.m. and a technician POSIX,cnfm appt
The technician hasn't showed up,cnfm appt
Sixteen p.m. and a technician was here,cnfm appt
Yes where is the technician,cnfm appt
Is that confirmed,cnfm appt
Checking status,cnfm appt
Where is my technician,cnfm appt
Where is my technician,cnfm appt
Yes technician call me,cnfm appt
Connect me to someone,cnfm appt
I just wanted to confirm it,cnfm appt
Help them call before going,cnfm appt
I just called me but I didn't get the call,cnfm appt
Confirm,cnfm appt
Confirm,cnfm appt
I need to know what time they're going to be here or not here yet,cnfm appt
Tell me the time they're going to get here ecstatically,cnfm appt
Technician is not here yet,cnfm appt
Call me before you,cnfm appt
Days supposed to come,cnfm appt
Confirmed a five o'clock appointment,cnfm appt
Well I haven't seen he has not arrived to my place,cnfm appt
Just confirm that we are home,cnfm appt
Just wanted to make sure they're coming,cnfm appt
I need a reason for technician coming,cnfm appt
Details,cnfm appt
Appointment time,cnfm appt
He was supposed to come today the third,cnfm appt
Well he called I was on another line and I couldn't answer so I want to make sure he's on his way,cnfm appt
Okay nothing right now I'll call back if I need you,cnfm appt
No I want to know,cnfm appt
Texas 3 to 4 I waiting for,cnfm appt
I want to know why my Walmart dollars is not working the technician I got you,cnfm appt
Verify appointment time,cnfm appt
Buck this fucking technician,cnfm appt
That's all that's don't be here that's all I need to know,cnfm appt
I would like to know if my appointment,cnfm appt
I would like to have a technician come here maybe at five thirty,cnfm appt
Call me if something else opens up today an appointment,cnfm appt
QuickView technician come here,cnfm appt
Okay let me know if anything help please,cnfm appt
Hello this would love to have an appointment today thank you,cnfm appt
Okay I'll wait for your response technician,cnfm appt
Confirm,cnfm appt
I was just checking to see if it sooner and so I suppose to be here just shortly,cnfm appt
I'm just wondering about the time that they're gonna be here,cnfm appt
About appointment,cnfm appt
Erroneous appointment for tomorrow which works I am a schedule for today,cnfm appt
Highway Mcdiarmid what time is it,cnfm appt
Last night I had to call Merrill Edge he squad I had my daughter call him because my husband is sick place,cnfm appt
Changing the appointment time,cnfm appt
Explain why we had the appointment,cnfm appt
Technician has not done,cnfm appt
Technician on time,cnfm appt
Technician didn't complete work order,cnfm appt
What is a good time,cnfm appt
But he is not here so I want to know when he's coming,cnfm appt
Where's my technician,cnfm appt
Where is my technician,cnfm appt
Technician visit,cnfm appt
P technician no,cnfm appt
Dispatch please,cnfm appt
Thanks to add technician in regards to order,cnfm appt
Service technician,cnfm appt
Confirm appointment,cnfm appt
I just want to make sure that it was still on,cnfm appt
Updating,cnfm appt
Where is the technician,cnfm appt
I'm not gonna be here to have that appointment,cnfm appt
I got a leave I'm not gonna have time for him to come in here I had to leave to take care some business,cnfm appt
Verify,cnfm appt
I just called me you go receipt be here in three minutes,cnfm appt
What time apartments,cnfm appt
Just wanna make sure you're still coming I haven't got any kind of callback or anything saying that it's actually happening,cnfm appt
My home phone services have not been restored and I still want to keep my appointment,cnfm appt
I just wondered if you were still coming,cnfm appt
I want to confirm return,cnfm appt
Correct,cnfm appt
What time is my appointment,cnfm appt
You know why I'm calling you just said why I was calling,cnfm appt
Just make sure that he knows I'm here,cnfm appt
Well I just called and when I tried to answer it nobody was on the line so I called back,cnfm appt
No that's all I need to know,cnfm appt
My scheduled appointment,cnfm appt
Confirm,cnfm appt
I just want to make sure he would be there in about,cnfm appt
Confirmation,cnfm appt
I want to know what date com,cnfm appt
I think the technician is here and I came in but is not coming up,cnfm appt
What is the appointment time,cnfm appt
Call me,cnfm appt
Need to let the technician know that I am at home,cnfm appt
Let technician know that I own,cnfm appt
Yes technician on March nine,cnfm appt
Call me,cnfm appt
I just wanna make sure he was from it,cnfm appt
Details,cnfm appt
Technician,cnfm appt
Tech mission,cnfm appt
I don't know if I know that running late I'll just wait,cnfm appt
Just confirming the appointment,cnfm appt
Confirming appointment,cnfm appt
That's it just confirming the appointment,cnfm appt
Confirm install,cnfm appt
Just making sure he was still coming,cnfm appt
Other dates,cnfm appt
No one has arrived,cnfm appt
I'm looking for the appointment let them come in with,cnfm appt
Technician,cnfm appt
Technician please,cnfm appt
Cable technician will be here in four minutes,cnfm appt
About the appointment I had today,cnfm appt
I'm calling about,cnfm appt
Tech this is a fucking retard,cnfm appt
I want I want to confirm my appointment January sixteenth at ten a.m.,cnfm appt
Between ten a.m. and eleven a.m. correct,cnfm appt
Yes confirm,cnfm appt
Just confirming,cnfm appt
I don't know anything about that stuff I don't know nothing about that I'm just a dumb 87-year-old man,cnfm appt
About the upcoming appointment,cnfm appt
I would like to be called after the technician gets there,cnfm appt
I was wondering if,cnfm appt
Thank you were supposed to come back to eleven,cnfm appt
Supposed to be sooner ten to eleven,cnfm appt
I just need to confirm it,cnfm appt
Um where technician,cnfm appt
Confirm appointment,cnfm appt
Time again,cnfm appt
I need to know,cnfm appt
Confirming,cnfm appt
Yes I'm calling for the car door,cnfm appt
I just wanted to confirm it,cnfm appt
Could someone give me a call once I get there,cnfm appt
Just need to know the time,cnfm appt
Connect me to bring a check,cnfm appt
Show that I have two appointments today,cnfm appt
That's good as long as it's confirmed,cnfm appt
I think he tried to call me to tell me when he be here but I accidentally cut him off,cnfm appt
Supposed to be today,cnfm appt
Oh man you have for today but,cnfm appt
That's all I needed to know what's the time,cnfm appt
Someone called me and they 1 to 10 number which I gave you all that information yesterday,cnfm appt
To verify the time of the technician,cnfm appt
I have not received a phone call from him,cnfm appt
Just confirming,cnfm appt
I want to know where my technician is,cnfm appt
Details,cnfm appt
I just wanna know when he was gonna be here,cnfm appt
I don't know I don't know it,cnfm appt
I want to just double check something,cnfm appt
I want to see what time will technician arrive,cnfm appt
I would like to get the account balance off and confirm that appointment please,cnfm appt
Appointment time,cnfm appt
What time will you be arriving,cnfm appt
That's all I needed to know ma'am thank you,cnfm appt
I received a phone call from this number so I just call back,cnfm appt
I'm looking to see where my technician is,cnfm appt
Farm confirm confirm it,cnfm appt
I'm waiting,cnfm appt
I need to know the estimated time of arrival,cnfm appt
Where's my technician,cnfm appt
I need to know about he'll be here yes thank you bye-bye,cnfm appt
I need you to know I'm home page Kevin not cloudy on the door because I'm hearing-impaired,cnfm appt
Verifying my appointment,cnfm appt
Where's the technician,cnfm appt
Verifying my appointment,cnfm appt
Where's the technician,cnfm appt
I'd like to say yes I will be here I'm confirming my appointment,cnfm appt
When will the technician be here,cnfm appt
You guys keep calling me so I'm just wondering who to call hello,cnfm appt
Just confirming the appointment,cnfm appt
Confirm appointment,cnfm appt
I just wanted to know what time is gonna get there,cnfm appt
Confirm my appointment,cnfm appt
Confirm me,cnfm appt
Thank you I just wanted the date of the appointment thank you,cnfm appt
No one showed up for the appointment how many times I gotta tell you this,cnfm appt
Confirming appointment,cnfm appt
Tell me why they didn't show up with a appointment,cnfm appt
Can I have the technicians come uh-huh,cnfm appt
I just wanted to know what time they would become more time,cnfm appt
Someone,cnfm appt
Would like to see what time,cnfm appt
No do I still have the appointment,cnfm appt
Or tell me what the is here to do,cnfm appt
Oh I would like to know to what the technician job is when he comes here,cnfm appt
I wanna call your call twice yesterday so call me again,cnfm appt
Yes you're supposed to come here between nine and ten to be sure that I'm wondering what the status is,cnfm appt
I just wanted to confirm the appointment this morning,cnfm appt
I was just wondering why you so much static walking on my home phone number,cnfm appt
I just want to make sure they were still coming today,cnfm appt
Need to advise driver of my which store Tanaka,cnfm appt
I'm confirming it,cnfm appt
What time is it,cnfm appt
I would like this yes I would like to set another appointment,cnfm appt
Confirm it,cnfm appt
Tell me you called me,cnfm appt
Yes you called me,cnfm appt
You called me,cnfm appt
Someone keeps calling me,cnfm appt
I'll be here waiting,cnfm appt
The phones are now working no longer need a technician,cnfm appt
I want a technician to call me when he's outside,cnfm appt
Yes it's nine o'clock so I'm calling to confirm whether you guys keeping up with the time what's going on,cnfm appt
Just wanted to confirm,cnfm appt
Confirm,cnfm appt
It's about current spectrum receivers that the tech will be replacing,cnfm appt
I know well I'm in the process,cnfm appt
One appointment to go to the doctor,cnfm appt
Notify the tech that I did not receive the current spectrum receivers,cnfm appt
Why do you keep calling me,cnfm appt
I had gotten a call,cnfm appt
I like to know if the technician came by,cnfm appt
Tell me,cnfm appt
I received a call,cnfm appt
Yes then you guys called me,cnfm appt
My Internet is working fine now so there's no needing the technician coming,cnfm appt
Technician instilling road for today,cnfm appt
Confirm,cnfm appt
Oh I just want to call in to confirm my appointment today,cnfm appt
Yes I'm just waiting I just want to call they called but I can't hear I have a hearing problem,cnfm appt
You called me,cnfm appt
No thank you you have a good day,cnfm appt
I would like to keep my appointment in two minutes,cnfm appt
Two different appointments I think I know,cnfm appt
Update,cnfm appt
Update,cnfm appt
Emergency text technician,cnfm appt
Just checking to make sure this confirms nobody has called,cnfm appt
I'm calling about appointment,cnfm appt
It's just that I was just calling to confirm,cnfm appt
Confirm,cnfm appt
Time,cnfm appt
Appointment time,cnfm appt
I'm on my way home they just called me and told me that he was in route so I don't know about McAteer I don't know how I'll call back,cnfm appt
That's all I wanted to know bye,cnfm appt
Status update,cnfm appt
Can you call me back the technician,cnfm appt
Maybe the technician is the date,cnfm appt
I think the technician is trying to call me at the gate,cnfm appt
No thank you so much if I see any problems I'll call back,cnfm appt
Appointment tomorrow,cnfm appt
Clear five oh third service detail,cnfm appt
Just confirm it,cnfm appt
Just confirming appointment time,cnfm appt
I just wanted to verify it,cnfm appt
When is the technician coming,cnfm appt
My appointment have not arrive,cnfm appt
Call technician is not here and it's seven o'clock,cnfm appt
Technician,cnfm appt
Is spectral tech still call me at seven o'clock,cnfm appt
Yeah I'm here please follow up with your driver,cnfm appt
I like to keep this appointment,cnfm appt
I'd like to keep the appointment,cnfm appt
Confirm my appointment,cnfm appt
Yes because I want to try it again I wanna strategy,cnfm appt
Is the appointment confirmed,cnfm appt
I want to confirm the appointment,cnfm appt
Computer screen which I want to confirm my appointment,cnfm appt
Confirm it,cnfm appt
Confirming,cnfm appt
I want to know where the tech mission,cnfm appt
Confirm appointment,cnfm appt
I want to go to the store I want to go to the store,cnfm appt
Just making sure,cnfm appt
I just wanted to check on,cnfm appt
I don't know the security code we haven't have the cable on yet,cnfm appt
I want to check,cnfm appt
Confirm,cnfm appt
I haven't received,cnfm appt
It's a time of appointment again,cnfm appt
Dispatch please,cnfm appt
Should I keep my appointment because my TV isn't working,cnfm appt
To someone,cnfm appt
