Input,INTENT
This is the technician on his way now,cnfm appt
I just wanna know if he's on his way because my phone's not working,cnfm appt
Well I I'm supposed to have a specific technician I want to make sure he's coming,cnfm appt
Confirm my appointment,cnfm appt
Hey there something I don't know,cnfm appt
I don't have it in front of me at this time,cnfm appt
We came into the store last week and my sister had ordered,cnfm appt
Hey hasn't come here,cnfm appt
Just want to make sure they were coming,cnfm appt
Keep the appointment,cnfm appt
To let the technician know to call me when they get here,cnfm appt
Just calling to confirm,cnfm appt
Did not receive appointment confirmation email,cnfm appt
Confirm customer service,cnfm appt
I need to confirm the service address,cnfm appt
Confirmation of address for service,cnfm appt
Confirm,cnfm appt
I just want to make sure this is going to be here in fifteen minutes,cnfm appt
I just want to make sure it was confounded,cnfm appt
Okay just wanted to make sure it was confirmed,cnfm appt
Call technician,cnfm appt
Call technician,cnfm appt
Yes verifying,cnfm appt
Scheduled appointment,cnfm appt
Work order,cnfm appt
That's it just confirming,cnfm appt
I need a tech technician,cnfm appt
Yes technician please,cnfm appt
Arrival date time correct date and time,cnfm appt
I just want to confirm the appointment,cnfm appt
I want to know who's coming to my house,cnfm appt
Driver instructions,cnfm appt
I'm trying to find the technician,cnfm appt
I was told I get a picture of the technician,cnfm appt
I just want to make sure that it's still fun,cnfm appt
Thank you confirming,cnfm appt
I'm calling about well I'm calling because,cnfm appt
I called a few times,cnfm appt
Correct,cnfm appt
My appointment was supposed to be at nine a.m.,cnfm appt
My service has been restored,cnfm appt
I just want to know about appointments,cnfm appt
That's all that's all I wanna know,cnfm appt
Well I just wanna know I just want to know about my appointments,cnfm appt
Yes the call was just checking,cnfm appt
I just want to know about the appointment that's all,cnfm appt
Okay I wanna know,cnfm appt
I just want to know if I still got the appointment,cnfm appt
Ask a tech missions to wear blue cheese when they coming,cnfm appt
It's confirmed,cnfm appt
I want to check and make sure I have my ported number,cnfm appt
What time will they be here,cnfm appt
They had me reboot my box won't reboot,cnfm appt
Technician,cnfm appt
Technician,cnfm appt
To have an in-house technician come that day,cnfm appt
To request a spectrum technician in house to come on that date,cnfm appt
Dispatch,cnfm appt
Dispatch,cnfm appt
Dispatch,cnfm appt
You cannot help it's all confirmed thank you,cnfm appt
Thank you confirm,cnfm appt
Leave as is,cnfm appt
My service is reconnected so I don't know if I still need,cnfm appt
Appointment was supposed to be for tomorrow not today,cnfm appt
I'm not there in time,cnfm appt
I need to confirm the appointment,cnfm appt
Read it back to me the appointment is for tomorrow January twelfth at what time,cnfm appt
I need to speak to check whoever did this work order they have the wrong address,cnfm appt
Oh confirms,cnfm appt
Nope all set with just confirming it,cnfm appt
Alright I wait for him to be here and I'm finished,cnfm appt
Call me this morning,cnfm appt
I was calling me and because we were here at eleven,cnfm appt
I thought maybe they call me this morning,cnfm appt
Okay that's what I wanted to know Bate home.com thank you,cnfm appt
Appointment time,cnfm appt
Confirm,cnfm appt
Confirm representative,cnfm appt
Confirm,cnfm appt
Service has been,cnfm appt
I'm a new customer and they have not installed my product yet,cnfm appt
Technician not here,cnfm appt
I got a text about my appointment that says it's been restored for my appointment hasn't even begun,cnfm appt
I was trying to see when he was going to call me,cnfm appt
I don't know it I don't have it I don't know it,cnfm appt
I want dollar to let me know what,cnfm appt
I want to know how much is my Peggie P TV I don't know department of my new blog billpayer card,cnfm appt
Yes please tell me a call technician because they have not arrived,cnfm appt
Tech mission,cnfm appt
No no he have not arrived I have not seen anyone,cnfm appt
No no he have not arrived I have not seen anyone that's why I called,cnfm appt
I have not received I have not seen anyone,cnfm appt
Just confirming it,cnfm appt
Just wanna make sure they were tanning,cnfm appt
I don't know I don't even know it,cnfm appt
Regarding maybe having someone come out today,cnfm appt
No that's all I needed to know,cnfm appt
The technician isn't here yet he said that he was going to be here in ten minutes I need to be involved in our oriental,cnfm appt
I wanted to know because I have a doctors appointment at two forty five the same day which I didn't know till I just looked at my appointment,cnfm appt
He was here and then he left,cnfm appt
I just want to confirm the appointment confirmed appointment,cnfm appt
About appointment,cnfm appt
Just confirming,cnfm appt
Confirm appointment,cnfm appt
Is that appointment confirmed,cnfm appt
Confirming that someone will be here,cnfm appt
I just wanted to verify the appointment,cnfm appt
I just want to confirm my appointment,cnfm appt
That's all I just wanted to confirm,cnfm appt
All set just confirming,cnfm appt
I'm calling about this appointment,cnfm appt
Well I didn't realize that appointment I already had a doctors appointment at the same time,cnfm appt
No ma'am this technician is not here,cnfm appt
My service person is supposed to be here between seven and eight eighty here,cnfm appt
I wanna add new mall so give me Bernalillo,cnfm appt
Technician,cnfm appt
I'm calling about the appointment,cnfm appt
Me yesterday they told me my appointment yesterday for today was going to be 11 to 12,cnfm appt
I was just double checking to see what time they would be there,cnfm appt
Confirmation,cnfm appt
When will the technician arrive,cnfm appt
I just wanted to someone,cnfm appt
Dude tech,cnfm appt
I wanna know why,cnfm appt
I just received a call about my appointment,cnfm appt
Take a service call,cnfm appt
I'm just confirming my appointment,cnfm appt
I just received a call,cnfm appt
I don't know you called me this morning,cnfm appt
I just want to confirm arriving soon,cnfm appt
Where is the technician,cnfm appt
Okay see technician,cnfm appt
Check time appointment,cnfm appt
Confirmation,cnfm appt
Track a technician,cnfm appt
Okay thank you I just want to make sure that they were coming,cnfm appt
No it's okay as long as it's confirmed,cnfm appt
No thank you have a good day,cnfm appt
Yes I wanna technician here on January fourteenth between,cnfm appt
Okay I just wanted to make sure if he was still trying to confirm back,cnfm appt
If they if it's confirmed that that's what I wanted to make sure it's the dog,cnfm appt
Technician doesn't know which wire to use,cnfm appt
The technician that doesn't know what why are you,cnfm appt
That someone,cnfm appt
Oh that sounds help I need I just want to make sure it was tomorrow morning,cnfm appt
That's it just wanted to confirm,cnfm appt
Yes I was just calling to see what time what they call me,cnfm appt
Stop calling to confirm the appointment,cnfm appt
Confirm appointment,cnfm appt
Confirm appointment,cnfm appt
Please confirm appointment,cnfm appt
My appointment was supposed to be escalated,cnfm appt
My appointment was supposed to be escalated,cnfm appt
Tell me everything is correct here and nothing works,cnfm appt
It is supposed to be on Friday not Thursday,cnfm appt
Confirming,cnfm appt
Why is the tech coming Gunsite,cnfm appt
I guess I don't even know,cnfm appt
I have a doctors appointment,cnfm appt
Call me later,cnfm appt
The three scheduled appointment for tomorrow is not the correct date,cnfm appt
I'm calling because the TV came back on,cnfm appt
That's all I just wanted to confirm it,cnfm appt
Oh that's all I wanted to know thank you very much,cnfm appt
No I'm just waiting for it because like I said my service is not is not on yet and I think it's because of the weather,cnfm appt
Someone called,cnfm appt
Thank you but long as it's confirmed I'm all set,cnfm appt
No I'm fine with it I just might've been here when he called when they called,cnfm appt
Tech mission,cnfm appt
K thank you so I just want to verify thank you so much,cnfm appt
Reference my appointment tomorrow,cnfm appt
I wanna make sure you're coming to me up twice,cnfm appt
Yes I'll call tomorrow wormhole to confirm my car loan,cnfm appt
Confirm appointment,cnfm appt
Thank you that's fine thank you just checking okay thank you very much,cnfm appt
Just look at checking the time,cnfm appt
Just confirming,cnfm appt
Correct Ensemble,cnfm appt
That's that's incorrect there was supposed to be today between five and six,cnfm appt
You called me,cnfm appt
You called me,cnfm appt
I want to know what time he coming eleven minutes,cnfm appt
What time the appointment is fine but right now I have no TV at all,cnfm appt
Someone just called someone just called me and I was just answering the call,cnfm appt
I was supposed to have an appointment for today between noon and one,cnfm appt
My number to technician,cnfm appt
I just want to make sure that the technician is on the way to come to my house,cnfm appt
Mesa technician is on the way,cnfm appt
Call from I'm waiting for a call to hear my phone ring that they're on the way,cnfm appt
I was just calling just to get confirmation that will come in within the hour,cnfm appt
When will the technician arrive,cnfm appt
I'd like to keep my appointment,cnfm appt
Let technician know I'm coming from work,cnfm appt
I'm calling regarding my appointment,cnfm appt
Call technician,cnfm appt
Get in touch with a technician,cnfm appt
I'm calling regarding my appointment,cnfm appt
I was gonna get get away I was just calling to see where I D,cnfm appt
The technician is arriving I got a phone call,cnfm appt
Confirm appointment,cnfm appt
Calling to confirm the appointment,cnfm appt
They were supposed to be here at a different time,cnfm appt
What is your technicians phone number,cnfm appt
Call technician,cnfm appt
The technician is already here and everything is completed,cnfm appt
Is there any appointments for this evening or today,cnfm appt
They haven't called me yet to let me know they're coming or not coming,cnfm appt
Confirm it,cnfm appt
I'm just calling because you called me so I'm okay I'll be here,cnfm appt
Do you have an appointment Thursday evening,cnfm appt
I have five minutes left on my appointment,cnfm appt
That's fine just confirming,cnfm appt
You already did you tell me what is on his way that's good he'll be here in a minute that's what I wanted to know,cnfm appt
Correct,cnfm appt
Just making sure that they're still coming,cnfm appt
I was wondering if I could just bring in my model nine,cnfm appt
Get tech was here and I need to have the same tech come right back to the office to correct some things,cnfm appt
Need to have a tech come today,cnfm appt
To have check return to the office,cnfm appt
Yes we need to have a tech come back to the office today,cnfm appt
I need to know if it's still necessary to have a appointment,cnfm appt
I need to confirm some details,cnfm appt
The appointment is okay I want,cnfm appt
No that's fine I'll take appointment,cnfm appt
The tech is going to the wrong address,cnfm appt
Where's my technician,cnfm appt
Technician,cnfm appt
Compaq technician,cnfm appt
Double checking appointment,cnfm appt
No it's fine thank you confirm my appointment,cnfm appt
I don't have it with me I think it's twenty eight thirty nine,cnfm appt
I'm calling rate,cnfm appt
I need to confirm my appointment,cnfm appt
Confirm appointment,cnfm appt
Confirm it,cnfm appt
Confirm appointment,cnfm appt
Your plan it's confirmed,cnfm appt
I just wanted to let the technician know that I was at home I had been to a dentist appointment,cnfm appt
Can you confirm my appointment,cnfm appt
B appointment I fixed it myself,cnfm appt
No one has showed up,cnfm appt
No one has showed up yet,cnfm appt
Confirming,cnfm appt
I love the technician I'm on my way I hope to be there by six o'clock,cnfm appt
That confirmed thank you,cnfm appt
I was calling to confirm,cnfm appt
About the appointment,cnfm appt
What time will he be here,cnfm appt
Tell me a authorization letter,cnfm appt
Confirm,cnfm appt
The technician turned around he did not Schouten is my driveway,cnfm appt
Yes technician is my driveway,cnfm appt
Confirm it,cnfm appt
Do I need to confirm,cnfm appt
Do I need to confirm,cnfm appt
Do I need to confirm,cnfm appt
Help me I just wanted to double check,cnfm appt
I don't think I need more now I think the trouble is been corrected,cnfm appt
Technician is already here,cnfm appt
I need to confirm,cnfm appt
About my Internet service,cnfm appt
Hey general called you called me,cnfm appt
Did you check music working check your phone number,cnfm appt
What time is it scheduled back,cnfm appt
Hello I was wondering if they get here in here in Zanesville's office,cnfm appt
Confirm my appointment,cnfm appt
Nothing is calling confirmed a minute let you know I'm here,cnfm appt
Just confirming,cnfm appt
Where is the technician at,cnfm appt
Okay I'm waiting on,cnfm appt
Nobody has shown up yet,cnfm appt
Did not receive SIM card,cnfm appt
Does the technician have a buck I need another TV hooked up,cnfm appt
I'm just calling to make sure he's coming at five or six o'clock,cnfm appt
I was calling to check,cnfm appt
About the appointment,cnfm appt
That's all I needed to know,cnfm appt
Status,cnfm appt
Tech tractor,cnfm appt
That's all I wanted to know thank you,cnfm appt
Where is the technician,cnfm appt
The guy already left he came early and left,cnfm appt
Are you gonna let the technician know,cnfm appt
Need to get a new phone number to call to confirm the appointment,cnfm appt
Technician here now,cnfm appt
Need to change the phone number they're going to call to confirm the appointment,cnfm appt
Confirm it,cnfm appt
Confirm,cnfm appt
That's all I wanted to I just wanted to confirm that today still between three and four,cnfm appt
I want to know when will be a technician,cnfm appt
Wrong date,cnfm appt
Directions for the driver,cnfm appt
I want to confirm that there is no price,cnfm appt
Is not correct,cnfm appt
Confirm appointment,cnfm appt
Time update,cnfm appt
I received a call back I cut all,cnfm appt
I don't I don't know it I don't have it,cnfm appt
I received a call,cnfm appt
About the appointment,cnfm appt
Talk to dispatch,cnfm appt
I want to correct my phone number,cnfm appt
I would like him to be here it's time for him to be here between four and five,cnfm appt
Will the technician call please look around,cnfm appt
I'm just calling to confirm that I'm home and I'm waiting for the technician,cnfm appt
Call dispatch,cnfm appt
Yes technician coming,cnfm appt
About appointment arrival time,cnfm appt
Just want to make sure that you're going to get here,cnfm appt
It was supposed to be here at three,cnfm appt
Technician did not call many way,cnfm appt
Will the technician call one one eight,cnfm appt
When will the technician call when he's away,cnfm appt
Well I just wondering if we could they could come sooner that's all I just I'm just tired of not having the TV I was wondering if maybe they could come the date,cnfm appt
I was just double checking my appointment time,cnfm appt
It's okay I just want to make sure they were calling,cnfm appt
Thank you just wanted to confirm thank you very much,cnfm appt
I'm done thank you just wanted to confirm,cnfm appt
Oh I just wanted to confirm my appointment,cnfm appt
S is not to be obligated to know what time the technician will be coming thank you,cnfm appt
I was just confirming the time thank you,cnfm appt
Yes I'm home I made my way home I want to know how Nguyen is gonna be in my address,cnfm appt
I would just want to confirm it,cnfm appt
What time is my technician come,cnfm appt
Question about technician,cnfm appt
Instructions for technician,cnfm appt
Correct precautions,cnfm appt
Calling about what time are the treadmill is missing a ride,cnfm appt
No thank you very much I been called me,cnfm appt
Can I call the technician,cnfm appt
Technician called me,cnfm appt
Okay just checking,cnfm appt
No that's fine just confirming,cnfm appt
Technician hello,cnfm appt
Confirming,cnfm appt
I know I have the appointment tomorrow I need to speak with Jennifer,cnfm appt
I need a technician regarding appointment,cnfm appt
Technician,cnfm appt
Dispatch,cnfm appt
Wanted to see if they'll be what time exactly that will get my house,cnfm appt
Gary from dispatch,cnfm appt
I was calling to see if there were any changes made,cnfm appt
I need someone to call no one came,cnfm appt
The tech will be here at twelve,cnfm appt
Connect me with someone,cnfm appt
